G,Date,Location,Opp,W/L,Tm Score,Opp Score,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF, ,Opp FG,Opp FGA,Opp FG%,Opp 3P,Opp 3PA,Opp 3P%,Opp FT,Opp FTA,Opp FT%,Opp ORB,Opp TRB,Opp AST,Opp STL,Opp BLK,Opp TOV,Opp PF,Tm
11,2023-12-13,@,Louisville,W,75,63,30,68,0.441,5,25,0.2,10,12,0.833,14,43,13,5,4,10,19,,22,61,0.361,2,15,0.133,17,23,0.739,11,36,5,4,5,9,12,Arkansas State
12,2023-12-20,@,Belmont,L,70,74,26,65,0.4,12,39,0.308,6,9,0.667,13,42,17,7,6,15,20,,28,58,0.483,4,18,0.222,14,20,0.7,4,28,12,12,2,8,14,Arkansas State
13,2023-12-30,@,Georgia State,L,90,91,28,58,0.483,11,28,0.393,23,32,0.719,7,26,15,1,4,7,17,,32,67,0.478,4,20,0.2,23,28,0.821,14,37,14,5,3,4,20,Arkansas State
14,2024-01-04,,Georgia Southern,W,109,83,37,65,0.569,15,29,0.517,20,26,0.769,15,39,22,4,5,7,16,,28,62,0.452,10,20,0.5,17,25,0.68,11,26,10,5,4,10,18,Arkansas State
15,2024-01-06,,Old Dominion,W,90,75,31,66,0.47,18,39,0.462,10,12,0.833,10,42,19,6,2,10,10,,30,71,0.423,9,23,0.391,6,8,0.75,10,36,6,7,1,7,10,Arkansas State
16,2024-01-11,,Texas State,W,85,82,28,48,0.583,8,18,0.444,21,31,0.677,5,25,20,10,4,7,18,,31,60,0.517,8,18,0.444,12,16,0.75,9,30,12,6,1,12,23,Arkansas State
17,2024-01-13,,Louisiana,L,77,84,24,50,0.48,4,22,0.182,25,28,0.893,9,32,10,4,6,14,14,,33,61,0.541,5,13,0.385,13,16,0.813,5,22,19,10,3,5,20,Arkansas State
18,2024-01-17,@,Southern Miss,L,66,69,21,61,0.344,14,34,0.412,10,17,0.588,6,39,15,3,5,10,16,,23,65,0.354,7,23,0.304,16,21,0.762,10,45,8,6,9,8,13,Arkansas State
19,2024-01-20,@,Texas State,W,79,72,27,65,0.415,11,31,0.355,14,20,0.7,13,30,14,11,4,6,19,,24,53,0.453,3,9,0.333,21,24,0.875,7,29,10,4,4,13,17,Arkansas State
20,2024-01-26,@,Louisiana,L,75,81,26,66,0.394,6,26,0.231,17,34,0.5,17,34,9,6,2,11,24,,25,52,0.481,5,12,0.417,26,32,0.813,10,36,10,6,5,14,24,Arkansas State
21,2024-01-28,@,Louisiana-Monroe,L (1 OT),82,85,24,73,0.329,11,39,0.282,23,28,0.821,18,44,16,5,4,11,25,,30,76,0.395,4,13,0.308,21,29,0.724,17,44,10,7,4,10,22,Arkansas State
22,2024-01-31,,Southern Miss,W,78,71,29,62,0.468,7,18,0.389,13,20,0.65,15,42,11,1,7,8,20,,21,59,0.356,5,14,0.357,24,29,0.828,10,30,8,7,5,4,18,Arkansas State
23,2024-02-03,,Louisiana-Monroe,W,95,80,30,50,0.6,12,22,0.545,23,28,0.821,5,26,19,5,6,13,20,,29,55,0.527,6,8,0.75,16,23,0.696,5,20,10,9,1,10,21,Arkansas State
24,2024-02-07,,James Madison,L,73,77,25,62,0.403,9,30,0.3,14,19,0.737,12,38,14,4,2,13,15,,30,66,0.455,6,18,0.333,11,15,0.733,11,39,17,10,2,8,16,Arkansas State
25,2024-02-10,,Ohio,W,100,87,37,58,0.638,11,22,0.5,15,18,0.833,9,30,18,6,5,7,12,,32,62,0.516,13,28,0.464,10,11,0.909,8,20,15,4,2,9,12,Arkansas State
26,2024-02-15,@,Troy,W,82,71,33,67,0.493,8,17,0.471,8,17,0.471,14,35,10,9,5,9,14,,27,62,0.435,5,18,0.278,12,15,0.8,12,33,7,5,5,14,17,Arkansas State
27,2024-02-17,@,South Alabama,W,76,73,27,66,0.409,7,26,0.269,15,22,0.682,15,39,11,2,5,6,15,,27,54,0.5,4,12,0.333,15,18,0.833,4,28,10,4,2,6,17,Arkansas State
28,2024-02-22,,Troy,W,79,71,24,48,0.5,11,26,0.423,20,25,0.8,6,35,13,9,9,19,16,,26,65,0.4,7,19,0.368,12,15,0.8,9,26,10,15,3,13,17,Arkansas State
29,2024-02-24,,South Alabama,W,95,78,34,65,0.523,12,29,0.414,15,19,0.789,8,34,23,5,5,6,21,,26,52,0.5,7,12,0.583,19,23,0.826,2,24,9,4,3,13,16,Arkansas State
30,2024-02-28,@,Coastal Carolina,W,71,60,28,71,0.394,7,30,0.233,8,12,0.667,11,45,14,4,3,8,12,,24,68,0.353,3,16,0.188,9,12,0.75,9,39,8,3,5,9,11,Arkansas State
31,2024-03-01,@,Appalachian State,L,57,80,24,68,0.353,5,26,0.192,4,14,0.286,11,34,7,8,1,8,14,,31,63,0.492,8,17,0.471,10,12,0.833,8,44,12,4,8,9,13,Arkansas State
32,2024-03-09,N,Louisiana,W,89,62,34,68,0.5,9,22,0.409,12,14,0.857,12,40,15,14,7,10,14,,22,54,0.407,3,15,0.2,15,20,0.75,4,23,5,8,5,14,13,Arkansas State
33,2024-03-10,N,Appalachian State,W,67,65,26,59,0.441,5,15,0.333,10,12,0.833,9,30,8,3,1,7,14,,26,53,0.491,4,12,0.333,9,13,0.692,6,22,10,3,3,4,12,Arkansas State
34,2024-03-11,N,James Madison,L,71,91,21,59,0.356,7,25,0.28,22,29,0.759,15,33,14,3,4,9,13,,35,56,0.625,11,19,0.579,10,15,0.667,4,27,16,5,5,7,18,Arkansas State
1,2023-11-06,,Youngstown State,W,72,62,23,65,0.354,5,24,0.208,21,24,0.875,8,31,11,7,3,11,15,,24,60,0.4,2,23,0.087,12,18,0.667,11,39,4,6,7,17,20,Louisiana
2,2023-11-11,@,Toledo,L,78,87,33,61,0.541,9,23,0.391,3,6,0.5,10,30,17,4,5,17,22,,32,56,0.571,3,9,0.333,20,28,0.714,7,24,17,10,4,8,12,Louisiana
3,2023-11-15,,Louisiana Christian,W,107,56,38,74,0.514,18,41,0.439,13,20,0.65,17,43,27,10,7,10,16,,18,49,0.367,0,10,0.0,20,23,0.87,3,21,9,5,3,21,14,Louisiana
4,2023-11-20,N,Wright State,L,85,91,31,60,0.517,10,26,0.385,13,15,0.867,4,20,11,10,4,11,21,,35,63,0.556,2,12,0.167,19,28,0.679,13,35,12,8,4,14,15,Louisiana
5,2023-11-21,N,Buffalo,W,68,60,25,59,0.424,6,17,0.353,12,17,0.706,11,32,10,10,6,10,12,,22,54,0.407,9,28,0.321,7,12,0.583,13,32,12,5,4,15,14,Louisiana
6,2023-11-22,N,Long Beach State,W,92,82,34,68,0.5,18,37,0.486,6,8,0.75,12,30,20,5,3,8,19,,33,61,0.541,5,11,0.455,11,17,0.647,9,30,18,5,4,10,12,Louisiana
7,2023-11-27,,Loyola (LA),W,78,54,33,59,0.559,10,18,0.556,2,7,0.286,7,33,15,14,8,10,12,,19,52,0.365,6,17,0.353,10,15,0.667,8,27,7,3,2,17,8,Louisiana
8,2023-11-30,@,Samford,L,65,88,25,63,0.397,3,19,0.158,12,22,0.545,12,26,7,13,4,14,20,,31,57,0.544,5,17,0.294,21,27,0.778,11,39,17,13,5,15,20,Louisiana
9,2023-12-09,@,Louisiana Tech,L,67,72,26,56,0.464,8,21,0.381,7,11,0.636,5,21,12,14,3,16,26,,21,49,0.429,6,19,0.316,24,37,0.649,16,38,12,9,3,19,16,Louisiana
10,2023-12-13,,Eastern Kentucky,W,73,62,28,65,0.431,6,18,0.333,11,15,0.733,12,33,8,10,3,10,15,,22,55,0.4,5,17,0.294,13,21,0.619,11,35,13,7,6,19,16,Louisiana
11,2023-12-17,@,McNeese State,L,72,74,24,50,0.48,7,18,0.389,17,20,0.85,6,22,12,5,4,11,23,,24,47,0.511,7,15,0.467,19,28,0.679,8,26,13,6,3,11,17,Louisiana
12,2023-12-22,@,Rice,W,84,67,30,61,0.492,13,28,0.464,11,14,0.786,11,38,17,8,5,9,20,,21,55,0.382,11,26,0.423,14,18,0.778,9,25,12,5,4,12,13,Louisiana
13,2023-12-30,@,Marshall,L,61,75,20,61,0.328,5,22,0.227,16,21,0.762,9,31,6,6,3,11,19,,24,58,0.414,7,20,0.35,20,25,0.8,12,36,17,8,6,9,17,Louisiana
14,2024-01-04,,James Madison,L,61,68,23,56,0.411,5,19,0.263,10,18,0.556,5,30,8,5,4,13,20,,24,58,0.414,5,22,0.227,15,24,0.625,9,41,11,3,2,18,16,Louisiana
15,2024-01-06,,Coastal Carolina,W,85,77,29,64,0.453,9,26,0.346,18,23,0.783,8,34,16,11,6,9,17,,29,60,0.483,3,14,0.214,16,24,0.667,6,33,9,7,3,14,19,Louisiana
16,2024-01-10,@,Troy,L,73,79,28,58,0.483,5,17,0.294,12,16,0.75,8,28,13,10,3,19,21,,27,54,0.5,4,19,0.211,21,28,0.75,7,28,14,16,3,15,20,Louisiana
17,2024-01-13,@,Arkansas State,W,84,77,33,61,0.541,5,13,0.385,13,16,0.813,5,22,19,10,3,5,20,,24,50,0.48,4,22,0.182,25,28,0.893,9,32,10,4,6,14,14,Louisiana
18,2024-01-17,@,Texas State,W,86,68,34,62,0.548,10,26,0.385,8,12,0.667,5,30,19,9,6,12,15,,25,58,0.431,1,13,0.077,17,18,0.944,4,28,8,6,3,12,10,Louisiana
19,2024-01-20,@,South Alabama,W,88,79,30,62,0.484,10,20,0.5,18,22,0.818,14,37,11,8,2,14,16,,29,55,0.527,7,18,0.389,14,17,0.824,4,20,14,8,6,11,18,Louisiana
20,2024-01-26,,Arkansas State,W,81,75,25,52,0.481,5,12,0.417,26,32,0.813,10,36,10,6,5,14,24,,26,66,0.394,6,26,0.231,17,34,0.5,17,34,9,6,2,11,24,Louisiana
21,2024-01-28,,Texas State,W,66,46,26,61,0.426,6,22,0.273,8,9,0.889,12,37,8,10,4,14,15,,18,51,0.353,2,12,0.167,8,13,0.615,6,26,7,7,6,20,13,Louisiana
22,2024-01-31,,Louisiana-Monroe,W,80,72,24,55,0.436,10,28,0.357,22,27,0.815,11,28,12,9,0,9,21,,27,49,0.551,3,12,0.25,15,22,0.682,5,26,9,4,0,14,20,Louisiana
23,2024-02-03,,South Alabama,W,80,60,32,72,0.444,9,26,0.346,7,9,0.778,15,43,12,7,0,11,11,,23,57,0.404,4,19,0.211,10,13,0.769,6,29,9,5,3,13,12,Louisiana
24,2024-02-07,,Georgia State,L,69,78,22,59,0.373,8,28,0.286,17,25,0.68,8,34,10,4,4,8,20,,25,56,0.446,4,18,0.222,24,31,0.774,6,32,7,2,5,6,19,Louisiana
25,2024-02-11,,Bowling Green State,W,86,60,33,58,0.569,9,18,0.5,11,15,0.733,5,27,12,10,2,5,13,,24,55,0.436,4,21,0.19,8,14,0.571,8,28,8,4,2,14,15,Louisiana
26,2024-02-15,@,Old Dominion,W,68,60,23,64,0.359,7,28,0.25,15,22,0.682,14,42,15,6,5,10,16,,23,61,0.377,4,23,0.174,10,18,0.556,11,38,10,6,5,15,20,Louisiana
27,2024-02-17,@,Appalachian State,L,73,85,31,69,0.449,6,22,0.273,5,5,1.0,10,33,10,2,2,8,15,,31,64,0.484,8,16,0.5,15,17,0.882,10,32,11,7,5,5,8,Louisiana
28,2024-02-22,@,Louisiana-Monroe,L,59,66,24,65,0.369,4,22,0.182,7,16,0.438,13,37,11,6,3,15,20,,21,49,0.429,4,14,0.286,20,30,0.667,6,34,10,6,2,13,16,Louisiana
29,2024-02-24,@,Southern Miss,L,71,82,26,66,0.394,6,25,0.24,13,18,0.722,10,26,13,11,1,8,19,,30,57,0.526,7,15,0.467,15,24,0.625,15,43,15,7,1,16,16,Louisiana
30,2024-02-28,,Troy,L,73,87,23,50,0.46,1,12,0.083,26,35,0.743,9,27,5,8,5,20,24,,20,52,0.385,9,22,0.409,38,42,0.905,8,29,12,16,2,14,24,Louisiana
31,2024-03-01,,Southern Miss,W,77,61,30,71,0.423,6,23,0.261,11,15,0.733,11,37,9,17,3,7,15,,24,60,0.4,4,18,0.222,9,14,0.643,8,34,7,6,6,19,15,Louisiana
32,2024-03-07,N,Coastal Carolina,W,80,66,31,64,0.484,9,29,0.31,9,14,0.643,9,29,18,11,3,8,17,,24,60,0.4,3,20,0.15,15,19,0.789,13,38,8,5,3,16,13,Louisiana
33,2024-03-09,N,Arkansas State,L,62,89,22,54,0.407,3,15,0.2,15,20,0.75,4,23,5,8,5,14,13,,34,68,0.5,9,22,0.409,12,14,0.857,12,40,15,14,7,10,14,Louisiana
1,2023-11-06,,William Carey,W,64,42,25,68,0.368,3,21,0.143,11,20,0.55,15,51,11,4,2,11,12,,14,61,0.23,3,28,0.107,11,14,0.786,9,38,6,8,1,11,16,Southern Mississippi
2,2023-11-10,@,Akron,L,54,72,23,58,0.397,5,15,0.333,3,10,0.3,8,30,14,8,3,14,19,,26,55,0.473,9,30,0.3,11,13,0.846,3,29,14,9,2,12,14,Southern Mississippi
3,2023-11-15,,Xavier (LA),W,76,45,26,60,0.433,5,21,0.238,19,30,0.633,15,44,13,15,5,15,18,,14,55,0.255,5,24,0.208,12,15,0.8,4,26,7,8,0,23,20,Southern Mississippi
4,2023-11-19,N,Utah Valley,L,65,67,22,54,0.407,6,12,0.5,15,24,0.625,7,25,11,10,4,13,19,,25,53,0.472,8,22,0.364,9,14,0.643,11,36,18,8,4,21,18,Southern Mississippi
5,2023-11-20,N,Cal State Fullerton,L,67,74,22,55,0.4,6,17,0.353,17,22,0.773,10,27,9,10,4,8,24,,23,44,0.523,6,14,0.429,22,28,0.786,6,29,13,5,5,13,16,Southern Mississippi
6,2023-11-22,,South Dakota State,L,54,65,16,55,0.291,5,23,0.217,17,31,0.548,9,27,6,9,5,8,19,,22,51,0.431,11,23,0.478,10,18,0.556,12,44,13,8,4,16,23,Southern Mississippi
7,2023-11-25,@,Milwaukee,W,90,84,31,61,0.508,12,23,0.522,16,20,0.8,13,33,15,10,8,12,17,,28,61,0.459,11,31,0.355,17,21,0.81,12,30,16,5,5,12,16,Southern Mississippi
8,2023-12-01,@,UAB,W,85,82,28,52,0.538,6,16,0.375,23,29,0.793,3,28,16,7,3,9,22,,26,56,0.464,8,22,0.364,22,33,0.667,10,30,13,6,1,11,19,Southern Mississippi
9,2023-12-09,,Northwestern State,W,83,74,30,61,0.492,5,19,0.263,18,20,0.9,15,38,19,7,4,14,15,,27,59,0.458,11,27,0.407,9,16,0.563,11,24,14,9,3,11,18,Southern Mississippi
10,2023-12-13,@,McNeese State,L,48,67,19,68,0.279,7,25,0.28,3,4,0.75,14,38,10,3,5,7,14,,26,64,0.406,7,20,0.35,8,17,0.471,15,46,14,6,2,5,9,Southern Mississippi
11,2023-12-18,@,Lamar,W,82,79,29,62,0.468,10,27,0.37,14,22,0.636,10,36,18,5,5,17,17,,31,68,0.456,6,22,0.273,11,15,0.733,10,34,20,8,4,13,16,Southern Mississippi
12,2023-12-23,N,Ole Miss,L,72,89,21,44,0.477,7,15,0.467,23,27,0.852,5,27,7,5,1,16,20,,29,59,0.492,11,19,0.579,20,28,0.714,11,29,17,11,2,7,19,Southern Mississippi
13,2023-12-30,@,Georgia Southern,L,67,88,24,62,0.387,5,16,0.313,14,24,0.583,7,25,4,13,2,13,13,,34,59,0.576,15,29,0.517,5,9,0.556,7,36,20,10,8,20,19,Southern Mississippi
14,2024-01-04,,Georgia State,W,79,73,31,68,0.456,6,19,0.316,11,18,0.611,6,36,20,5,8,11,17,,28,65,0.431,6,24,0.25,11,21,0.524,8,38,7,7,2,14,19,Southern Mississippi
15,2024-01-06,,James Madison,W,81,71,26,53,0.491,4,15,0.267,25,33,0.758,5,32,13,4,5,8,19,,28,71,0.394,2,17,0.118,13,19,0.684,16,38,10,5,4,9,22,Southern Mississippi
16,2024-01-11,@,Louisiana-Monroe,W,71,58,22,56,0.393,6,20,0.3,21,27,0.778,9,39,10,9,10,10,15,,22,60,0.367,3,16,0.188,11,19,0.579,10,36,10,8,2,14,21,Southern Mississippi
17,2024-01-13,@,Troy,L,56,82,19,56,0.339,4,19,0.211,14,20,0.7,11,30,10,5,6,16,19,,26,62,0.419,9,23,0.391,21,28,0.75,15,38,17,7,3,9,17,Southern Mississippi
18,2024-01-17,,Arkansas State,W,69,66,23,65,0.354,7,23,0.304,16,21,0.762,10,45,8,6,9,8,13,,21,61,0.344,14,34,0.412,10,17,0.588,6,39,15,3,5,10,16,Southern Mississippi
19,2024-01-20,,Troy,W,64,63,23,51,0.451,10,21,0.476,8,13,0.615,6,27,15,6,4,13,10,,22,53,0.415,10,21,0.476,9,13,0.692,6,31,13,12,0,11,13,Southern Mississippi
20,2024-01-24,@,Coastal Carolina,W,79,63,27,56,0.482,13,29,0.448,12,17,0.706,7,30,19,6,4,9,14,,27,58,0.466,4,15,0.267,5,11,0.455,7,28,8,6,1,10,15,Southern Mississippi
21,2024-01-27,@,Marshall,L,67,83,24,51,0.471,10,25,0.4,9,10,0.9,6,24,14,4,2,16,17,,31,55,0.564,8,18,0.444,13,21,0.619,9,27,14,8,3,9,12,Southern Mississippi
22,2024-01-31,@,Arkansas State,L,71,78,21,59,0.356,5,14,0.357,24,29,0.828,10,30,8,7,5,4,18,,29,62,0.468,7,18,0.389,13,20,0.65,15,42,11,1,7,8,20,Southern Mississippi
23,2024-02-03,@,Texas State,L,55,60,16,49,0.327,4,22,0.182,19,25,0.76,7,28,6,11,4,13,17,,25,61,0.41,1,7,0.143,9,15,0.6,12,37,7,11,2,13,17,Southern Mississippi
24,2024-02-07,,Old Dominion,W,78,73,25,54,0.463,9,18,0.5,19,32,0.594,7,40,12,5,6,15,15,,26,63,0.413,6,20,0.3,15,19,0.789,5,27,7,12,5,8,20,Southern Mississippi
25,2024-02-10,,Western Michigan,W,86,54,33,59,0.559,12,26,0.462,8,13,0.615,7,33,22,7,4,12,22,,15,49,0.306,3,14,0.214,21,26,0.808,7,26,9,7,2,12,15,Southern Mississippi
26,2024-02-15,,Louisiana-Monroe,L,59,68,19,46,0.413,4,20,0.2,17,21,0.81,8,33,7,4,7,18,20,,24,58,0.414,7,20,0.35,13,18,0.722,8,25,16,12,0,7,18,Southern Mississippi
27,2024-02-17,,Texas State,W,78,74,27,53,0.509,5,11,0.455,19,22,0.864,7,32,10,4,5,13,16,,29,64,0.453,3,9,0.333,13,21,0.619,13,33,5,10,1,5,17,Southern Mississippi
28,2024-02-22,,South Alabama,L,64,83,22,63,0.349,2,14,0.143,18,29,0.621,11,36,9,9,6,14,24,,25,48,0.521,8,13,0.615,25,36,0.694,3,35,10,5,1,15,21,Southern Mississippi
29,2024-02-24,,Louisiana,W,82,71,30,57,0.526,7,15,0.467,15,24,0.625,15,43,15,7,1,16,16,,26,66,0.394,6,25,0.24,13,18,0.722,10,26,13,11,1,8,19,Southern Mississippi
30,2024-02-28,@,South Alabama,L,70,73,25,56,0.446,3,19,0.158,17,23,0.739,6,32,6,10,5,12,14,,29,61,0.475,10,28,0.357,5,9,0.556,6,30,12,8,3,14,18,Southern Mississippi
31,2024-03-01,@,Louisiana,L,61,77,24,60,0.4,4,18,0.222,9,14,0.643,8,34,7,6,6,19,15,,30,71,0.423,6,23,0.261,11,15,0.733,11,37,9,17,3,7,15,Southern Mississippi
32,2024-03-07,N,Texas State,L,59,75,22,54,0.407,4,16,0.25,11,19,0.579,7,25,12,8,6,15,19,,26,56,0.464,2,7,0.286,21,27,0.778,10,37,8,9,1,13,16,Southern Mississippi
1,2023-11-06,,Mobile,L,74,83,22,62,0.355,7,28,0.25,23,34,0.676,7,30,10,6,5,10,19,,33,55,0.6,5,12,0.417,12,23,0.522,2,33,11,7,5,12,20,South Alabama
2,2023-11-11,@,Buffalo,W,70,56,28,49,0.571,4,14,0.286,10,16,0.625,4,33,9,6,2,14,22,,20,55,0.364,4,21,0.19,12,20,0.6,7,26,15,11,2,13,17,South Alabama
3,2023-11-14,@,Alabama,L,46,102,14,61,0.23,5,29,0.172,13,21,0.619,10,23,6,6,2,11,21,,34,55,0.618,12,23,0.522,22,30,0.733,11,46,21,9,7,10,19,South Alabama
4,2023-11-16,,Nicholls State,L (3 OT),97,102,34,79,0.43,12,34,0.353,17,21,0.81,14,45,15,6,7,17,22,,36,75,0.48,9,28,0.321,21,28,0.75,3,30,12,14,5,11,19,South Alabama
5,2023-11-17,,Denver,W,82,75,31,55,0.564,8,19,0.421,12,18,0.667,4,33,13,0,2,8,17,,26,68,0.382,8,24,0.333,15,27,0.556,15,32,9,6,4,1,17,South Alabama
6,2023-11-19,,SIU-Edwardsville,W,86,74,29,47,0.617,11,18,0.611,17,24,0.708,2,25,14,3,1,5,13,,26,55,0.473,13,29,0.448,9,11,0.818,4,19,12,2,3,6,20,South Alabama
7,2023-11-21,,Lynn,W,74,62,24,51,0.471,5,18,0.278,21,24,0.875,2,27,6,8,1,7,10,,25,65,0.385,6,22,0.273,6,11,0.545,14,40,8,6,0,13,17,South Alabama
8,2023-11-25,@,Maryland,L,55,68,20,51,0.392,5,17,0.294,10,10,1.0,3,22,6,8,2,11,18,,24,57,0.421,5,31,0.161,15,20,0.75,14,38,13,6,4,14,14,South Alabama
9,2023-11-30,@,Jacksonville State,L,52,70,18,51,0.353,3,17,0.176,13,19,0.684,7,24,4,5,0,6,18,,23,47,0.489,9,24,0.375,15,22,0.682,13,36,13,4,4,11,15,South Alabama
10,2023-12-06,@,Mercer,W,83,62,33,69,0.478,7,19,0.368,10,12,0.833,7,34,13,10,1,4,14,,24,62,0.387,2,14,0.143,12,22,0.545,16,43,10,2,7,14,13,South Alabama
11,2023-12-09,,Spring Hill,W,91,74,33,76,0.434,12,33,0.364,13,17,0.765,11,36,20,11,5,9,15,,23,62,0.371,6,23,0.261,22,23,0.957,9,38,4,5,3,15,13,South Alabama
12,2023-12-21,,Alabama A&M,W,83,67,27,68,0.397,6,25,0.24,23,31,0.742,14,43,9,6,3,9,23,,25,63,0.397,1,12,0.083,16,23,0.696,9,37,7,6,5,14,18,South Alabama
13,2023-12-30,@,Old Dominion,W,61,59,23,58,0.397,9,24,0.375,6,8,0.75,4,35,15,5,4,16,13,,26,68,0.382,2,15,0.133,5,9,0.556,11,38,8,9,7,11,11,South Alabama
14,2024-01-04,,Appalachian State,L (1 OT),84,91,33,74,0.446,7,23,0.304,11,12,0.917,9,30,11,8,2,9,17,,36,64,0.563,5,14,0.357,14,22,0.636,7,36,18,6,4,11,13,South Alabama
15,2024-01-06,,Georgia State,L,76,90,28,66,0.424,7,22,0.318,13,19,0.684,13,32,6,10,3,11,12,,33,60,0.55,10,21,0.476,14,19,0.737,8,34,9,9,3,11,15,South Alabama
16,2024-01-11,@,James Madison,L,55,89,21,57,0.368,4,26,0.154,9,13,0.692,5,26,9,4,1,15,13,,31,67,0.463,11,36,0.306,16,20,0.8,13,43,21,12,1,8,15,South Alabama
17,2024-01-13,@,Marshall,W,91,85,35,67,0.522,8,20,0.4,13,19,0.684,4,30,17,12,4,9,16,,32,62,0.516,10,23,0.435,11,18,0.611,4,32,21,8,4,15,12,South Alabama
18,2024-01-18,,Troy,W,74,71,25,53,0.472,9,20,0.45,15,20,0.75,4,30,8,7,4,13,17,,23,63,0.365,9,30,0.3,16,24,0.667,14,38,11,11,7,10,18,South Alabama
19,2024-01-20,,Louisiana,L,79,88,29,55,0.527,7,18,0.389,14,17,0.824,4,20,14,8,6,11,18,,30,62,0.484,10,20,0.5,18,22,0.818,14,37,11,8,2,14,16,South Alabama
20,2024-01-25,@,Louisiana-Monroe,L,66,80,24,73,0.329,12,36,0.333,6,9,0.667,14,38,13,9,1,12,19,,31,67,0.463,5,11,0.455,13,21,0.619,12,44,16,8,3,13,13,South Alabama
21,2024-01-27,@,Troy,L,79,83,27,62,0.435,11,21,0.524,14,18,0.778,7,28,9,6,2,9,15,,29,64,0.453,8,30,0.267,17,24,0.708,12,38,9,7,5,11,13,South Alabama
22,2024-02-01,@,Texas State,L,66,74,22,59,0.373,8,26,0.308,14,18,0.778,6,27,9,7,2,9,20,,26,52,0.5,8,16,0.5,14,23,0.609,6,37,16,6,5,11,16,South Alabama
23,2024-02-03,@,Louisiana,L,60,80,23,57,0.404,4,19,0.211,10,13,0.769,6,29,9,5,3,13,12,,32,72,0.444,9,26,0.346,7,9,0.778,15,43,12,7,0,11,11,South Alabama
24,2024-02-07,,Georgia Southern,W,78,65,20,41,0.488,7,19,0.368,31,37,0.838,5,28,8,8,5,16,17,,21,52,0.404,5,24,0.208,18,20,0.9,6,22,8,10,3,12,23,South Alabama
25,2024-02-10,,Northern Illinois,W,75,66,28,62,0.452,13,27,0.481,6,11,0.545,9,28,17,10,2,6,14,,24,54,0.444,7,26,0.269,11,16,0.688,7,32,12,2,6,15,10,South Alabama
26,2024-02-15,,Texas State,W,72,55,26,50,0.52,7,15,0.467,13,17,0.765,6,24,11,8,1,9,19,,18,44,0.409,2,6,0.333,17,26,0.654,8,24,6,6,2,15,13,South Alabama
27,2024-02-17,,Arkansas State,L,73,76,27,54,0.5,4,12,0.333,15,18,0.833,4,28,10,4,2,6,17,,27,66,0.409,7,26,0.269,15,22,0.682,15,39,11,2,5,6,15,South Alabama
28,2024-02-22,@,Southern Miss,W,83,64,25,48,0.521,8,13,0.615,25,36,0.694,3,35,10,5,1,15,21,,22,63,0.349,2,14,0.143,18,29,0.621,11,36,9,9,6,14,24,South Alabama
29,2024-02-24,@,Arkansas State,L,78,95,26,52,0.5,7,12,0.583,19,23,0.826,2,24,9,4,3,13,16,,34,65,0.523,12,29,0.414,15,19,0.789,8,34,23,5,5,6,21,South Alabama
30,2024-02-28,,Southern Miss,W,73,70,29,61,0.475,10,28,0.357,5,9,0.556,6,30,12,8,3,14,18,,25,56,0.446,3,19,0.158,17,23,0.739,6,32,6,10,5,12,14,South Alabama
31,2024-03-01,,Louisiana-Monroe,W,80,69,30,54,0.556,7,22,0.318,13,16,0.813,5,31,14,3,3,9,13,,27,69,0.391,6,21,0.286,9,14,0.643,16,36,13,5,0,5,17,South Alabama
32,2024-03-07,N,Georgia Southern,L,71,76,21,64,0.328,5,18,0.278,24,31,0.774,7,27,5,10,5,8,13,,28,59,0.475,9,24,0.375,11,15,0.733,8,45,10,5,11,21,22,South Alabama
1,2023-11-06,@,Belmont,L,87,89,36,76,0.474,7,19,0.368,8,14,0.571,9,34,14,6,1,6,19,,32,60,0.533,8,20,0.4,17,22,0.773,5,31,19,3,4,12,13,Georgia State
2,2023-11-11,@,Western Michigan,W,77,70,25,55,0.455,6,19,0.316,21,29,0.724,15,30,5,8,3,15,29,,21,50,0.42,7,18,0.389,21,33,0.636,14,31,6,5,1,16,23,Georgia State
3,2023-11-17,,Northern Illinois,L,64,70,23,76,0.303,4,18,0.222,14,18,0.778,13,37,14,5,1,6,22,,26,57,0.456,4,20,0.2,14,24,0.583,8,39,12,4,12,10,18,Georgia State
4,2023-11-19,,Little Rock,W,88,77,28,60,0.467,9,30,0.3,23,30,0.767,11,34,16,6,2,6,22,,24,62,0.387,5,24,0.208,24,31,0.774,11,28,13,6,1,7,21,Georgia State
5,2023-11-22,@,Little Rock,W (1 OT),93,90,29,64,0.453,6,18,0.333,29,34,0.853,6,30,11,2,1,11,27,,27,62,0.435,4,16,0.25,32,39,0.821,7,33,12,6,5,17,26,Georgia State
6,2023-11-25,@,Charlotte,L,57,65,21,56,0.375,5,20,0.25,10,10,1.0,11,32,12,4,2,14,24,,21,45,0.467,2,11,0.182,21,28,0.75,2,23,6,7,2,7,15,Georgia State
7,2023-12-02,@,Kennesaw State,L,77,88,27,67,0.403,10,31,0.323,13,18,0.722,10,30,11,5,2,12,20,,31,60,0.517,6,22,0.273,20,31,0.645,10,36,16,9,3,7,16,Georgia State
