G,Date,Location,Opp,Game Type,W/L,Tm Score,Opp Score,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,Opp FG,Opp FGA,Opp FG%,Opp 3P,Opp 3PA,Opp 3P%,Opp 2P,Opp 2PA,Opp 2P%,Opp eFG%,Opp FT,Opp FTA,Opp FT%,Opp ORB,Opp DRB,Opp TRB,Opp AST,Opp STL,Opp BLK,Opp TOV,Opp PF,Tm
20,2021-02-06,@,Missouri,REG (Conf),L,65,68,22,66,0.333,9,25,0.36,13,41,0.317,0.402,12,21,0.571,11,27,38,6,11,2,13,17,28,62,0.452,3,20,0.15,25,42,0.595,0.476,9,14,0.643,8,34,42,11,11,9,16,18,Alabama
21,2021-02-09,@,South Carolina,REG (Conf),W,81,78,26,68,0.382,12,34,0.353,14,34,0.412,0.471,17,20,0.85,14,19,33,16,8,8,22,19,32,72,0.444,6,25,0.24,26,47,0.553,0.486,8,14,0.571,12,20,32,15,12,7,19,22,Alabama
22,2021-02-13,,Georgia,REG (Conf),W,115,82,36,56,0.643,18,30,0.6,18,26,0.692,0.804,25,30,0.833,4,29,33,19,5,5,18,25,28,65,0.431,2,19,0.105,26,46,0.565,0.446,24,31,0.774,11,15,26,12,10,4,13,25,Alabama
23,2021-02-20,,Vanderbilt,REG (Conf),W,82,78,26,61,0.426,10,39,0.256,16,22,0.727,0.508,20,28,0.714,10,24,34,15,8,5,9,19,25,57,0.439,10,23,0.435,15,34,0.441,0.526,18,24,0.75,8,25,33,11,5,1,15,22,Alabama
24,2021-02-24,@,Arkansas,REG (Conf),L,66,81,26,69,0.377,11,33,0.333,15,36,0.417,0.457,3,8,0.375,11,24,35,14,4,3,16,32,25,54,0.463,4,14,0.286,21,40,0.525,0.5,27,43,0.628,9,28,37,15,4,11,12,18,Alabama
25,2021-02-27,@,Mississippi State,REG (Conf),W,64,59,21,65,0.323,7,28,0.25,14,37,0.378,0.377,15,17,0.882,16,28,44,9,11,3,14,17,24,59,0.407,1,12,0.083,23,47,0.489,0.415,10,17,0.588,10,28,38,10,5,7,15,17,Alabama
26,2021-03-02,,Auburn,REG (Conf),W,70,58,27,68,0.397,10,35,0.286,17,33,0.515,0.471,6,11,0.545,10,21,31,13,13,2,7,15,21,53,0.396,6,24,0.25,15,29,0.517,0.453,10,16,0.625,10,30,40,10,4,3,20,16,Alabama
27,2021-03-06,@,Georgia,REG (Conf),W,89,79,33,68,0.485,10,22,0.455,23,46,0.5,0.559,13,20,0.65,13,30,43,14,10,7,21,17,29,62,0.468,8,19,0.421,21,43,0.488,0.532,13,23,0.565,5,23,28,18,11,1,19,17,Alabama
28,2021-03-12,N,Mississippi State,CTOURN,W,85,48,32,66,0.485,13,36,0.361,19,30,0.633,0.583,8,8,1.0,11,21,32,20,11,7,9,16,18,62,0.29,1,19,0.053,17,43,0.395,0.298,11,16,0.688,17,21,38,8,3,5,16,12,Alabama
29,2021-03-13,N,Tennessee,CTOURN,W,73,68,25,67,0.373,7,28,0.25,18,39,0.462,0.425,16,19,0.842,13,24,37,9,10,4,17,17,25,60,0.417,7,21,0.333,18,39,0.462,0.475,11,14,0.786,9,26,35,13,11,8,19,18,Alabama
30,2021-03-14,N,LSU,CTOURN,W,80,79,33,76,0.434,12,36,0.333,21,40,0.525,0.513,2,5,0.4,16,31,47,16,4,8,9,15,30,74,0.405,10,27,0.37,20,47,0.426,0.473,9,13,0.692,15,26,41,10,6,5,5,13,Alabama
31,2021-03-20,N,Iona,ROUND-64,W,68,55,25,53,0.472,5,16,0.313,20,37,0.541,0.519,13,23,0.565,10,27,37,10,10,3,14,17,23,59,0.39,5,23,0.217,18,36,0.5,0.432,4,5,0.8,5,20,25,8,7,8,15,19,Alabama
32,2021-03-22,N,Maryland,ROUND-32,W,96,77,35,66,0.53,16,33,0.485,19,33,0.576,0.652,10,10,1.0,15,24,39,19,5,4,9,9,32,60,0.533,10,27,0.37,22,33,0.667,0.617,3,7,0.429,4,15,19,17,6,1,8,10,Alabama
33,2021-03-28,N,UCLA,ROUND-16,L,78,88,30,69,0.435,7,28,0.25,23,41,0.561,0.486,11,25,0.44,11,30,41,9,6,5,14,23,29,74,0.392,10,29,0.345,19,45,0.422,0.459,20,25,0.8,12,26,38,12,8,7,7,21,Alabama
1,2020-11-29,@,Samford,REG (Non-Conf),W,78,76,31,58,0.534,6,20,0.3,25,38,0.658,0.586,10,16,0.625,7,28,35,21,6,7,18,19,29,70,0.414,5,24,0.208,24,46,0.522,0.45,13,18,0.722,7,24,31,13,9,1,14,18,Alabama A&M
2,2020-12-19,,South Alabama,REG (Non-Conf),W,93,90,32,68,0.471,9,32,0.281,23,36,0.639,0.537,20,27,0.741,11,30,41,19,8,3,21,27,29,70,0.414,4,25,0.16,25,45,0.556,0.443,28,41,0.683,11,26,37,9,14,2,15,23,Alabama A&M
3,2021-01-16,,Alabama State,REG (Conf),W,70,63,21,56,0.375,4,23,0.174,17,33,0.515,0.411,24,33,0.727,9,29,38,9,5,3,13,26,20,63,0.317,3,22,0.136,17,41,0.415,0.341,20,34,0.588,16,29,45,6,5,2,13,25,Alabama A&M
4,2021-01-23,,Southern,REG (Conf),W,68,58,23,56,0.411,9,26,0.346,14,30,0.467,0.491,13,18,0.722,7,25,32,15,6,4,16,20,21,55,0.382,2,10,0.2,19,45,0.422,0.4,14,25,0.56,9,21,30,12,9,3,13,17,Alabama A&M
5,2021-01-30,@,Prairie View A&M,REG (Conf),L,57,79,19,51,0.373,2,9,0.222,17,42,0.405,0.392,17,33,0.515,9,14,23,6,5,3,15,16,28,50,0.56,8,17,0.471,20,33,0.606,0.64,15,18,0.833,4,31,35,20,11,3,16,24,Alabama A&M
6,2021-02-01,@,Texas Southern,REG (Conf),L,49,66,19,63,0.302,4,21,0.19,15,42,0.357,0.333,7,14,0.5,11,24,35,6,5,4,11,16,23,63,0.365,10,27,0.37,13,36,0.361,0.444,10,16,0.625,18,29,47,15,6,4,14,12,Alabama A&M
7,2021-02-06,,Mississippi Valley State,REG (Conf),W,93,58,38,79,0.481,11,28,0.393,27,51,0.529,0.551,6,11,0.545,18,30,48,24,11,2,8,10,21,60,0.35,10,29,0.345,11,31,0.355,0.433,6,12,0.5,10,23,33,11,6,3,19,11,Alabama A&M
8,2021-02-08,,Arkansas–Pine Bluff,REG (Conf),W,56,55,20,57,0.351,2,12,0.167,18,45,0.4,0.368,14,20,0.7,10,26,36,8,5,4,12,15,19,63,0.302,4,17,0.235,15,46,0.326,0.333,13,18,0.722,13,22,35,5,5,6,9,22,Alabama A&M
9,2021-02-13,@,Alabama State,REG (Conf),L,58,72,19,54,0.352,5,14,0.357,14,40,0.35,0.398,15,23,0.652,11,27,38,8,4,5,15,20,26,58,0.448,8,17,0.471,18,41,0.439,0.517,12,21,0.571,8,25,33,15,5,5,9,17,Alabama A&M
10,2021-02-22,@,Alcorn State,REG (Conf),L,52,65,20,49,0.408,3,16,0.188,17,33,0.515,0.439,9,19,0.474,7,25,32,4,6,2,13,15,23,55,0.418,6,21,0.286,17,34,0.5,0.473,13,17,0.765,7,27,34,16,5,0,9,16,Alabama A&M
11,2021-02-24,@,Southern,REG (Conf),L,57,73,22,58,0.379,6,16,0.375,16,42,0.381,0.431,7,9,0.778,8,22,30,8,6,2,14,19,24,54,0.444,7,20,0.35,17,34,0.5,0.509,18,26,0.692,10,26,36,18,10,2,10,11,Alabama A&M
12,2021-02-27,,Prairie View A&M,REG (Conf),L,54,55,21,48,0.438,6,18,0.333,15,30,0.5,0.5,6,14,0.429,4,33,37,11,2,4,24,15,22,64,0.344,2,21,0.095,20,43,0.465,0.359,9,13,0.692,9,24,33,10,10,3,12,16,Alabama A&M
13,2021-03-01,,Texas Southern,REG (Conf),L,58,68,23,65,0.354,5,17,0.294,18,48,0.375,0.392,7,13,0.538,14,20,34,5,2,4,10,16,27,59,0.458,4,15,0.267,23,44,0.523,0.492,10,16,0.625,11,28,39,10,4,2,10,13,Alabama A&M
14,2021-03-04,@,Jackson State,REG (Conf),L,35,50,13,51,0.255,1,13,0.077,12,38,0.316,0.265,8,11,0.727,5,23,28,1,7,4,12,15,15,50,0.3,3,7,0.429,12,43,0.279,0.33,17,24,0.708,11,32,43,9,9,2,15,11,Alabama A&M
15,2021-03-06,@,Grambling State,REG (Conf),L,72,80,26,55,0.473,10,21,0.476,16,34,0.471,0.564,10,15,0.667,10,26,36,19,4,3,18,23,23,57,0.404,8,25,0.32,15,32,0.469,0.474,26,34,0.765,9,18,27,19,13,2,9,15,Alabama A&M
1,2021-01-02,,Grambling State,REG (Conf),L,49,66,18,59,0.305,2,20,0.1,16,39,0.41,0.322,11,18,0.611,12,26,38,7,12,4,20,14,25,59,0.424,7,16,0.438,18,43,0.419,0.483,9,12,0.75,8,30,38,17,13,6,20,16,Alabama State
2,2021-01-04,,Jackson State,REG (Conf),L,44,60,13,47,0.277,3,10,0.3,10,37,0.27,0.309,15,20,0.75,8,25,33,6,4,3,18,16,20,51,0.392,8,24,0.333,12,27,0.444,0.471,12,16,0.75,5,25,30,7,7,4,13,16,Alabama State
3,2021-01-09,@,Arkansas–Pine Bluff,REG (Conf),L,82,91,27,51,0.529,8,15,0.533,19,36,0.528,0.608,20,23,0.87,4,16,20,16,7,1,15,23,32,54,0.593,7,15,0.467,25,39,0.641,0.657,20,26,0.769,9,19,28,17,8,4,13,23,Alabama State
4,2021-01-12,@,Mississippi Valley State,REG (Conf),W,64,51,23,51,0.451,10,20,0.5,13,31,0.419,0.549,8,11,0.727,5,29,34,13,2,0,13,13,18,54,0.333,8,28,0.286,10,26,0.385,0.407,7,10,0.7,5,22,27,10,4,5,10,16,Alabama State
5,2021-01-16,@,Alabama A&M,REG (Conf),L,63,70,20,63,0.317,3,22,0.136,17,41,0.415,0.341,20,34,0.588,16,29,45,6,5,2,13,25,21,56,0.375,4,23,0.174,17,33,0.515,0.411,24,33,0.727,9,29,38,9,5,3,13,26,Alabama State
6,2021-01-23,,Alcorn State,REG (Conf),L,52,57,16,52,0.308,3,21,0.143,13,31,0.419,0.337,17,27,0.63,10,23,33,6,8,5,20,17,21,58,0.362,5,18,0.278,16,40,0.4,0.405,10,12,0.833,9,24,33,7,9,2,19,24,Alabama State
7,2021-01-25,,Southern,REG (Conf),W,66,64,21,59,0.356,7,19,0.368,14,40,0.35,0.415,17,29,0.586,14,24,38,6,6,3,11,19,23,51,0.451,3,12,0.25,20,39,0.513,0.48,15,24,0.625,6,29,35,10,4,1,16,24,Alabama State
8,2021-01-30,@,Texas Southern,REG (Conf),L,73,80,23,72,0.319,8,27,0.296,15,45,0.333,0.375,19,25,0.76,9,25,34,14,6,3,13,25,27,65,0.415,3,14,0.214,24,51,0.471,0.438,23,31,0.742,12,39,51,14,7,9,19,23,Alabama State
9,2021-02-01,@,Prairie View A&M,REG (Conf),L,63,87,20,48,0.417,7,16,0.438,13,32,0.406,0.49,16,30,0.533,7,20,27,11,4,3,22,19,31,65,0.477,7,19,0.368,24,46,0.522,0.531,18,25,0.72,11,22,33,16,12,6,9,27,Alabama State
10,2021-02-06,,Arkansas–Pine Bluff,REG (Conf),W,73,67,25,59,0.424,10,25,0.4,15,34,0.441,0.508,13,21,0.619,12,21,33,10,9,6,20,23,21,50,0.42,4,13,0.308,17,37,0.459,0.46,21,27,0.778,9,23,32,10,9,6,22,23,Alabama State
11,2021-02-08,,Mississippi Valley State,REG (Conf),L,65,68,24,58,0.414,2,16,0.125,22,42,0.524,0.431,15,23,0.652,10,28,38,10,5,0,12,20,23,56,0.411,10,26,0.385,13,30,0.433,0.5,12,19,0.632,9,22,31,13,3,2,11,23,Alabama State
12,2021-02-13,,Alabama A&M,REG (Conf),W,72,58,26,58,0.448,8,17,0.471,18,41,0.439,0.517,12,21,0.571,8,25,33,15,5,5,9,17,19,54,0.352,5,14,0.357,14,40,0.35,0.398,15,23,0.652,11,27,38,8,4,5,15,20,Alabama State
13,2021-02-22,@,Southern,REG (Conf),L,66,75,22,55,0.4,7,23,0.304,15,32,0.469,0.464,15,25,0.6,6,25,31,12,8,2,16,22,29,64,0.453,3,18,0.167,26,46,0.565,0.477,14,16,0.875,9,29,38,17,6,2,16,20,Alabama State
14,2021-02-24,@,Alcorn State,REG (Conf),L,59,68,19,48,0.396,6,22,0.273,13,26,0.5,0.458,15,25,0.6,8,27,35,7,3,2,13,19,22,65,0.338,8,21,0.381,14,44,0.318,0.4,16,22,0.727,14,21,35,10,7,1,7,20,Alabama State
15,2021-02-27,,Texas Southern,REG (Conf),L,76,86,26,68,0.382,11,27,0.407,15,41,0.366,0.463,13,18,0.722,7,19,26,12,6,1,12,22,31,60,0.517,4,10,0.4,27,50,0.54,0.55,20,27,0.741,9,29,38,11,7,6,17,19,Alabama State
16,2021-03-01,,Prairie View A&M,REG (Conf),L,67,70,21,51,0.412,5,13,0.385,16,38,0.421,0.461,20,29,0.69,11,26,37,5,8,3,18,18,29,64,0.453,2,21,0.095,27,43,0.628,0.469,10,20,0.5,12,21,33,10,7,7,16,25,Alabama State
17,2021-03-04,@,Grambling State,REG (Conf),L,68,91,22,63,0.349,8,21,0.381,14,42,0.333,0.413,16,25,0.64,9,19,28,14,10,0,16,18,34,61,0.557,9,16,0.563,25,45,0.556,0.631,14,21,0.667,8,33,41,24,13,4,16,21,Alabama State
18,2021-03-06,@,Jackson State,REG (Conf),L,54,79,17,47,0.362,3,16,0.188,14,31,0.452,0.394,17,27,0.63,9,21,30,5,2,0,20,13,30,55,0.545,11,24,0.458,19,31,0.613,0.645,8,21,0.381,6,20,26,17,14,2,6,22,Alabama State
1,2020-12-19,,UMBC,REG (Conf),L,64,65,24,62,0.387,6,19,0.316,18,43,0.419,0.435,10,13,0.769,8,18,26,14,4,2,9,18,23,53,0.434,8,21,0.381,15,32,0.469,0.509,11,20,0.55,11,28,39,13,6,1,15,18,Albany (NY)
2,2020-12-20,,UMBC,REG (Conf),L,60,65,20,62,0.323,6,22,0.273,14,40,0.35,0.371,14,19,0.737,6,23,29,9,6,2,10,23,20,47,0.426,7,18,0.389,13,29,0.448,0.5,18,29,0.621,6,30,36,10,2,7,17,18,Albany (NY)
3,2020-12-22,,Niagara,REG (Non-Conf),L,65,70,24,50,0.48,9,20,0.45,15,30,0.5,0.57,8,14,0.571,4,19,23,16,5,0,11,15,25,50,0.5,6,17,0.353,19,33,0.576,0.56,14,14,1.0,4,20,24,12,4,4,10,15,Albany (NY)
4,2021-01-02,@,Vermont,REG (Conf),W,63,62,23,49,0.469,5,18,0.278,18,31,0.581,0.52,12,20,0.6,5,25,30,9,7,3,13,17,23,58,0.397,10,29,0.345,13,29,0.448,0.483,6,9,0.667,9,24,33,14,3,4,14,18,Albany (NY)
5,2021-01-03,@,Vermont,REG (Conf),L,66,74,24,53,0.453,10,23,0.435,14,30,0.467,0.547,8,13,0.615,4,18,22,12,4,1,13,20,24,52,0.462,8,21,0.381,16,31,0.516,0.538,18,22,0.818,10,23,33,15,4,3,15,18,Albany (NY)
6,2021-01-09,@,Saint Joseph's,REG (Non-Conf),L,64,67,25,57,0.439,8,25,0.32,17,32,0.531,0.509,6,8,0.75,7,17,24,16,2,1,17,16,28,54,0.519,5,19,0.263,23,35,0.657,0.565,6,11,0.545,8,21,29,17,7,2,18,17,Albany (NY)
7,2021-01-16,,NJIT,REG (Conf),W,83,75,30,57,0.526,8,23,0.348,22,34,0.647,0.596,15,21,0.714,4,24,28,12,10,1,15,13,30,59,0.508,9,22,0.409,21,37,0.568,0.585,6,9,0.667,3,23,26,15,9,0,17,20,Albany (NY)
8,2021-01-17,,NJIT,REG (Conf),W,83,71,34,57,0.596,4,14,0.286,30,43,0.698,0.632,11,14,0.786,7,22,29,15,6,5,14,19,27,64,0.422,7,17,0.412,20,47,0.426,0.477,10,13,0.769,12,16,28,7,9,1,14,16,Albany (NY)
9,2021-01-23,@,New Hampshire,REG (Conf),L,64,71,21,56,0.375,2,15,0.133,19,41,0.463,0.393,20,26,0.769,4,24,28,3,6,3,10,23,25,61,0.41,8,22,0.364,17,39,0.436,0.475,13,21,0.619,10,29,39,14,4,6,14,21,Albany (NY)
10,2021-01-24,@,New Hampshire,REG (Conf),W,83,64,27,52,0.519,7,18,0.389,20,34,0.588,0.587,22,30,0.733,5,25,30,9,10,1,8,10,26,60,0.433,7,19,0.368,19,41,0.463,0.492,5,7,0.714,8,23,31,9,3,6,13,18,Albany (NY)
11,2021-02-12,,UMass Lowell,REG (Conf),L,71,79,28,65,0.431,7,17,0.412,21,48,0.438,0.485,8,15,0.533,10,15,25,12,4,0,9,15,32,53,0.604,8,16,0.5,24,37,0.649,0.679,7,11,0.636,5,22,27,21,5,7,16,19,Albany (NY)
12,2021-02-13,,UMass Lowell,REG (Conf),W,81,69,26,63,0.413,6,18,0.333,20,45,0.444,0.46,23,26,0.885,8,28,36,13,14,2,13,22,26,62,0.419,7,25,0.28,19,37,0.514,0.476,10,21,0.476,10,28,38,12,6,8,19,21,Albany (NY)
13,2021-02-20,,Stony Brook,REG (Conf),L,43,59,14,54,0.259,4,18,0.222,10,36,0.278,0.296,11,15,0.733,7,24,31,9,2,1,12,14,22,56,0.393,9,27,0.333,13,29,0.448,0.473,6,8,0.75,5,29,34,11,10,6,8,17,Albany (NY)
14,2021-02-21,,Stony Brook,REG (Conf),W,67,59,23,52,0.442,7,21,0.333,16,31,0.516,0.51,14,19,0.737,7,23,30,11,4,2,13,21,21,59,0.356,3,19,0.158,18,40,0.45,0.381,14,22,0.636,14,23,37,6,7,2,13,19,Albany (NY)
15,2021-02-27,N,NJIT,CTOURN,W,76,66,27,49,0.551,8,16,0.5,19,33,0.576,0.633,14,20,0.7,5,24,29,15,7,4,14,19,23,55,0.418,4,18,0.222,19,37,0.514,0.455,16,18,0.889,6,18,24,8,5,5,10,20,Albany (NY)
16,2021-02-28,@,Hartford,CTOURN,L,77,83,25,45,0.556,5,16,0.313,20,29,0.69,0.611,22,28,0.786,2,21,23,12,7,1,13,20,27,51,0.529,8,20,0.4,19,31,0.613,0.608,21,27,0.778,3,17,20,12,6,2,9,20,Albany (NY)
1,2020-11-25,@,UAB,REG (Non-Conf),L,50,99,19,63,0.302,3,16,0.188,16,47,0.34,0.325,9,12,0.75,13,18,31,2,2,0,21,23,31,58,0.534,6,15,0.4,25,43,0.581,0.586,31,39,0.795,5,27,32,11,13,10,11,16,Alcorn State
2,2020-12-20,@,Houston,REG (Non-Conf),L,55,88,17,47,0.362,5,19,0.263,12,28,0.429,0.415,16,27,0.593,6,16,22,5,5,0,13,26,33,66,0.5,6,22,0.273,27,44,0.614,0.545,16,28,0.571,21,27,48,20,8,4,10,20,Alcorn State
3,2020-12-22,@,Liberty,REG (Non-Conf),L,65,108,21,52,0.404,6,17,0.353,15,35,0.429,0.462,17,24,0.708,7,17,24,6,4,0,17,19,35,53,0.66,18,30,0.6,17,23,0.739,0.83,20,29,0.69,4,24,28,26,8,3,8,21,Alcorn State
4,2020-12-27,@,Vanderbilt,REG (Non-Conf),L,59,87,24,65,0.369,3,21,0.143,21,44,0.477,0.392,8,10,0.8,12,17,29,7,8,3,15,20,32,56,0.571,14,30,0.467,18,26,0.692,0.696,9,18,0.5,9,26,35,21,7,5,17,15,Alcorn State
5,2020-12-30,@,Baylor,REG (Non-Conf),L,76,105,24,53,0.453,6,17,0.353,18,36,0.5,0.509,22,33,0.667,13,12,25,10,9,1,16,21,34,63,0.54,12,28,0.429,22,35,0.629,0.635,25,31,0.806,16,19,35,23,10,5,12,23,Alcorn State
6,2021-01-12,@,Grambling State,REG (Conf),L,74,79,21,54,0.389,8,28,0.286,13,26,0.5,0.463,24,29,0.828,4,17,21,12,10,2,10,24,25,50,0.5,4,13,0.308,21,37,0.568,0.54,25,42,0.595,10,27,37,20,5,2,16,20,Alcorn State
7,2021-01-16,,Mississippi Valley State,REG (Conf),W,71,59,27,55,0.491,6,22,0.273,21,33,0.636,0.545,11,16,0.688,8,19,27,4,3,0,6,19,17,46,0.37,6,20,0.3,11,26,0.423,0.435,19,26,0.731,7,15,22,12,1,2,13,16,Alcorn State
8,2021-01-18,,Arkansas–Pine Bluff,REG (Conf),W,82,48,29,61,0.475,11,21,0.524,18,40,0.45,0.566,13,18,0.722,5,28,33,15,9,3,7,18,17,45,0.378,4,15,0.267,13,30,0.433,0.422,10,19,0.526,4,23,27,10,5,5,16,14,Alcorn State
9,2021-01-23,@,Alabama State,REG (Conf),W,57,52,21,58,0.362,5,18,0.278,16,40,0.4,0.405,10,12,0.833,9,24,33,7,9,2,19,24,16,52,0.308,3,21,0.143,13,31,0.419,0.337,17,27,0.63,10,23,33,6,8,5,20,17,Alcorn State
10,2021-01-30,,Southern,REG (Conf),L,59,76,22,71,0.31,1,13,0.077,21,58,0.362,0.317,14,22,0.636,15,18,33,3,14,2,12,15,26,51,0.51,9,23,0.391,17,28,0.607,0.598,15,21,0.714,8,31,39,13,6,4,21,22,Alcorn State
11,2021-02-06,,Jackson State,REG (Conf),L,66,74,20,49,0.408,7,16,0.438,13,33,0.394,0.48,19,24,0.792,8,15,23,8,13,2,13,23,24,48,0.5,9,21,0.429,15,27,0.556,0.594,17,23,0.739,7,20,27,16,5,6,18,17,Alcorn State
12,2021-02-08,,Grambling State,REG (Conf),L,62,67,23,61,0.377,7,27,0.259,16,34,0.471,0.434,9,12,0.75,12,19,31,12,7,4,13,25,21,45,0.467,4,12,0.333,17,33,0.515,0.511,21,33,0.636,6,19,25,10,7,1,14,15,Alcorn State
13,2021-02-13,@,Mississippi Valley State,REG (Conf),W,70,56,24,55,0.436,6,21,0.286,18,34,0.529,0.491,16,23,0.696,8,21,29,17,12,0,9,17,20,40,0.5,9,20,0.45,11,20,0.55,0.613,7,13,0.538,2,16,18,14,3,2,22,17,Alcorn State
14,2021-02-22,,Alabama A&M,REG (Conf),W,65,52,23,55,0.418,6,21,0.286,17,34,0.5,0.473,13,17,0.765,7,27,34,16,5,0,9,16,20,49,0.408,3,16,0.188,17,33,0.515,0.439,9,19,0.474,7,25,32,4,6,2,13,15,Alcorn State
15,2021-02-24,,Alabama State,REG (Conf),W,68,59,22,65,0.338,8,21,0.381,14,44,0.318,0.4,16,22,0.727,14,21,35,10,7,1,7,20,19,48,0.396,6,22,0.273,13,26,0.5,0.458,15,25,0.6,8,27,35,7,3,2,13,19,Alcorn State
16,2021-02-27,@,Southern,REG (Conf),L,75,89,23,52,0.442,4,13,0.308,19,39,0.487,0.481,25,27,0.926,3,19,22,11,5,4,16,23,30,51,0.588,6,17,0.353,24,34,0.706,0.647,23,30,0.767,2,20,22,18,12,1,15,22,Alcorn State
17,2021-03-04,@,Texas Southern,REG (Conf),L,78,80,27,61,0.443,9,18,0.5,18,43,0.419,0.516,15,18,0.833,6,24,30,9,4,4,18,27,22,55,0.4,4,22,0.182,18,33,0.545,0.436,32,39,0.821,9,25,34,8,7,5,14,19,Alcorn State
18,2021-03-06,@,Prairie View A&M,REG (Conf),L,69,81,28,66,0.424,6,21,0.286,22,45,0.489,0.47,7,12,0.583,8,20,28,9,11,2,14,16,31,55,0.564,7,16,0.438,24,39,0.615,0.627,12,16,0.75,2,27,29,25,7,8,13,15,Alcorn State
19,2021-03-11,N,Texas Southern,CTOURN,L,55,78,20,64,0.313,6,26,0.231,14,38,0.368,0.359,9,18,0.5,6,20,26,14,7,0,16,18,30,61,0.492,4,24,0.167,26,37,0.703,0.525,14,19,0.737,11,33,44,16,7,7,16,15,Alcorn State
1,2021-01-16,@,Navy,REG (Conf),L,86,87,33,60,0.55,14,28,0.5,19,32,0.594,0.667,6,9,0.667,7,24,31,18,6,8,20,29,26,65,0.4,6,20,0.3,20,45,0.444,0.446,29,40,0.725,19,16,35,9,7,2,13,13,American
2,2021-01-17,@,Navy,REG (Conf),L,59,71,23,51,0.451,5,21,0.238,18,30,0.6,0.5,8,14,0.571,7,23,30,14,10,5,21,19,25,55,0.455,7,15,0.467,18,40,0.45,0.518,14,17,0.824,7,21,28,14,13,2,14,16,American
3,2021-01-23,,Loyola (MD),REG (Conf),W,71,70,24,58,0.414,7,18,0.389,17,40,0.425,0.474,16,20,0.8,7,24,31,7,8,6,11,17,26,59,0.441,3,13,0.231,23,46,0.5,0.466,15,19,0.789,9,29,38,12,8,3,17,17,American
4,2021-01-24,@,Loyola (MD),REG (Conf),W,81,79,30,68,0.441,12,29,0.414,18,39,0.462,0.529,9,14,0.643,9,26,35,10,11,3,19,22,31,63,0.492,2,14,0.143,29,49,0.592,0.508,15,32,0.469,8,24,32,13,13,3,16,14,American
5,2021-02-20,,Navy,REG (Conf),L,60,72,22,54,0.407,3,15,0.2,19,39,0.487,0.435,13,19,0.684,5,23,28,9,6,8,13,21,25,65,0.385,6,22,0.273,19,43,0.442,0.431,16,21,0.762,16,29,45,9,7,4,10,19,American
6,2021-02-21,,Navy,REG (Conf),L,60,69,20,49,0.408,11,24,0.458,9,25,0.36,0.52,9,13,0.692,4,18,22,15,8,2,16,16,28,53,0.528,3,10,0.3,25,43,0.581,0.557,10,16,0.625,7,22,29,10,13,2,13,14,American
7,2021-02-24,@,Loyola (MD),REG (Conf),L,49,60,15,53,0.283,6,26,0.231,9,27,0.333,0.34,13,16,0.813,11,28,39,6,4,7,17,19,23,60,0.383,3,15,0.2,20,45,0.444,0.408,11,22,0.5,13,24,37,10,7,5,8,17,American
8,2021-02-27,@,Bucknell,REG (Conf),W,78,71,25,55,0.455,10,24,0.417,15,31,0.484,0.545,18,24,0.75,8,24,32,17,7,4,12,18,23,54,0.426,8,23,0.348,15,31,0.484,0.5,17,23,0.739,5,24,29,11,5,3,13,21,American
9,2021-02-28,,Bucknell,REG (Conf),W,81,68,31,56,0.554,11,27,0.407,20,29,0.69,0.652,8,11,0.727,4,25,29,20,7,3,10,16,26,55,0.473,5,23,0.217,21,32,0.656,0.518,11,19,0.579,5,20,25,7,5,1,9,13,American
10,2021-03-06,@,Army,CTOURN,L,66,89,25,53,0.472,11,26,0.423,14,27,0.519,0.575,5,9,0.556,4,15,19,12,6,1,15,16,35,55,0.636,7,17,0.412,28,38,0.737,0.7,12,15,0.8,4,25,29,22,7,0,10,12,American
1,2020-11-25,@,South Carolina State,REG (Non-Conf),W,81,61,32,62,0.516,7,27,0.259,25,35,0.714,0.573,10,13,0.769,13,41,54,15,6,3,23,13,24,80,0.3,7,32,0.219,17,48,0.354,0.344,6,11,0.545,12,18,30,12,13,0,9,14,Appalachian State
2,2020-11-27,,,REG (Non-Conf),W,105,23,39,78,0.5,7,30,0.233,32,48,0.667,0.545,20,22,0.909,21,37,58,19,13,7,10,10,9,50,0.18,4,18,0.222,5,32,0.156,0.22,1,3,0.333,2,16,18,6,4,3,21,14,Appalachian State
3,2020-11-30,,Bowling Green,REG (Non-Conf),L,76,78,24,62,0.387,13,29,0.448,11,33,0.333,0.492,15,17,0.882,7,23,30,16,9,4,17,11,31,61,0.508,7,21,0.333,24,40,0.6,0.566,9,11,0.818,6,25,31,13,8,4,18,17,Appalachian State
4,2020-12-06,,,REG (Non-Conf),W,81,57,25,55,0.455,9,24,0.375,16,31,0.516,0.536,22,28,0.786,8,25,33,15,10,4,9,15,21,51,0.412,2,11,0.182,19,40,0.475,0.431,13,19,0.684,4,24,28,10,3,4,16,24,Appalachian State
5,2020-12-11,@,Charlotte,REG (Non-Conf),W,61,57,20,49,0.408,5,21,0.238,15,28,0.536,0.459,16,21,0.762,6,21,27,12,4,10,10,11,19,49,0.388,8,23,0.348,11,26,0.423,0.469,11,14,0.786,3,25,28,12,4,3,10,17,Appalachian State
