G,Date,Location,Opp,Game Type,W/L,Tm Score,Opp Score,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,Opp FG,Opp FGA,Opp FG%,Opp 3P,Opp 3PA,Opp 3P%,Opp 2P,Opp 2PA,Opp 2P%,Opp eFG%,Opp FT,Opp FTA,Opp FT%,Opp ORB,Opp DRB,Opp TRB,Opp AST,Opp STL,Opp BLK,Opp TOV,Opp PF,Tm
7,2020-12-15,@,Louisiana,REG (Non-Conf),L,63,73,23,55,0.418,4,13,0.308,19,42,0.452,0.455,13,19,0.684,5,22,27,12,5,2,21,19,28,61,0.459,3,16,0.188,25,45,0.556,0.484,14,20,0.7,9,26,35,15,10,9,20,20,New Orleans
8,2020-12-21,@,Rice,REG (Non-Conf),L,62,73,23,65,0.354,11,32,0.344,12,33,0.364,0.438,5,7,0.714,11,21,32,17,6,4,11,18,22,57,0.386,10,29,0.345,12,28,0.429,0.474,19,22,0.864,12,28,40,12,6,4,11,7,New Orleans
9,2021-01-02,@,Stephen F. Austin,REG (Conf),L,67,78,22,45,0.489,1,8,0.125,21,37,0.568,0.5,22,30,0.733,6,16,22,10,11,1,21,25,26,46,0.565,2,7,0.286,24,39,0.615,0.587,24,33,0.727,9,19,28,12,7,2,20,26,New Orleans
10,2021-01-06,@,Central Arkansas,REG (Conf),L,79,83,26,68,0.382,8,24,0.333,18,44,0.409,0.441,19,24,0.792,10,19,29,13,10,0,8,20,31,54,0.574,4,12,0.333,27,42,0.643,0.611,17,22,0.773,6,24,30,13,5,5,13,17,New Orleans
11,2021-01-09,,Incarnate Word,REG (Conf),W,86,64,35,54,0.648,5,13,0.385,30,41,0.732,0.694,11,13,0.846,5,21,26,15,9,2,16,19,24,55,0.436,6,19,0.316,18,36,0.5,0.491,10,14,0.714,8,11,19,9,9,2,18,14,New Orleans
12,2021-01-16,,McNeese State,REG (Conf),W,99,84,41,83,0.494,11,30,0.367,30,53,0.566,0.56,6,9,0.667,14,23,37,28,7,4,8,21,30,56,0.536,8,22,0.364,22,34,0.647,0.607,16,23,0.696,4,27,31,19,1,6,15,15,New Orleans
13,2021-01-20,,Texas A&M–Corpus Christi,REG (Conf),W,87,68,34,66,0.515,5,15,0.333,29,51,0.569,0.553,14,19,0.737,5,30,35,19,13,5,11,18,26,62,0.419,7,18,0.389,19,44,0.432,0.476,9,17,0.529,10,25,35,16,5,5,19,17,New Orleans
14,2021-01-23,@,Nicholls State,REG (Conf),L,62,86,24,63,0.381,7,19,0.368,17,44,0.386,0.437,7,16,0.438,7,20,27,9,3,1,15,12,34,73,0.466,9,21,0.429,25,52,0.481,0.527,9,12,0.75,17,31,48,10,8,4,12,14,New Orleans
15,2021-01-27,@,Northwestern State,REG (Conf),L,73,81,29,61,0.475,5,15,0.333,24,46,0.522,0.516,10,15,0.667,9,19,28,15,10,4,19,22,33,64,0.516,3,13,0.231,30,51,0.588,0.539,12,19,0.632,12,23,35,12,3,4,19,17,New Orleans
16,2021-01-30,@,Southeastern Louisiana,REG (Conf),L,73,79,23,58,0.397,6,22,0.273,17,36,0.472,0.448,21,26,0.808,9,30,39,14,4,3,16,24,27,62,0.435,4,16,0.25,23,46,0.5,0.468,21,29,0.724,10,29,39,11,10,5,11,21,New Orleans
17,2021-02-15,,Stephen F. Austin,REG (Conf),L,79,89,26,52,0.5,7,16,0.438,19,36,0.528,0.567,20,27,0.741,6,14,20,16,6,4,13,18,36,62,0.581,3,8,0.375,33,54,0.611,0.605,14,27,0.519,12,16,28,18,8,6,14,22,New Orleans
18,2021-02-22,,Central Arkansas,REG (Conf),W,88,63,35,60,0.583,6,13,0.462,29,47,0.617,0.633,12,16,0.75,5,30,35,21,6,4,12,22,23,73,0.315,4,21,0.19,19,52,0.365,0.342,13,22,0.591,21,18,39,10,5,5,12,16,New Orleans
19,2021-02-24,@,Texas A&M–Corpus Christi,REG (Conf),W,69,61,25,56,0.446,6,14,0.429,19,42,0.452,0.5,13,16,0.813,7,32,39,17,12,2,23,20,19,60,0.317,8,27,0.296,11,33,0.333,0.383,15,24,0.625,11,24,35,13,14,7,18,17,New Orleans
20,2021-02-27,,Nicholls State,REG (Conf),L,101,105,36,66,0.545,8,21,0.381,28,45,0.622,0.606,21,30,0.7,7,27,34,15,4,4,20,24,39,76,0.513,11,25,0.44,28,51,0.549,0.586,16,25,0.64,12,26,38,23,11,2,14,27,New Orleans
21,2021-03-01,@,Incarnate Word,REG (Conf),W,88,72,31,60,0.517,5,15,0.333,26,45,0.578,0.558,21,26,0.808,11,25,36,17,6,4,9,25,22,55,0.4,5,23,0.217,17,32,0.531,0.445,23,30,0.767,7,20,27,7,6,2,11,20,New Orleans
22,2021-03-03,,Northwestern State,REG (Conf),W,92,83,37,66,0.561,4,11,0.364,33,55,0.6,0.591,14,18,0.778,11,21,32,26,9,6,15,19,31,60,0.517,4,13,0.308,27,47,0.574,0.55,17,23,0.739,9,16,25,17,13,6,16,17,New Orleans
23,2021-03-06,,Southeastern Louisiana,REG (Conf),W,81,76,31,63,0.492,5,22,0.227,26,41,0.634,0.532,14,18,0.778,10,28,38,15,10,3,21,22,25,62,0.403,11,27,0.407,14,35,0.4,0.492,15,19,0.789,7,22,29,13,11,0,19,20,New Orleans
24,2021-03-10,N,Southeastern Louisiana,CTOURN,W,80,63,27,45,0.6,6,15,0.4,21,30,0.7,0.667,20,26,0.769,4,22,26,10,10,1,19,22,21,56,0.375,3,24,0.125,18,32,0.563,0.402,18,22,0.818,8,16,24,8,9,0,15,18,New Orleans
25,2021-03-11,N,Northwestern State,CTOURN,L,79,82,23,48,0.479,5,11,0.455,18,37,0.486,0.531,28,36,0.778,5,24,29,16,11,4,16,21,27,61,0.443,8,16,0.5,19,45,0.422,0.508,20,31,0.645,12,22,34,18,12,2,16,21,New Orleans
1,2020-12-03,@,Syracuse,REG (Non-Conf),L,45,75,18,65,0.277,6,36,0.167,12,29,0.414,0.323,3,6,0.5,9,19,28,14,7,2,17,16,27,60,0.45,5,23,0.217,22,37,0.595,0.492,16,21,0.762,10,37,47,15,11,7,17,10,Niagara
2,2020-12-11,@,Saint Peter's,REG (Conf),L,54,70,20,57,0.351,4,12,0.333,16,45,0.356,0.386,10,16,0.625,8,24,32,10,8,3,16,13,26,57,0.456,8,18,0.444,18,39,0.462,0.526,10,16,0.625,8,31,39,17,8,6,15,19,Niagara
3,2020-12-12,@,Saint Peter's,REG (Conf),L,49,53,15,49,0.306,8,22,0.364,7,27,0.259,0.388,11,22,0.5,8,22,30,9,5,0,12,16,19,51,0.373,2,17,0.118,17,34,0.5,0.392,13,18,0.722,10,29,39,6,6,3,12,22,Niagara
4,2020-12-18,,Fairfield,REG (Conf),W,68,51,24,52,0.462,7,19,0.368,17,33,0.515,0.529,13,18,0.722,1,28,29,13,3,2,6,17,16,57,0.281,8,30,0.267,8,27,0.296,0.351,11,14,0.786,11,26,37,8,3,2,11,17,Niagara
5,2020-12-19,,Fairfield,REG (Conf),W,81,61,28,50,0.56,9,19,0.474,19,31,0.613,0.65,16,23,0.696,7,19,26,13,7,1,7,18,20,48,0.417,11,22,0.5,9,26,0.346,0.531,10,19,0.526,13,20,33,15,5,1,13,22,Niagara
6,2020-12-22,@,Albany (NY),REG (Non-Conf),W,70,65,25,50,0.5,6,17,0.353,19,33,0.576,0.56,14,14,1.0,4,20,24,12,4,4,10,15,24,50,0.48,9,20,0.45,15,30,0.5,0.57,8,14,0.571,4,19,23,16,5,0,11,15,Niagara
7,2021-01-01,@,Marist,REG (Conf),L,61,63,23,58,0.397,7,22,0.318,16,36,0.444,0.457,8,12,0.667,5,24,29,10,6,1,10,12,22,52,0.423,13,31,0.419,9,21,0.429,0.548,6,9,0.667,6,29,35,13,6,3,14,15,Niagara
8,2021-01-02,@,Marist,REG (Conf),W,86,72,24,60,0.4,14,31,0.452,10,29,0.345,0.517,24,25,0.96,7,23,30,10,5,0,3,15,27,51,0.529,11,26,0.423,16,25,0.64,0.637,7,13,0.538,4,24,28,16,1,6,10,19,Niagara
9,2021-01-08,,Rider,REG (Conf),L,70,76,25,58,0.431,9,27,0.333,16,31,0.516,0.509,11,13,0.846,9,18,27,13,4,1,7,11,29,53,0.547,8,17,0.471,21,36,0.583,0.623,10,12,0.833,6,23,29,15,1,0,8,14,Niagara
10,2021-01-09,,Rider,REG (Conf),W,66,55,23,55,0.418,4,18,0.222,19,37,0.514,0.455,16,25,0.64,6,25,31,12,5,1,3,18,19,54,0.352,4,20,0.2,15,34,0.441,0.389,13,18,0.722,8,26,34,11,2,1,8,22,Niagara
11,2021-01-15,@,Manhattan,REG (Conf),L,49,58,16,44,0.364,5,15,0.333,11,29,0.379,0.42,12,18,0.667,2,23,25,7,10,2,19,19,19,55,0.345,10,27,0.37,9,28,0.321,0.436,10,15,0.667,14,24,38,15,11,5,19,19,Niagara
12,2021-01-16,@,Manhattan,REG (Conf),L,55,58,18,52,0.346,2,13,0.154,16,39,0.41,0.365,17,23,0.739,7,15,22,8,5,2,8,16,20,48,0.417,6,22,0.273,14,26,0.538,0.479,12,13,0.923,11,23,34,14,5,2,14,22,Niagara
13,2021-01-22,@,Quinnipiac,REG (Conf),W,59,56,23,63,0.365,5,18,0.278,18,45,0.4,0.405,8,13,0.615,9,38,47,9,7,4,10,18,19,60,0.317,6,29,0.207,13,31,0.419,0.367,12,20,0.6,7,31,38,11,4,5,10,16,Niagara
14,2021-01-23,@,Quinnipiac,REG (Conf),L,69,78,27,60,0.45,4,20,0.2,23,40,0.575,0.483,11,15,0.733,6,18,24,8,3,1,6,20,23,49,0.469,7,21,0.333,16,28,0.571,0.541,25,30,0.833,8,25,33,17,3,3,12,14,Niagara
15,2021-01-29,,Monmouth,REG (Conf),L,67,77,23,55,0.418,6,22,0.273,17,33,0.515,0.473,15,19,0.789,7,21,28,16,5,2,9,20,25,50,0.5,9,19,0.474,16,31,0.516,0.59,18,22,0.818,3,25,28,23,5,1,8,20,Niagara
16,2021-01-30,,Monmouth,REG (Conf),W,83,74,28,54,0.519,7,19,0.368,21,35,0.6,0.583,20,34,0.588,6,25,31,17,5,2,8,21,24,60,0.4,10,29,0.345,14,31,0.452,0.483,16,19,0.842,7,22,29,14,3,2,15,29,Niagara
17,2021-02-20,,Siena,REG (Conf),W,64,62,21,53,0.396,6,16,0.375,15,37,0.405,0.453,16,21,0.762,8,20,28,16,6,2,12,16,24,53,0.453,1,14,0.071,23,39,0.59,0.462,13,15,0.867,8,26,34,17,7,5,14,20,Niagara
18,2021-02-21,,Siena,REG (Conf),L,66,68,26,55,0.473,9,19,0.474,17,36,0.472,0.555,5,9,0.556,7,15,22,16,6,3,7,14,27,54,0.5,7,18,0.389,20,36,0.556,0.565,7,13,0.538,12,22,34,14,1,7,15,13,Niagara
19,2021-03-11,N,Marist,CTOURN,W,67,62,22,56,0.393,3,15,0.2,19,41,0.463,0.42,20,28,0.714,9,26,35,11,7,5,9,22,20,60,0.333,8,24,0.333,12,36,0.333,0.4,14,21,0.667,13,24,37,7,3,6,12,21,Niagara
20,2021-03-12,N,Iona,CTOURN,L,64,70,19,53,0.358,7,29,0.241,12,24,0.5,0.425,19,26,0.731,9,16,25,12,9,1,10,23,23,45,0.511,7,15,0.467,16,30,0.533,0.589,17,25,0.68,8,28,36,12,3,0,15,20,Niagara
1,2020-11-25,N,UC Davis,REG (Non-Conf),W,101,93,32,65,0.492,9,23,0.391,23,42,0.548,0.562,28,34,0.824,10,21,31,18,11,0,11,30,29,49,0.592,7,22,0.318,22,27,0.815,0.663,28,39,0.718,6,22,28,17,2,2,20,23,Nicholls State
2,2020-11-27,N,Idaho State,REG (Non-Conf),W,70,51,26,56,0.464,7,14,0.5,19,42,0.452,0.527,11,18,0.611,6,21,27,11,13,2,16,27,14,40,0.35,5,19,0.263,9,21,0.429,0.413,18,27,0.667,5,23,28,10,1,4,28,20,Nicholls State
3,2020-11-28,@,Santa Clara,REG (Non-Conf),L,57,73,19,67,0.284,7,30,0.233,12,37,0.324,0.336,12,17,0.706,7,28,35,12,3,5,11,23,27,66,0.409,4,21,0.19,23,45,0.511,0.439,15,23,0.652,15,38,53,13,5,9,10,22,Nicholls State
4,2020-11-30,@,California,REG (Non-Conf),L,49,60,20,60,0.333,6,19,0.316,14,41,0.341,0.383,3,6,0.5,10,24,34,9,10,4,17,20,20,50,0.4,10,26,0.385,10,24,0.417,0.5,10,15,0.667,8,25,33,12,7,3,20,11,Nicholls State
5,2020-12-01,@,St. Mary's (CA),REG (Non-Conf),L,50,73,21,59,0.356,6,18,0.333,15,41,0.366,0.407,2,3,0.667,8,18,26,7,6,2,11,10,28,58,0.483,12,24,0.5,16,34,0.471,0.586,5,8,0.625,7,30,37,16,5,2,11,10,Nicholls State
6,2020-12-26,@,LSU,REG (Non-Conf),L,80,86,32,70,0.457,8,35,0.229,24,35,0.686,0.514,8,14,0.571,13,20,33,17,9,4,13,22,31,56,0.554,4,15,0.267,27,41,0.659,0.589,20,28,0.714,10,24,34,16,8,2,14,15,Nicholls State
7,2021-01-02,,Sam Houston State,REG (Conf),L,81,84,30,64,0.469,12,33,0.364,18,31,0.581,0.563,9,12,0.75,7,24,31,14,7,5,14,18,31,65,0.477,12,24,0.5,19,41,0.463,0.569,10,16,0.625,10,28,38,13,7,0,16,16,Nicholls State
8,2021-01-06,,Lamar,REG (Conf),W,76,69,32,65,0.492,6,22,0.273,26,43,0.605,0.538,6,14,0.429,11,33,44,9,4,6,7,15,27,71,0.38,5,18,0.278,22,53,0.415,0.415,10,12,0.833,10,23,33,8,4,1,4,13,Nicholls State
9,2021-01-09,,Southeastern Louisiana,REG (Conf),W,87,67,34,63,0.54,6,21,0.286,28,42,0.667,0.587,13,16,0.813,9,29,38,13,9,7,15,26,18,57,0.316,8,25,0.32,10,32,0.313,0.386,23,33,0.697,7,11,18,6,6,5,12,16,Nicholls State
10,2021-01-13,@,Northwestern State,REG (Conf),W,76,66,28,66,0.424,5,22,0.227,23,44,0.523,0.462,15,24,0.625,12,29,41,10,8,4,11,16,24,62,0.387,4,20,0.2,20,42,0.476,0.419,14,23,0.609,10,28,38,12,3,4,15,20,Nicholls State
11,2021-01-16,@,Central Arkansas,REG (Conf),W,74,72,28,64,0.438,10,33,0.303,18,31,0.581,0.516,8,12,0.667,8,23,31,18,7,3,9,17,25,60,0.417,5,18,0.278,20,42,0.476,0.458,17,19,0.895,9,26,35,12,2,1,13,13,Nicholls State
12,2021-01-20,@,Houston Baptist,REG (Conf),W,92,83,35,60,0.583,7,17,0.412,28,43,0.651,0.642,15,21,0.714,5,25,30,19,17,0,19,20,29,62,0.468,12,30,0.4,17,32,0.531,0.565,13,18,0.722,7,22,29,18,8,4,23,20,Nicholls State
13,2021-01-23,,New Orleans,REG (Conf),W,86,62,34,73,0.466,9,21,0.429,25,52,0.481,0.527,9,12,0.75,17,31,48,10,8,4,12,14,24,63,0.381,7,19,0.368,17,44,0.386,0.437,7,16,0.438,7,20,27,9,3,1,15,12,Nicholls State
14,2021-01-24,,,REG (Non-Conf),W,105,60,42,74,0.568,9,24,0.375,33,50,0.66,0.628,12,19,0.632,7,32,39,17,20,5,9,14,23,56,0.411,4,15,0.267,19,41,0.463,0.446,10,15,0.667,3,28,31,11,9,0,24,15,Nicholls State
15,2021-01-27,,McNeese State,REG (Conf),W,76,69,27,59,0.458,11,27,0.407,16,32,0.5,0.551,11,20,0.55,10,20,30,12,13,3,14,11,28,61,0.459,8,22,0.364,20,39,0.513,0.525,5,10,0.5,8,23,31,20,7,0,18,18,Nicholls State
16,2021-02-06,@,Sam Houston State,REG (Conf),L,71,78,24,62,0.387,7,24,0.292,17,38,0.447,0.444,16,23,0.696,11,28,39,18,11,1,24,22,28,68,0.412,8,28,0.286,20,40,0.5,0.471,14,22,0.636,14,25,39,17,13,3,18,19,Nicholls State
17,2021-02-10,@,Lamar,REG (Conf),W,76,71,30,65,0.462,7,22,0.318,23,43,0.535,0.515,9,15,0.6,11,28,39,14,3,3,11,20,22,60,0.367,4,16,0.25,18,44,0.409,0.4,23,31,0.742,11,25,36,10,6,5,9,16,Nicholls State
18,2021-02-13,@,Southeastern Louisiana,REG (Conf),W,86,84,31,59,0.525,8,21,0.381,23,38,0.605,0.593,16,25,0.64,4,23,27,13,6,2,13,22,25,57,0.439,9,25,0.36,16,32,0.5,0.518,25,33,0.758,9,24,33,11,5,2,16,22,Nicholls State
19,2021-02-20,,Central Arkansas,REG (Conf),W,79,68,31,69,0.449,9,31,0.29,22,38,0.579,0.514,8,14,0.571,13,26,39,9,9,1,10,11,24,59,0.407,11,24,0.458,13,35,0.371,0.5,9,11,0.818,6,27,33,8,7,2,16,18,Nicholls State
20,2021-02-24,,Houston Baptist,REG (Conf),W,83,68,24,57,0.421,14,33,0.424,10,24,0.417,0.544,21,24,0.875,6,25,31,15,10,4,14,15,26,61,0.426,4,22,0.182,22,39,0.564,0.459,12,15,0.8,6,22,28,12,5,4,15,20,Nicholls State
21,2021-02-27,@,New Orleans,REG (Conf),W,105,101,39,76,0.513,11,25,0.44,28,51,0.549,0.586,16,25,0.64,12,26,38,23,11,2,14,27,36,66,0.545,8,21,0.381,28,45,0.622,0.606,21,30,0.7,7,27,34,15,4,4,20,24,Nicholls State
22,2021-03-01,,Northwestern State,REG (Conf),W,87,71,36,69,0.522,5,20,0.25,31,49,0.633,0.558,10,15,0.667,7,34,41,14,9,5,11,13,29,72,0.403,8,21,0.381,21,51,0.412,0.458,5,12,0.417,9,26,35,10,6,0,13,11,Nicholls State
23,2021-03-04,@,McNeese State,REG (Conf),W,80,67,30,65,0.462,6,19,0.316,24,46,0.522,0.508,14,22,0.636,11,25,36,11,7,3,6,16,22,56,0.393,10,23,0.435,12,33,0.364,0.482,13,17,0.765,6,26,32,10,1,4,15,19,Nicholls State
24,2021-03-12,N,Northwestern State,CTOURN,W,88,76,30,60,0.5,5,24,0.208,25,36,0.694,0.542,23,30,0.767,8,30,38,15,7,2,11,21,25,64,0.391,6,18,0.333,19,46,0.413,0.438,20,28,0.714,8,26,34,12,8,2,9,20,Nicholls State
25,2021-03-13,N,Abilene Christian,CTOURN,L,45,79,19,64,0.297,4,27,0.148,15,37,0.405,0.328,3,11,0.273,12,20,32,8,10,6,15,12,29,64,0.453,11,22,0.5,18,42,0.429,0.539,10,11,0.909,13,38,51,19,12,3,16,15,Nicholls State
1,2020-12-19,@,Temple,REG (Non-Conf),L,60,72,23,67,0.343,5,18,0.278,18,49,0.367,0.381,9,12,0.75,7,20,27,10,5,0,10,22,22,55,0.4,6,20,0.3,16,35,0.457,0.455,22,30,0.733,14,30,44,16,5,5,15,19,NJIT
2,2020-12-23,@,Rider,REG (Non-Conf),W,81,66,25,50,0.5,10,20,0.5,15,30,0.5,0.6,21,30,0.7,6,23,29,10,9,2,10,18,26,71,0.366,6,16,0.375,20,55,0.364,0.408,8,10,0.8,19,22,41,13,3,2,15,28,NJIT
3,2020-12-27,@,Vermont,REG (Conf),L,78,92,22,61,0.361,6,25,0.24,16,36,0.444,0.41,28,36,0.778,11,23,34,10,8,2,10,20,33,59,0.559,12,23,0.522,21,36,0.583,0.661,14,19,0.737,5,29,34,21,2,4,14,24,NJIT
4,2020-12-28,@,Vermont,REG (Conf),W,81,80,34,66,0.515,6,18,0.333,28,48,0.583,0.561,7,10,0.7,5,27,32,9,7,2,12,19,31,66,0.47,5,21,0.238,26,45,0.578,0.508,13,17,0.765,8,25,33,19,5,3,10,15,NJIT
5,2021-01-02,@,UMass Lowell,REG (Conf),W,73,67,20,49,0.408,6,14,0.429,14,35,0.4,0.469,27,36,0.75,9,20,29,10,5,2,17,26,23,52,0.442,4,10,0.4,19,42,0.452,0.481,17,26,0.654,8,23,31,8,4,4,19,30,NJIT
6,2021-01-03,@,UMass Lowell,REG (Conf),L,60,74,18,55,0.327,3,15,0.2,15,40,0.375,0.355,21,30,0.7,8,19,27,6,6,4,6,18,30,62,0.484,5,16,0.313,25,46,0.543,0.524,9,19,0.474,11,31,42,15,0,3,11,24,NJIT
7,2021-01-09,,Maine,REG (Conf),W,63,54,23,52,0.442,8,20,0.4,15,32,0.469,0.519,9,17,0.529,7,22,29,12,6,1,9,13,21,54,0.389,10,27,0.37,11,27,0.407,0.481,2,7,0.286,5,24,29,12,5,5,10,18,NJIT
8,2021-01-10,,Maine,REG (Conf),L,41,45,14,56,0.25,1,17,0.059,13,39,0.333,0.259,12,20,0.6,14,27,41,7,5,1,10,16,16,48,0.333,5,22,0.227,11,26,0.423,0.385,8,15,0.533,5,30,35,8,6,7,13,17,NJIT
9,2021-01-16,@,Albany (NY),REG (Conf),L,75,83,30,59,0.508,9,22,0.409,21,37,0.568,0.585,6,9,0.667,3,23,26,15,9,0,17,20,30,57,0.526,8,23,0.348,22,34,0.647,0.596,15,21,0.714,4,24,28,12,10,1,15,13,NJIT
10,2021-01-17,@,Albany (NY),REG (Conf),L,71,83,27,64,0.422,7,17,0.412,20,47,0.426,0.477,10,13,0.769,12,16,28,7,9,1,14,16,34,57,0.596,4,14,0.286,30,43,0.698,0.632,11,14,0.786,7,22,29,15,6,5,14,19,NJIT
11,2021-01-23,,Stony Brook,REG (Conf),W,74,65,25,56,0.446,9,22,0.409,16,34,0.471,0.527,15,21,0.714,4,24,28,10,1,3,7,14,28,64,0.438,3,20,0.15,25,44,0.568,0.461,6,9,0.667,8,28,36,11,2,5,11,16,NJIT
12,2021-01-24,,Stony Brook,REG (Conf),L,44,56,15,55,0.273,8,26,0.308,7,29,0.241,0.345,6,11,0.545,6,20,26,11,4,4,10,20,19,60,0.317,1,19,0.053,18,41,0.439,0.325,17,26,0.654,16,34,50,6,4,3,13,13,NJIT
13,2021-01-31,,UMBC,REG (Conf),W,69,65,27,54,0.5,6,18,0.333,21,36,0.583,0.556,9,18,0.5,5,25,30,8,8,8,11,15,23,57,0.404,12,26,0.462,11,31,0.355,0.509,7,10,0.7,8,28,36,11,7,1,17,19,NJIT
14,2021-02-02,,UMBC,REG (Conf),L,71,75,26,66,0.394,6,27,0.222,20,39,0.513,0.439,13,20,0.65,13,18,31,10,7,1,4,20,25,46,0.543,3,11,0.273,22,35,0.629,0.576,22,25,0.88,4,30,34,5,1,0,13,20,NJIT
15,2021-02-13,@,Hartford,REG (Conf),W,67,57,25,49,0.51,7,17,0.412,18,32,0.563,0.582,10,15,0.667,3,24,27,13,9,2,15,13,22,58,0.379,8,34,0.235,14,24,0.583,0.448,5,8,0.625,12,22,34,15,5,2,17,14,NJIT
16,2021-02-14,@,Hartford,REG (Conf),L,61,75,21,55,0.382,8,25,0.32,13,30,0.433,0.455,11,19,0.579,6,19,25,12,9,2,10,17,28,48,0.583,9,19,0.474,19,29,0.655,0.677,10,14,0.714,3,29,32,13,5,2,14,17,NJIT
17,2021-02-20,,Binghamton,REG (Conf),L,63,76,22,61,0.361,7,30,0.233,15,31,0.484,0.418,12,16,0.75,11,18,29,5,8,1,9,14,29,51,0.569,11,24,0.458,18,27,0.667,0.676,7,11,0.636,4,24,28,13,5,6,14,20,NJIT
18,2021-02-21,,Binghamton,REG (Conf),L,58,72,20,58,0.345,3,21,0.143,17,37,0.459,0.371,15,21,0.714,11,17,28,8,7,1,11,15,27,51,0.529,7,22,0.318,20,29,0.69,0.598,11,12,0.917,6,29,35,13,6,3,16,18,NJIT
19,2021-02-27,N,Albany (NY),CTOURN,L,66,76,23,55,0.418,4,18,0.222,19,37,0.514,0.455,16,18,0.889,6,18,24,8,5,5,10,20,27,49,0.551,8,16,0.5,19,33,0.576,0.633,14,20,0.7,5,24,29,15,7,4,14,19,NJIT
1,2020-11-27,@,James Madison,REG (Non-Conf),W,83,73,24,49,0.49,10,22,0.455,14,27,0.519,0.592,25,31,0.806,4,28,32,14,8,5,9,21,21,58,0.362,9,28,0.321,12,30,0.4,0.44,22,26,0.846,10,21,31,12,2,1,12,22,Norfolk State
2,2020-11-28,N,Radford,REG (Non-Conf),W,57,54,19,53,0.358,9,18,0.5,10,35,0.286,0.443,10,13,0.769,6,24,30,12,4,4,13,19,16,49,0.327,7,25,0.28,9,24,0.375,0.398,15,25,0.6,6,29,35,7,8,2,15,19,Norfolk State
3,2020-12-02,,Old Dominion,REG (Non-Conf),L,66,80,23,55,0.418,8,19,0.421,15,36,0.417,0.491,12,19,0.632,2,23,25,11,6,4,12,23,25,60,0.417,7,22,0.318,18,38,0.474,0.475,23,27,0.852,9,28,37,14,6,5,9,18,Norfolk State
4,2020-12-07,,Hampton,REG (Non-Conf),W,76,64,29,52,0.558,5,12,0.417,24,40,0.6,0.606,13,24,0.542,8,29,37,12,6,4,14,15,22,64,0.344,8,33,0.242,14,31,0.452,0.406,12,17,0.706,10,17,27,12,5,6,10,15,Norfolk State
5,2020-12-13,@,UNC Greensboro,REG (Non-Conf),L,47,64,16,47,0.34,2,11,0.182,14,36,0.389,0.362,13,22,0.591,4,23,27,4,7,2,13,23,22,61,0.361,4,23,0.174,18,38,0.474,0.393,16,25,0.64,14,26,40,12,7,5,13,19,Norfolk State
6,2020-12-18,,UNC Wilmington,REG (Non-Conf),L,72,80,27,59,0.458,4,13,0.308,23,46,0.5,0.492,14,23,0.609,10,18,28,8,5,2,8,22,22,57,0.386,8,25,0.32,14,32,0.438,0.456,28,31,0.903,16,24,40,12,3,6,14,24,Norfolk State
7,2020-12-26,@,George Mason,REG (Non-Conf),W,68,65,22,49,0.449,7,17,0.412,15,32,0.469,0.52,17,25,0.68,4,22,26,6,10,1,18,18,25,62,0.403,6,31,0.194,19,31,0.613,0.452,9,17,0.529,14,23,37,16,10,2,17,20,Norfolk State
8,2021-01-09,,Morgan State,REG (Conf),L,74,78,22,63,0.349,10,29,0.345,12,34,0.353,0.429,20,27,0.741,11,25,36,11,4,7,11,17,27,71,0.38,8,26,0.308,19,45,0.422,0.437,16,18,0.889,14,26,40,19,5,5,11,24,Norfolk State
9,2021-01-10,,Morgan State,REG (Conf),W,89,85,28,60,0.467,9,20,0.45,19,40,0.475,0.542,24,34,0.706,11,25,36,17,3,4,12,16,31,63,0.492,13,29,0.448,18,34,0.529,0.595,10,18,0.556,7,23,30,19,4,1,14,27,Norfolk State
10,2021-01-13,,,REG (Non-Conf),W,80,58,27,54,0.5,7,21,0.333,20,33,0.606,0.565,19,25,0.76,10,19,29,16,7,5,16,18,21,49,0.429,5,18,0.278,16,31,0.516,0.48,11,19,0.579,5,17,22,13,9,1,22,21,Norfolk State
11,2021-01-16,@,Delaware State,REG (Conf),W,87,76,30,53,0.566,13,23,0.565,17,30,0.567,0.689,14,23,0.609,8,23,31,20,8,3,15,18,25,55,0.455,12,29,0.414,13,26,0.5,0.564,14,18,0.778,5,16,21,16,4,1,12,18,Norfolk State
12,2021-01-17,@,Delaware State,REG (Conf),W,83,79,26,70,0.371,5,21,0.238,21,49,0.429,0.407,26,38,0.684,13,29,42,12,4,3,9,26,22,62,0.355,12,34,0.353,10,28,0.357,0.452,23,34,0.676,9,26,35,12,3,7,13,30,Norfolk State
13,2021-01-23,@,Coppin State,REG (Conf),L,71,81,26,75,0.347,5,28,0.179,21,47,0.447,0.38,14,23,0.609,9,29,38,9,10,1,13,22,24,54,0.444,12,33,0.364,12,21,0.571,0.556,21,29,0.724,4,42,46,15,6,6,23,18,Norfolk State
14,2021-01-24,@,Coppin State,REG (Conf),L,77,81,29,73,0.397,8,25,0.32,21,48,0.438,0.452,11,16,0.688,10,22,32,13,9,2,6,17,28,53,0.528,12,29,0.414,16,24,0.667,0.642,13,19,0.684,3,33,36,17,4,3,12,17,Norfolk State
