Game Date,Location,Matchup,Home Team,Home Score,Away Team,Away Score,Home W,Home Pt Diff
2025-01-13,@ Howard,Coppin State vs. Howard,Howard,90,Coppin State,75,1,15
2025-01-25,@ Morgan State,Coppin State vs. Morgan State,Morgan State,80,Coppin State,64,1,16
2025-02-01,@ Coppin State,Delaware State vs. Coppin State,Coppin State,61,Delaware State,84,0,-23
2025-02-03,@ Maryland-Eastern Shore,Coppin State vs. Maryland-Eastern Shore,Maryland-Eastern Shore,57,Coppin State,62,0,-5
2025-02-15,@ North Carolina Central,Coppin State vs. North Carolina Central,North Carolina Central,71,Coppin State,59,1,12
2025-02-17,@ South Carolina State,Coppin State vs. South Carolina State,South Carolina State,87,Coppin State,57,1,30
2025-02-22,@ Coppin State,Norfolk State vs. Coppin State,Coppin State,63,Norfolk State,79,0,-16
2025-02-24,@ Coppin State,Howard vs. Coppin State,Coppin State,72,Howard,61,1,11
2025-03-01,@ Delaware State,Coppin State vs. Delaware State,Delaware State,83,Coppin State,79,1,4
2025-03-03,@ Coppin State,Maryland-Eastern Shore vs. Coppin State,Coppin State,59,Maryland-Eastern Shore,72,0,-13
2025-03-06,@ Coppin State,Morgan State vs. Coppin State,Coppin State,82,Morgan State,75,1,7
2025-03-12,Neutral,Coppin State vs. South Carolina State,South Carolina State,68,Coppin State,63,1,5
2024-11-08,@ Cornell,Samford vs. Cornell,Cornell,88,Samford,86,1,2
2024-11-12,@ La Salle,Cornell vs. La Salle,La Salle,93,Cornell,77,1,16
2024-11-16,@ Cornell,Lafayette vs. Cornell,Cornell,81,Lafayette,71,1,10
2024-11-21,@ Cornell,Robert Morris vs. Cornell,Cornell,76,Robert Morris,86,0,-10
2024-11-25,@ Iona,Cornell vs. Iona,Iona,68,Cornell,84,0,-16
2024-11-27,@ Syracuse,Cornell vs. Syracuse,Syracuse,82,Cornell,72,1,10
2024-12-22,@ Cornell,Illinois State vs. Cornell,Cornell,77,Illinois State,80,0,-3
2024-12-30,@ Cornell,Siena vs. Cornell,Cornell,77,Siena,83,0,-6
2025-01-18,@ Pennsylvania,Cornell vs. Pennsylvania,Pennsylvania,76,Cornell,86,0,-10
2025-01-25,@ Princeton,Cornell vs. Princeton,Princeton,76,Cornell,85,0,-9
2025-01-31,@ Cornell,Dartmouth vs. Cornell,Cornell,76,Dartmouth,64,1,12
2025-02-01,@ Cornell,Harvard vs. Cornell,Cornell,75,Harvard,60,1,15
2025-02-08,@ Cornell,Yale vs. Cornell,Cornell,88,Yale,103,0,-15
2025-02-14,@ Harvard,Cornell vs. Harvard,Harvard,75,Cornell,73,1,2
2025-02-15,@ Dartmouth,Cornell vs. Dartmouth,Dartmouth,88,Cornell,49,1,39
2025-02-21,@ Yale,Cornell vs. Yale,Yale,92,Cornell,88,1,4
2025-02-28,@ Cornell,Pennsylvania vs. Cornell,Cornell,90,Pennsylvania,62,1,28
2025-03-02,@ Cornell,Princeton vs. Cornell,Cornell,102,Princeton,70,1,32
2025-03-15,Neutral,Dartmouth vs. Cornell,Cornell,87,Dartmouth,71,1,16
2025-03-16,Neutral,Cornell vs. Yale,Yale,90,Cornell,84,1,6
2024-11-10,@ Creighton,FDU vs. Creighton,Creighton,96,FDU,70,1,26
2024-11-13,@ Creighton,Houston Christian vs. Creighton,Creighton,78,Houston Christian,43,1,35
2024-11-16,@ Creighton,Kansas City vs. Creighton,Creighton,79,Kansas City,56,1,23
2024-11-22,@ Creighton,Nebraska vs. Creighton,Creighton,63,Nebraska,74,0,-11
2024-11-26,Neutral,Creighton vs. San Diego State,San Diego State,71,Creighton,53,1,18
2024-11-27,Neutral,Creighton vs. Texas A&M,Texas A&M,77,Creighton,73,1,4
2024-11-30,Neutral,Notre Dame vs. Creighton,Creighton,80,Notre Dame,76,1,4
2024-12-04,@ Creighton,Kansas vs. Creighton,Creighton,76,Kansas,63,1,13
2024-12-18,@ Georgetown,Creighton vs. Georgetown,Georgetown,81,Creighton,57,1,24
2024-12-21,@ Creighton,Villanova vs. Creighton,Creighton,86,Villanova,79,1,7
2024-12-31,@ Creighton,St. John's (NY) vs. Creighton,Creighton,57,St. John's (NY),56,1,1
2025-01-03,@ Marquette,Creighton vs. Marquette,Marquette,79,Creighton,71,1,8
2025-01-14,@ Creighton,Providence vs. Creighton,Creighton,84,Providence,64,1,20
2025-01-18,@ Connecticut,Creighton vs. Connecticut,Connecticut,63,Creighton,68,0,-5
2025-01-21,@ DePaul,Creighton vs. DePaul,DePaul,49,Creighton,73,0,-24
2025-01-25,@ Creighton,Seton Hall vs. Creighton,Creighton,79,Seton Hall,54,1,25
2025-01-29,@ Creighton,Xavier vs. Creighton,Creighton,86,Xavier,77,1,9
2025-02-01,@ Villanova,Creighton vs. Villanova,Villanova,60,Creighton,62,0,-2
2025-02-05,@ Providence,Creighton vs. Providence,Providence,69,Creighton,80,0,-11
2025-02-08,@ Creighton,Marquette vs. Creighton,Creighton,77,Marquette,67,1,10
2025-02-11,@ Creighton,Connecticut vs. Creighton,Creighton,66,Connecticut,70,0,-4
2025-02-16,@ St. John's (NY),Creighton vs. St. John's (NY),St. John's (NY),79,Creighton,73,1,6
2025-02-23,@ Creighton,Georgetown vs. Creighton,Creighton,80,Georgetown,69,1,11
2025-02-26,@ Creighton,DePaul vs. Creighton,Creighton,75,DePaul,65,1,10
2025-03-01,@ Xavier,Creighton vs. Xavier,Xavier,83,Creighton,61,1,22
2025-03-04,@ Seton Hall,Creighton vs. Seton Hall,Seton Hall,61,Creighton,79,0,-18
2025-03-13,Neutral,DePaul vs. Creighton,Creighton,85,DePaul,81,1,4
2025-03-14,Neutral,Connecticut vs. Creighton,Creighton,71,Connecticut,62,1,9
2025-03-15,Neutral,Creighton vs. St. John's (NY),St. John's (NY),82,Creighton,66,1,16
2024-11-09,@ Dartmouth,Sacred Heart vs. Dartmouth,Dartmouth,81,Sacred Heart,76,1,5
2024-11-19,@ Marist,Dartmouth vs. Marist,Marist,75,Dartmouth,62,1,13
2024-12-03,@ New Hampshire,Dartmouth vs. New Hampshire,New Hampshire,65,Dartmouth,69,0,-4
2024-12-11,@ Notre Dame,Dartmouth vs. Notre Dame,Notre Dame,77,Dartmouth,65,1,12
2024-12-18,@ Dartmouth,Le Moyne vs. Dartmouth,Dartmouth,76,Le Moyne,80,0,-4
2024-12-21,@ Dartmouth,Vermont vs. Dartmouth,Dartmouth,84,Vermont,54,1,30
2025-01-11,@ Dartmouth,Pennsylvania vs. Dartmouth,Dartmouth,73,Pennsylvania,70,1,3
2025-01-18,@ Dartmouth,Princeton vs. Dartmouth,Dartmouth,80,Princeton,81,0,-1
2025-01-20,@ Yale,Dartmouth vs. Yale,Yale,83,Dartmouth,67,1,16
2025-02-08,@ Dartmouth,Harvard vs. Dartmouth,Dartmouth,76,Harvard,56,1,20
2025-02-21,@ Pennsylvania,Dartmouth vs. Pennsylvania,Pennsylvania,88,Dartmouth,75,1,13
2025-02-22,@ Princeton,Dartmouth vs. Princeton,Princeton,61,Dartmouth,76,0,-15
2025-02-28,@ Dartmouth,Yale vs. Dartmouth,Dartmouth,67,Yale,72,0,-5
2025-03-08,@ Harvard,Dartmouth vs. Harvard,Harvard,66,Dartmouth,58,1,8
2024-11-16,@ Davidson,East Tennessee State vs. Davidson,Davidson,76,East Tennessee State,70,1,6
2024-11-28,Neutral,Providence vs. Davidson,Davidson,69,Providence,58,1,11
2024-11-29,Neutral,Davidson vs. Gonzaga,Gonzaga,90,Davidson,65,1,25
2024-12-14,@ Davidson,Detroit Mercy vs. Davidson,Davidson,86,Detroit Mercy,51,1,35
2024-12-18,@ Temple,Davidson vs. Temple,Temple,62,Davidson,61,1,1
2024-12-28,@ Davidson,Eastern Michigan vs. Davidson,Davidson,86,Eastern Michigan,64,1,22
2024-12-31,@ George Mason,Davidson vs. George Mason,George Mason,69,Davidson,57,1,12
2025-01-04,@ Davidson,Duquesne vs. Davidson,Davidson,77,Duquesne,71,1,6
2025-01-11,@ Davidson,Fordham vs. Davidson,Davidson,74,Fordham,64,1,10
2025-01-15,@ La Salle,Davidson vs. La Salle,La Salle,79,Davidson,76,1,3
2025-01-18,@ Rhode Island,Davidson vs. Rhode Island,Rhode Island,92,Davidson,90,1,2
2025-01-21,@ Davidson,Saint Joseph's vs. Davidson,Davidson,61,Saint Joseph's,78,0,-17
2025-01-25,@ Richmond,Davidson vs. Richmond,Richmond,66,Davidson,72,0,-6
2025-02-01,@ Davidson,George Mason vs. Davidson,Davidson,60,George Mason,64,0,-4
2025-02-04,@ Dayton,Davidson vs. Dayton,Dayton,69,Davidson,63,1,6
2025-02-08,@ Davidson,Richmond vs. Davidson,Davidson,71,Richmond,60,1,11
2025-02-12,@ Massachusetts,Davidson vs. Massachusetts,Massachusetts,68,Davidson,77,0,-9
2025-02-15,@ Davidson,George Washington vs. Davidson,Davidson,67,George Washington,74,0,-7
2025-02-22,@ Fordham,Davidson vs. Fordham,Fordham,69,Davidson,80,0,-11
2025-02-25,@ Davidson,Saint Louis vs. Davidson,Davidson,56,Saint Louis,57,0,-1
2025-03-08,@ Davidson,St. Bonaventure vs. Davidson,Davidson,61,St. Bonaventure,64,0,-3
2025-03-12,Neutral,Richmond vs. Davidson,Davidson,69,Richmond,65,1,4
2025-03-13,Neutral,Davidson vs. Saint Louis,Saint Louis,83,Davidson,75,1,8
2024-11-04,@ Dayton,Saint Francis (PA) vs. Dayton,Dayton,87,Saint Francis (PA),57,1,30
2024-11-09,@ Dayton,Northwestern vs. Dayton,Dayton,71,Northwestern,66,1,5
2024-11-20,@ Dayton,New Mexico State vs. Dayton,Dayton,74,New Mexico State,53,1,21
2024-11-26,Neutral,Dayton vs. Iowa State,Iowa State,89,Dayton,84,1,5
2024-11-28,Neutral,Connecticut vs. Dayton,Dayton,85,Connecticut,67,1,18
2024-12-03,@ Dayton,Western Michigan vs. Dayton,Dayton,77,Western Michigan,69,1,8
2024-12-07,@ Dayton,Lehigh vs. Dayton,Dayton,86,Lehigh,62,1,24
2024-12-14,@ Dayton,Marquette vs. Dayton,Dayton,71,Marquette,63,1,8
2024-12-31,@ Dayton,La Salle vs. Dayton,Dayton,84,La Salle,70,1,14
2025-01-04,@ George Washington,Dayton vs. George Washington,George Washington,82,Dayton,62,1,20
2025-01-08,@ Massachusetts,Dayton vs. Massachusetts,Massachusetts,76,Dayton,72,1,4
2025-01-15,@ Dayton,George Mason vs. Dayton,Dayton,59,George Mason,67,0,-8
2025-01-21,@ Duquesne,Dayton vs. Duquesne,Duquesne,62,Dayton,82,0,-20
2025-01-24,@ Dayton,Saint Joseph's vs. Dayton,Dayton,77,Saint Joseph's,72,1,5
2025-01-28,@ St. Bonaventure,Dayton vs. St. Bonaventure,St. Bonaventure,75,Dayton,53,1,22
2025-01-31,@ Saint Louis,Dayton vs. Saint Louis,Saint Louis,63,Dayton,71,0,-8
2025-02-12,@ Fordham,Dayton vs. Fordham,Fordham,76,Dayton,93,0,-17
2025-02-15,@ Dayton,Duquesne vs. Dayton,Dayton,77,Duquesne,76,1,1
2025-02-26,@ Rhode Island,Dayton vs. Rhode Island,Rhode Island,77,Dayton,85,0,-8
2025-03-01,@ Dayton,Richmond vs. Dayton,Dayton,74,Richmond,64,1,10
2025-03-04,@ Dayton,Saint Louis vs. Dayton,Dayton,75,Saint Louis,67,1,8
2025-03-14,Neutral,Dayton vs. Saint Joseph's,Saint Joseph's,73,Dayton,68,1,5
2024-11-07,@ Delaware,Robert Morris vs. Delaware,Delaware,81,Robert Morris,77,1,4
2024-11-12,@ Iona,Delaware vs. Iona,Iona,58,Delaware,64,0,-6
2024-11-23,Neutral,Delaware vs. Vermont,Vermont,75,Delaware,71,1,4
2024-11-24,Neutral,Yale vs. Delaware,Delaware,100,Yale,94,1,6
2024-11-30,@ Rider,Delaware vs. Rider,Rider,66,Delaware,72,0,-6
2024-12-03,@ Delaware,Delaware State vs. Delaware,Delaware,93,Delaware State,80,1,13
2024-12-06,@ Duquesne,Delaware vs. Duquesne,Duquesne,80,Delaware,66,1,14
2024-12-20,@ Saint Peter's,Delaware vs. Saint Peter's,Saint Peter's,72,Delaware,64,1,8
2024-12-28,@ St. John's (NY),Delaware vs. St. John's (NY),St. John's (NY),97,Delaware,76,1,21
2025-01-02,@ Northeastern,Delaware vs. Northeastern,Northeastern,80,Delaware,77,1,3
2025-01-04,@ Delaware,Monmouth vs. Delaware,Delaware,84,Monmouth,64,1,20
2025-01-09,@ North Carolina A&T,Delaware vs. North Carolina A&T,North Carolina A&T,88,Delaware,98,0,-10
2025-01-11,@ Hampton,Delaware vs. Hampton,Hampton,83,Delaware,77,1,6
2025-01-16,@ Delaware,Stony Brook vs. Delaware,Delaware,84,Stony Brook,74,1,10
2025-01-18,@ Delaware,Elon vs. Delaware,Delaware,79,Elon,77,1,2
2025-01-23,@ Hofstra,Delaware vs. Hofstra,Hofstra,93,Delaware,68,1,25
2025-01-25,@ Drexel,Delaware vs. Drexel,Drexel,67,Delaware,54,1,13
2025-01-30,@ Delaware,Towson vs. Delaware,Delaware,66,Towson,76,0,-10
2025-02-01,@ Monmouth,Delaware vs. Monmouth,Monmouth,92,Delaware,83,1,9
2025-02-06,@ Delaware,UNC Wilmington vs. Delaware,Delaware,67,UNC Wilmington,77,0,-10
2025-02-08,@ Delaware,William & Mary vs. Delaware,Delaware,74,William & Mary,64,1,10
2025-02-13,@ Towson,Delaware vs. Towson,Towson,75,Delaware,70,1,5
2025-02-20,@ Delaware,Drexel vs. Delaware,Delaware,74,Drexel,78,0,-4
2025-02-22,@ Delaware,Hofstra vs. Delaware,Delaware,65,Hofstra,78,0,-13
2025-03-01,@ UNC Wilmington,Delaware vs. UNC Wilmington,UNC Wilmington,88,Delaware,58,1,30
2025-03-07,Neutral,Stony Brook vs. Delaware,Delaware,80,Stony Brook,76,1,4
2025-03-09,Neutral,William & Mary vs. Delaware,Delaware,100,William & Mary,78,1,22
2025-03-10,Neutral,Towson vs. Delaware,Delaware,82,Towson,72,1,10
2025-03-11,Neutral,Delaware vs. UNC Wilmington,UNC Wilmington,76,Delaware,72,1,4
2024-11-04,@ Virginia Tech,Delaware State vs. Virginia Tech,Virginia Tech,83,Delaware State,60,1,23
2024-11-19,@ Providence,Delaware State vs. Providence,Providence,78,Delaware State,48,1,30
2024-11-23,@ Mount St. Mary's,Delaware State vs. Mount St. Mary's,Mount St. Mary's,76,Delaware State,66,1,10
2024-11-29,@ Texas,Delaware State vs. Texas,Texas,90,Delaware State,68,1,22
2024-12-07,@ Delaware State,Loyola (MD) vs. Delaware State,Delaware State,80,Loyola (MD),77,1,3
2024-12-11,@ Delaware State,NJIT vs. Delaware State,Delaware State,71,NJIT,59,1,12
2024-12-28,@ Saint Joseph's,Delaware State vs. Saint Joseph's,Saint Joseph's,76,Delaware State,58,1,18
2025-01-04,@ Howard,Delaware State vs. Howard,Howard,100,Delaware State,94,1,6
2025-01-06,@ Delaware State,Norfolk State vs. Delaware State,Delaware State,64,Norfolk State,73,0,-9
2025-01-11,@ South Carolina State,Delaware State vs. South Carolina State,South Carolina State,75,Delaware State,76,0,-1
2025-01-13,@ North Carolina Central,Delaware State vs. North Carolina Central,North Carolina Central,75,Delaware State,72,1,3
2025-01-25,@ Maryland-Eastern Shore,Delaware State vs. Maryland-Eastern Shore,Maryland-Eastern Shore,66,Delaware State,73,0,-7
2025-02-03,@ Delaware State,Morgan State vs. Delaware State,Delaware State,84,Morgan State,82,1,2
2025-02-15,@ Delaware State,Howard vs. Delaware State,Delaware State,90,Howard,69,1,21
2025-02-17,@ Norfolk State,Delaware State vs. Norfolk State,Norfolk State,96,Delaware State,84,1,12
2025-02-22,@ Delaware State,South Carolina State vs. Delaware State,Delaware State,88,South Carolina State,94,0,-6
2025-02-24,@ Delaware State,North Carolina Central vs. Delaware State,Delaware State,86,North Carolina Central,84,1,2
2025-03-03,@ Morgan State,Delaware State vs. Morgan State,Morgan State,87,Delaware State,81,1,6
2025-03-06,@ Delaware State,Maryland-Eastern Shore vs. Delaware State,Delaware State,75,Maryland-Eastern Shore,68,1,7
2025-03-13,Neutral,Delaware State vs. North Carolina Central,North Carolina Central,79,Delaware State,77,1,2
2024-11-04,@ Stanford,Denver vs. Stanford,Stanford,85,Denver,62,1,23
2024-11-17,@ Denver,Montana State vs. Denver,Denver,79,Montana State,78,1,1
2024-11-24,@ Montana,Denver vs. Montana,Montana,83,Denver,73,1,10
2024-11-26,Neutral,Denver vs. Utah Tech,Utah Tech,68,Denver,54,1,14
2024-12-01,@ Portland,Denver vs. Portland,Portland,101,Denver,90,1,11
2024-12-04,@ Denver,Sacramento State vs. Denver,Denver,80,Sacramento State,59,1,21
2024-12-07,@ Portland State,Denver vs. Portland State,Portland State,67,Denver,68,0,-1
2024-12-21,@ Denver,Northern Colorado vs. Denver,Denver,75,Northern Colorado,82,0,-7
2025-01-02,@ South Dakota State,Denver vs. South Dakota State,South Dakota State,91,Denver,70,1,21
2025-01-04,@ South Dakota,Denver vs. South Dakota,South Dakota,91,Denver,84,1,7
2025-01-09,@ Denver,North Dakota vs. Denver,Denver,70,North Dakota,95,0,-25
2025-01-11,@ Denver,North Dakota State vs. Denver,Denver,50,North Dakota State,69,0,-19
2025-01-15,@ Denver,Omaha vs. Denver,Denver,62,Omaha,80,0,-18
2025-01-18,@ St. Thomas,Denver vs. St. Thomas,St. Thomas,74,Denver,62,1,12
2025-01-23,@ Oral Roberts,Denver vs. Oral Roberts,Oral Roberts,68,Denver,70,0,-2
2025-01-30,@ Denver,Kansas City vs. Denver,Denver,69,Kansas City,68,1,1
2025-02-01,@ Omaha,Denver vs. Omaha,Omaha,78,Denver,69,1,9
2025-02-06,@ Denver,South Dakota vs. Denver,Denver,79,South Dakota,86,0,-7
2025-02-08,@ Denver,St. Thomas vs. Denver,Denver,76,St. Thomas,79,0,-3
2025-02-13,@ North Dakota,Denver vs. North Dakota,North Dakota,64,Denver,68,0,-4
2025-02-15,@ North Dakota State,Denver vs. North Dakota State,North Dakota State,89,Denver,84,1,5
2025-02-19,@ Denver,Oral Roberts vs. Denver,Denver,71,Oral Roberts,60,1,11
2025-02-27,@ Kansas City,Denver vs. Kansas City,Kansas City,64,Denver,56,1,8
2025-03-01,@ Denver,South Dakota State vs. Denver,Denver,78,South Dakota State,62,1,16
2025-03-06,Neutral,Denver vs. St. Thomas,St. Thomas,80,Denver,62,1,18
2024-11-04,@ DePaul,Southern Indiana vs. DePaul,DePaul,80,Southern Indiana,78,1,2
2024-11-11,@ DePaul,Mercer vs. DePaul,DePaul,95,Mercer,64,1,31
2024-11-15,@ DePaul,Duquesne vs. DePaul,DePaul,84,Duquesne,58,1,26
2024-11-19,@ DePaul,Eastern Illinois vs. DePaul,DePaul,78,Eastern Illinois,69,1,9
2024-11-23,@ DePaul,Northern Illinois vs. DePaul,DePaul,98,Northern Illinois,52,1,46
2024-11-29,@ DePaul,Valparaiso vs. DePaul,DePaul,89,Valparaiso,70,1,19
2024-12-04,@ Texas Tech,DePaul vs. Texas Tech,Texas Tech,76,DePaul,62,1,14
2024-12-10,@ DePaul,Providence vs. DePaul,DePaul,63,Providence,70,0,-7
2024-12-14,@ DePaul,Wichita State vs. DePaul,DePaul,91,Wichita State,72,1,19
2024-12-17,@ St. John's (NY),DePaul vs. St. John's (NY),St. John's (NY),89,DePaul,61,1,28
2024-12-21,@ Northwestern,DePaul vs. Northwestern,Northwestern,84,DePaul,64,1,20
2024-12-28,@ DePaul,Loyola (MD) vs. DePaul,DePaul,84,Loyola (MD),65,1,19
2025-01-01,@ DePaul,Connecticut vs. DePaul,DePaul,68,Connecticut,81,0,-13
2025-01-04,@ Villanova,DePaul vs. Villanova,Villanova,100,DePaul,56,1,44
2025-01-08,@ Seton Hall,DePaul vs. Seton Hall,Seton Hall,85,DePaul,80,1,5
2025-01-11,@ DePaul,Xavier vs. DePaul,DePaul,63,Xavier,77,0,-14
2025-01-14,@ DePaul,Marquette vs. DePaul,DePaul,83,Marquette,85,0,-2
2025-01-17,@ Georgetown,DePaul vs. Georgetown,Georgetown,68,DePaul,73,0,-5
2025-01-29,@ Connecticut,DePaul vs. Connecticut,Connecticut,72,DePaul,61,1,11
2025-02-02,@ DePaul,Seton Hall vs. DePaul,DePaul,74,Seton Hall,57,1,17
2025-02-05,@ DePaul,Villanova vs. DePaul,DePaul,49,Villanova,59,0,-10
2025-02-11,@ Marquette,DePaul vs. Marquette,Marquette,68,DePaul,58,1,10
2025-02-15,@ Xavier,DePaul vs. Xavier,Xavier,85,DePaul,68,1,17
2025-02-19,@ DePaul,St. John's (NY) vs. DePaul,DePaul,58,St. John's (NY),82,0,-24
2025-03-05,@ Providence,DePaul vs. Providence,Providence,77,DePaul,80,0,-3
2025-03-08,@ DePaul,Georgetown vs. DePaul,DePaul,83,Georgetown,77,1,6
2025-03-12,Neutral,Georgetown vs. DePaul,DePaul,71,Georgetown,67,1,4
2024-11-10,@ Detroit Mercy,Niagara vs. Detroit Mercy,Detroit Mercy,84,Niagara,78,1,6
2024-11-16,@ Detroit Mercy,Toledo vs. Detroit Mercy,Detroit Mercy,67,Toledo,82,0,-15
2024-11-23,@ Wake Forest,Detroit Mercy vs. Wake Forest,Wake Forest,67,Detroit Mercy,57,1,10
2024-11-26,Neutral,Detroit Mercy vs. Tulsa,Tulsa,63,Detroit Mercy,44,1,19
2024-11-27,Neutral,Detroit Mercy vs. Rhode Island,Rhode Island,81,Detroit Mercy,75,1,6
2024-11-30,@ Eastern Michigan,Detroit Mercy vs. Eastern Michigan,Eastern Michigan,89,Detroit Mercy,98,0,-9
2024-12-05,@ Detroit Mercy,Purdue Fort Wayne vs. Detroit Mercy,Detroit Mercy,79,Purdue Fort Wayne,78,1,1
2024-12-07,@ Detroit Mercy,Wright State vs. Detroit Mercy,Detroit Mercy,72,Wright State,80,0,-8
2024-12-18,@ Northern Kentucky,Detroit Mercy vs. Northern Kentucky,Northern Kentucky,73,Detroit Mercy,60,1,13
2024-12-22,@ Wisconsin,Detroit Mercy vs. Wisconsin,Wisconsin,76,Detroit Mercy,53,1,23
2024-12-29,@ Youngstown State,Detroit Mercy vs. Youngstown State,Youngstown State,73,Detroit Mercy,64,1,9
2025-01-02,@ Detroit Mercy,Robert Morris vs. Detroit Mercy,Detroit Mercy,78,Robert Morris,76,1,2
2025-01-04,@ Detroit Mercy,Milwaukee vs. Detroit Mercy,Detroit Mercy,56,Milwaukee,64,0,-8
2025-01-09,@ IU Indy,Detroit Mercy vs. IU Indy,IU Indy,95,Detroit Mercy,61,1,34
2025-01-11,@ Purdue Fort Wayne,Detroit Mercy vs. Purdue Fort Wayne,Purdue Fort Wayne,90,Detroit Mercy,67,1,23
2025-01-18,@ Detroit Mercy,Oakland vs. Detroit Mercy,Detroit Mercy,59,Oakland,65,0,-6
2025-01-25,@ Wright State,Detroit Mercy vs. Wright State,Wright State,67,Detroit Mercy,50,1,17
2025-01-30,@ Detroit Mercy,Northern Kentucky vs. Detroit Mercy,Detroit Mercy,68,Northern Kentucky,57,1,11
2025-02-01,@ Detroit Mercy,Green Bay vs. Detroit Mercy,Detroit Mercy,67,Green Bay,57,1,10
2025-02-05,@ Robert Morris,Detroit Mercy vs. Robert Morris,Robert Morris,71,Detroit Mercy,56,1,15
2025-02-08,@ Detroit Mercy,Youngstown State vs. Detroit Mercy,Detroit Mercy,72,Youngstown State,87,0,-15
2025-02-16,@ Oakland,Detroit Mercy vs. Oakland,Oakland,93,Detroit Mercy,83,1,10
2025-02-19,@ Detroit Mercy,IU Indy vs. Detroit Mercy,Detroit Mercy,71,IU Indy,80,0,-9
2025-02-27,@ Green Bay,Detroit Mercy vs. Green Bay,Green Bay,76,Detroit Mercy,71,1,5
2025-03-01,@ Milwaukee,Detroit Mercy vs. Milwaukee,Milwaukee,89,Detroit Mercy,67,1,22
2025-03-04,@ Northern Kentucky,Detroit Mercy vs. Northern Kentucky,Northern Kentucky,99,Detroit Mercy,75,1,24
2024-11-10,@ Drake,Stephen F. Austin vs. Drake,Drake,66,Stephen F. Austin,51,1,15
2024-11-16,@ Drake,Florida Gulf Coast vs. Drake,Drake,63,Florida Gulf Coast,61,1,2
2024-11-21,Neutral,Miami (FL) vs. Drake,Drake,80,Miami (FL),69,1,11
2024-11-22,Neutral,Florida Atlantic vs. Drake,Drake,75,Florida Atlantic,63,1,12
2024-11-24,Neutral,Vanderbilt vs. Drake,Drake,81,Vanderbilt,70,1,11
