Game Date,Location,Matchup,Home Team,Home Score,Away Team,Away Score,Home W,Home Pt Diff
2024-11-08,@ George Washington,Hampton vs. George Washington,George Washington,82,Hampton,54,1,28
2024-11-12,@ George Washington,North Carolina A&T vs. George Washington,George Washington,85,North Carolina A&T,80,1,5
2024-11-18,@ George Washington,NJIT vs. George Washington,George Washington,84,NJIT,64,1,20
2024-11-22,Neutral,George Washington vs. Kansas State,Kansas State,83,George Washington,71,1,12
2024-11-23,Neutral,Louisiana vs. George Washington,George Washington,83,Louisiana,74,1,9
2024-11-25,Neutral,Illinois State vs. George Washington,George Washington,72,Illinois State,64,1,8
2024-12-07,@ Old Dominion,George Washington vs. Old Dominion,Old Dominion,70,George Washington,78,0,-8
2024-12-18,@ George Washington,Lafayette vs. George Washington,George Washington,82,Lafayette,62,1,20
2024-12-31,@ Richmond,George Washington vs. Richmond,Richmond,66,George Washington,61,1,5
2025-01-08,@ Rhode Island,George Washington vs. Rhode Island,Rhode Island,67,George Washington,75,0,-8
2025-01-22,@ Massachusetts,George Washington vs. Massachusetts,Massachusetts,74,George Washington,61,1,13
2025-01-25,@ George Washington,Saint Louis vs. George Washington,George Washington,67,Saint Louis,61,1,6
2025-01-29,@ George Washington,Richmond vs. George Washington,George Washington,75,Richmond,66,1,9
2025-02-01,@ La Salle,George Washington vs. La Salle,La Salle,73,George Washington,67,1,6
2025-02-09,@ St. Bonaventure,George Washington vs. St. Bonaventure,St. Bonaventure,52,George Washington,62,0,-10
2025-02-19,@ George Washington,Saint Joseph's vs. George Washington,George Washington,68,Saint Joseph's,79,0,-11
2025-02-22,@ George Washington,Massachusetts vs. George Washington,George Washington,74,Massachusetts,52,1,22
2025-03-01,@ George Washington,La Salle vs. George Washington,George Washington,71,La Salle,60,1,11
2024-11-06,@ Georgetown,Lehigh vs. Georgetown,Georgetown,85,Lehigh,77,1,8
2024-11-16,@ Georgetown,Notre Dame vs. Georgetown,Georgetown,63,Notre Dame,84,0,-21
2024-11-20,@ Georgetown,Mount St. Mary's vs. Georgetown,Georgetown,79,Mount St. Mary's,51,1,28
2024-11-23,@ Georgetown,Saint Francis (PA) vs. Georgetown,Georgetown,82,Saint Francis (PA),65,1,17
2024-11-26,@ Georgetown,Wagner vs. Georgetown,Georgetown,66,Wagner,41,1,25
2024-12-06,@ West Virginia,Georgetown vs. West Virginia,West Virginia,73,Georgetown,60,1,13
2024-12-14,@ Syracuse,Georgetown vs. Syracuse,Syracuse,71,Georgetown,75,0,-4
2024-12-22,@ Seton Hall,Georgetown vs. Seton Hall,Seton Hall,60,Georgetown,61,0,-1
2025-01-03,@ Georgetown,Xavier vs. Georgetown,Georgetown,69,Xavier,63,1,6
2025-01-07,@ Marquette,Georgetown vs. Marquette,Marquette,74,Georgetown,66,1,8
2025-01-11,@ Georgetown,Connecticut vs. Georgetown,Georgetown,60,Connecticut,68,0,-8
2025-01-14,@ St. John's (NY),Georgetown vs. St. John's (NY),St. John's (NY),63,Georgetown,58,1,5
2025-01-20,@ Villanova,Georgetown vs. Villanova,Villanova,63,Georgetown,64,0,-1
2025-01-25,@ Providence,Georgetown vs. Providence,Providence,78,Georgetown,68,1,10
2025-01-28,@ Georgetown,St. John's (NY) vs. Georgetown,Georgetown,41,St. John's (NY),66,0,-25
2025-02-04,@ Xavier,Georgetown vs. Xavier,Xavier,74,Georgetown,69,1,5
2025-02-08,@ Georgetown,Seton Hall vs. Georgetown,Georgetown,60,Seton Hall,46,1,14
2025-02-19,@ Georgetown,Providence vs. Georgetown,Georgetown,93,Providence,72,1,21
2025-02-26,@ Connecticut,Georgetown vs. Connecticut,Connecticut,93,Georgetown,79,1,14
2025-03-01,@ Georgetown,Marquette vs. Georgetown,Georgetown,61,Marquette,76,0,-15
2025-03-04,@ Georgetown,Villanova vs. Georgetown,Georgetown,75,Villanova,73,1,2
2024-11-04,@ Georgia,Tennessee Tech vs. Georgia,Georgia,83,Tennessee Tech,78,1,5
2024-11-10,@ Georgia,Texas Southern vs. Georgia,Georgia,92,Texas Southern,64,1,28
2024-11-12,@ Georgia,North Florida vs. Georgia,Georgia,90,North Florida,77,1,13
2024-11-15,@ Georgia Tech,Georgia vs. Georgia Tech,Georgia Tech,69,Georgia,77,0,-8
2024-11-23,Neutral,Georgia vs. Marquette,Marquette,80,Georgia,69,1,11
2024-11-24,Neutral,St. John's (NY) vs. Georgia,Georgia,66,St. John's (NY),63,1,3
2024-11-30,@ Georgia,Jacksonville vs. Georgia,Georgia,102,Jacksonville,56,1,46
2024-12-03,@ Georgia,Notre Dame vs. Georgia,Georgia,69,Notre Dame,48,1,21
2024-12-14,Neutral,Grand Canyon vs. Georgia,Georgia,73,Grand Canyon,68,1,5
2024-12-29,@ Georgia,South Carolina State vs. Georgia,Georgia,79,South Carolina State,72,1,7
2025-01-04,@ Ole Miss,Georgia vs. Ole Miss,Ole Miss,63,Georgia,51,1,12
2025-01-07,@ Georgia,Kentucky vs. Georgia,Georgia,82,Kentucky,69,1,13
2025-01-11,@ Georgia,Oklahoma vs. Georgia,Georgia,72,Oklahoma,62,1,10
2025-01-15,@ Tennessee,Georgia vs. Tennessee,Tennessee,74,Georgia,56,1,18
2025-01-28,@ Georgia,South Carolina vs. Georgia,Georgia,71,South Carolina,60,1,11
2025-02-05,@ Georgia,LSU vs. Georgia,Georgia,81,LSU,62,1,19
2025-02-08,@ Georgia,Mississippi State vs. Georgia,Georgia,75,Mississippi State,76,0,-1
2025-02-11,@ Texas A&M,Georgia vs. Texas A&M,Texas A&M,69,Georgia,53,1,16
2025-02-15,@ Georgia,Missouri vs. Georgia,Georgia,74,Missouri,87,0,-13
2025-03-01,@ Texas,Georgia vs. Texas,Texas,67,Georgia,83,0,-16
2025-03-04,@ South Carolina,Georgia vs. South Carolina,South Carolina,64,Georgia,73,0,-9
2025-03-08,@ Georgia,Vanderbilt vs. Georgia,Georgia,79,Vanderbilt,68,1,11
2025-03-12,Neutral,Georgia vs. Oklahoma,Oklahoma,81,Georgia,75,1,6
2024-11-04,@ Georgia Southern,Northern Illinois vs. Georgia Southern,Georgia Southern,80,Northern Illinois,65,1,15
2024-11-08,@ UNC Wilmington,Georgia Southern vs. UNC Wilmington,UNC Wilmington,92,Georgia Southern,84,1,8
2024-11-15,Neutral,North Carolina Central vs. Georgia Southern,Georgia Southern,80,North Carolina Central,75,1,5
2024-11-16,@ Winthrop,Georgia Southern vs. Winthrop,Winthrop,87,Georgia Southern,89,0,-2
2024-11-17,Neutral,Georgia Southern vs. William & Mary,William & Mary,102,Georgia Southern,87,1,15
2024-11-23,@ Georgia Southern,West Georgia vs. Georgia Southern,Georgia Southern,64,West Georgia,54,1,10
2024-12-07,@ Georgia Southern,North Florida vs. Georgia Southern,Georgia Southern,93,North Florida,91,1,2
2024-12-13,@ Louisiana Tech,Georgia Southern vs. Louisiana Tech,Louisiana Tech,77,Georgia Southern,63,1,14
2024-12-21,@ Texas State,Georgia Southern vs. Texas State,Texas State,83,Georgia Southern,61,1,22
2025-01-04,@ Georgia Southern,South Alabama vs. Georgia Southern,Georgia Southern,47,South Alabama,76,0,-29
2025-01-08,@ Georgia State,Georgia Southern vs. Georgia State,Georgia State,82,Georgia Southern,78,1,4
2025-01-11,@ Marshall,Georgia Southern vs. Marshall,Marshall,81,Georgia Southern,69,1,12
2025-01-18,@ Old Dominion,Georgia Southern vs. Old Dominion,Old Dominion,63,Georgia Southern,67,0,-4
2025-01-25,@ Georgia Southern,Marshall vs. Georgia Southern,Georgia Southern,67,Marshall,71,0,-4
2025-01-30,@ Troy,Georgia Southern vs. Troy,Troy,81,Georgia Southern,74,1,7
2025-02-01,@ Southern Mississippi,Georgia Southern vs. Southern Mississippi,Southern Mississippi,72,Georgia Southern,68,1,4
2025-02-05,@ Georgia Southern,Louisiana vs. Georgia Southern,Georgia Southern,83,Louisiana,82,1,1
2025-02-08,@ Western Michigan,Georgia Southern vs. Western Michigan,Western Michigan,57,Georgia Southern,83,0,-26
2025-02-13,@ Georgia Southern,James Madison vs. Georgia Southern,Georgia Southern,72,James Madison,77,0,-5
2025-02-15,@ Georgia Southern,Old Dominion vs. Georgia Southern,Georgia Southern,78,Old Dominion,75,1,3
2025-02-22,@ James Madison,Georgia Southern vs. James Madison,James Madison,78,Georgia Southern,73,1,5
2025-02-28,@ Georgia Southern,Georgia State vs. Georgia Southern,Georgia Southern,76,Georgia State,75,1,1
2025-03-05,Neutral,Southern Mississippi vs. Georgia Southern,Georgia Southern,78,Southern Mississippi,64,1,14
2025-03-06,Neutral,Georgia Southern vs. Georgia State,Georgia State,80,Georgia Southern,71,1,9
2024-11-08,@ Mississippi State,Georgia State vs. Mississippi State,Mississippi State,101,Georgia State,66,1,35
2024-11-13,@ Jacksonville State,Georgia State vs. Jacksonville State,Jacksonville State,72,Georgia State,67,1,5
2024-11-22,@ Georgia State,North Carolina Central vs. Georgia State,Georgia State,93,North Carolina Central,79,1,14
2024-11-27,Neutral,Tulsa vs. Georgia State,Georgia State,74,Tulsa,71,1,3
2024-11-29,@ Kentucky,Georgia State vs. Kentucky,Kentucky,105,Georgia State,76,1,29
2024-12-06,@ Georgia State,Kennesaw State vs. Georgia State,Georgia State,77,Kennesaw State,81,0,-4
2024-12-21,@ Troy,Georgia State vs. Troy,Troy,77,Georgia State,57,1,20
2024-12-28,@ Georgia State,Mercer vs. Georgia State,Georgia State,68,Mercer,71,0,-3
2025-01-02,@ Georgia State,South Alabama vs. Georgia State,Georgia State,51,South Alabama,77,0,-26
2025-01-04,@ Georgia State,Louisiana vs. Georgia State,Georgia State,94,Louisiana,70,1,24
2025-01-15,@ Texas State,Georgia State vs. Texas State,Texas State,94,Georgia State,80,1,14
2025-01-23,@ Georgia State,Marshall vs. Georgia State,Georgia State,79,Marshall,92,0,-13
2025-01-25,@ Georgia State,James Madison vs. Georgia State,Georgia State,79,James Madison,86,0,-7
2025-01-30,@ Marshall,Georgia State vs. Marshall,Marshall,81,Georgia State,85,0,-4
2025-02-13,@ Georgia State,Old Dominion vs. Georgia State,Georgia State,97,Old Dominion,75,1,22
2025-02-20,@ James Madison,Georgia State vs. James Madison,James Madison,83,Georgia State,63,1,20
2025-02-22,@ Old Dominion,Georgia State vs. Old Dominion,Old Dominion,70,Georgia State,76,0,-6
2025-03-07,Neutral,Georgia State vs. Marshall,Marshall,79,Georgia State,76,1,3
2024-11-06,@ Georgia Tech,West Georgia vs. Georgia Tech,Georgia Tech,85,West Georgia,62,1,23
2024-11-10,@ Georgia Tech,North Florida vs. Georgia Tech,Georgia Tech,93,North Florida,105,0,-12
2024-11-12,@ Georgia Tech,Texas Southern vs. Georgia Tech,Georgia Tech,81,Texas Southern,62,1,19
2024-12-03,@ Oklahoma,Georgia Tech vs. Oklahoma,Oklahoma,76,Georgia Tech,61,1,15
2024-12-15,Neutral,Georgia Tech vs. Northwestern,Northwestern,71,Georgia Tech,60,1,11
2024-12-31,@ Georgia Tech,Notre Dame vs. Georgia Tech,Georgia Tech,86,Notre Dame,75,1,11
2025-01-07,@ Syracuse,Georgia Tech vs. Syracuse,Syracuse,62,Georgia Tech,55,1,7
2025-01-22,@ Georgia Tech,Virginia Tech vs. Georgia Tech,Georgia Tech,71,Virginia Tech,64,1,7
2025-01-28,@ Notre Dame,Georgia Tech vs. Notre Dame,Notre Dame,71,Georgia Tech,68,1,3
2025-02-01,@ Georgia Tech,Louisville vs. Georgia Tech,Georgia Tech,77,Louisville,70,1,7
2025-02-08,@ Virginia,Georgia Tech vs. Virginia,Virginia,75,Georgia Tech,61,1,14
2025-02-12,@ Georgia Tech,Stanford vs. Georgia Tech,Georgia Tech,60,Stanford,52,1,8
2025-02-25,@ Pittsburgh,Georgia Tech vs. Pittsburgh,Pittsburgh,67,Georgia Tech,73,0,-6
2025-03-01,@ Georgia Tech,NC State vs. Georgia Tech,Georgia Tech,87,NC State,62,1,25
2025-03-04,@ Georgia Tech,Miami (FL) vs. Georgia Tech,Georgia Tech,89,Miami (FL),74,1,15
2025-03-08,@ Wake Forest,Georgia Tech vs. Wake Forest,Wake Forest,69,Georgia Tech,43,1,26
2025-03-12,Neutral,Virginia vs. Georgia Tech,Georgia Tech,66,Virginia,60,1,6
2024-11-18,@ San Diego State,Gonzaga vs. San Diego State,San Diego State,67,Gonzaga,80,0,-13
2024-11-20,@ Gonzaga,Long Beach State vs. Gonzaga,Gonzaga,84,Long Beach State,41,1,43
2024-11-27,Neutral,Gonzaga vs. West Virginia,West Virginia,86,Gonzaga,78,1,8
2024-11-28,Neutral,Indiana vs. Gonzaga,Gonzaga,89,Indiana,73,1,16
2024-12-07,Neutral,Gonzaga vs. Kentucky,Kentucky,90,Gonzaga,89,1,1
2024-12-14,Neutral,Gonzaga vs. Connecticut,Connecticut,77,Gonzaga,71,1,6
2024-12-18,@ Gonzaga,Nicholls State vs. Gonzaga,Gonzaga,102,Nicholls State,72,1,30
2024-12-28,Neutral,Gonzaga vs. UCLA,UCLA,65,Gonzaga,62,1,3
2024-12-30,@ Pepperdine,Gonzaga vs. Pepperdine,Pepperdine,82,Gonzaga,89,0,-7
2025-01-02,@ Gonzaga,Portland vs. Gonzaga,Gonzaga,81,Portland,50,1,31
2025-01-04,@ Loyola Marymount,Gonzaga vs. Loyola Marymount,Loyola Marymount,68,Gonzaga,96,0,-28
2025-01-08,@ Gonzaga,San Diego vs. Gonzaga,Gonzaga,93,San Diego,80,1,13
2025-01-11,@ Gonzaga,Washington State vs. Gonzaga,Gonzaga,88,Washington State,75,1,13
2025-01-16,@ Oregon State,Gonzaga vs. Oregon State,Oregon State,97,Gonzaga,89,1,8
2025-01-18,@ Gonzaga,Santa Clara vs. Gonzaga,Gonzaga,99,Santa Clara,103,0,-4
2025-01-25,@ Portland,Gonzaga vs. Portland,Portland,62,Gonzaga,105,0,-43
2025-01-28,@ Gonzaga,Oregon State vs. Gonzaga,Gonzaga,98,Oregon State,60,1,38
2025-02-06,@ Gonzaga,Loyola Marymount vs. Gonzaga,Gonzaga,73,Loyola Marymount,53,1,20
2025-02-08,@ Pacific,Gonzaga vs. Pacific,Pacific,61,Gonzaga,78,0,-17
2025-02-13,@ Gonzaga,San Francisco vs. Gonzaga,Gonzaga,88,San Francisco,77,1,11
2025-02-15,@ Gonzaga,Pepperdine vs. Gonzaga,Gonzaga,107,Pepperdine,55,1,52
2025-02-19,@ Washington State,Gonzaga vs. Washington State,Washington State,63,Gonzaga,84,0,-21
2025-02-25,@ Santa Clara,Gonzaga vs. Santa Clara,Santa Clara,76,Gonzaga,95,0,-19
2025-03-01,@ San Francisco,Gonzaga vs. San Francisco,San Francisco,75,Gonzaga,95,0,-20
2025-03-10,Neutral,San Francisco vs. Gonzaga,Gonzaga,85,San Francisco,76,1,9
2024-11-08,@ Ole Miss,Grambling vs. Ole Miss,Ole Miss,66,Grambling,64,1,2
2024-11-11,@ Florida,Grambling vs. Florida,Florida,86,Grambling,62,1,24
2024-11-21,@ New Mexico,Grambling vs. New Mexico,New Mexico,80,Grambling,58,1,22
2024-11-24,@ Southern California,Grambling vs. Southern California,Southern California,80,Grambling,69,1,11
2024-11-26,@ Cal Poly,Grambling vs. Cal Poly,Cal Poly,82,Grambling,79,1,3
2024-12-07,@ Pepperdine,Grambling vs. Pepperdine,Pepperdine,85,Grambling,57,1,28
2024-12-16,@ Grambling,Southeastern Louisiana vs. Grambling,Grambling,65,Southeastern Louisiana,75,0,-10
2024-12-19,Neutral,Grambling vs. Delaware State,Delaware State,73,Grambling,60,1,13
2024-12-20,Neutral,Grambling vs. Norfolk State,Norfolk State,76,Grambling,70,1,6
2024-12-22,@ Cincinnati,Grambling vs. Cincinnati,Cincinnati,84,Grambling,49,1,35
2025-01-06,@ Texas Southern,Grambling vs. Texas Southern,Texas Southern,71,Grambling,66,1,5
2025-01-11,@ Grambling,Bethune-Cookman vs. Grambling,Grambling,59,Bethune-Cookman,65,0,-6
2025-01-13,@ Grambling,Florida A&M vs. Grambling,Grambling,79,Florida A&M,72,1,7
2025-01-18,@ Southern,Grambling vs. Southern,Southern,67,Grambling,60,1,7
2025-01-25,@ Mississippi Valley State,Grambling vs. Mississippi Valley State,Mississippi Valley State,54,Grambling,65,0,-11
2025-02-01,@ Grambling,Jackson State vs. Grambling,Grambling,50,Jackson State,65,0,-15
2025-02-03,@ Grambling,Alcorn State vs. Grambling,Grambling,53,Alcorn State,60,0,-7
2025-02-08,@ Alabama State,Grambling vs. Alabama State,Alabama State,67,Grambling,77,0,-10
2025-02-10,@ Alabama A&M,Grambling vs. Alabama A&M,Alabama A&M,61,Grambling,72,0,-11
2025-02-15,@ Grambling,Texas Southern vs. Grambling,Grambling,60,Texas Southern,67,0,-7
2025-02-22,@ Grambling,Southern vs. Grambling,Grambling,64,Southern,71,0,-7
2025-03-01,@ Florida A&M,Grambling vs. Florida A&M,Florida A&M,73,Grambling,68,1,5
2025-03-03,@ Bethune-Cookman,Grambling vs. Bethune-Cookman,Bethune-Cookman,78,Grambling,71,1,7
2025-03-06,@ Grambling,Alabama A&M vs. Grambling,Grambling,67,Alabama A&M,51,1,16
2025-03-08,@ Grambling,Alabama State vs. Grambling,Grambling,47,Alabama State,59,0,-12
2025-03-11,Neutral,Alabama A&M vs. Grambling,Grambling,73,Alabama A&M,56,1,17
2025-03-12,Neutral,Southern vs. Grambling,Grambling,65,Southern,62,1,3
2025-03-14,Neutral,Grambling vs. Alabama State,Alabama State,64,Grambling,62,1,2
2024-11-09,@ Grand Canyon,Western Kentucky vs. Grand Canyon,Grand Canyon,74,Western Kentucky,72,1,2
2024-11-20,@ Grand Canyon,UC Davis vs. Grand Canyon,Grand Canyon,68,UC Davis,75,0,-7
2024-11-22,@ Grand Canyon,Norfolk State vs. Grand Canyon,Grand Canyon,91,Norfolk State,73,1,18
2024-11-26,Neutral,Stanford vs. Grand Canyon,Grand Canyon,78,Stanford,71,1,7
2024-12-03,@ Grand Canyon,Hawaii vs. Grand Canyon,Grand Canyon,78,Hawaii,72,1,6
2024-12-16,@ Louisiana Tech,Grand Canyon vs. Louisiana Tech,Louisiana Tech,74,Grand Canyon,66,1,8
2024-12-22,@ Grand Canyon,Saint Louis vs. Grand Canyon,Grand Canyon,73,Saint Louis,72,1,1
2024-12-28,Neutral,San Diego vs. Grand Canyon,Grand Canyon,68,San Diego,55,1,13
2025-01-04,@ Grand Canyon,Southern Utah vs. Grand Canyon,Grand Canyon,82,Southern Utah,71,1,11
2025-01-09,@ Utah Valley,Grand Canyon vs. Utah Valley,Utah Valley,72,Grand Canyon,64,1,8
2025-01-18,@ Grand Canyon,Tarleton State vs. Grand Canyon,Grand Canyon,88,Tarleton State,64,1,24
2025-01-23,@ Southern Utah,Grand Canyon vs. Southern Utah,Southern Utah,59,Grand Canyon,74,0,-15
2025-01-25,@ Utah Tech,Grand Canyon vs. Utah Tech,Utah Tech,66,Grand Canyon,79,0,-13
2025-01-30,@ Grand Canyon,Seattle vs. Grand Canyon,Grand Canyon,83,Seattle,74,1,9
2025-02-01,@ Grand Canyon,Utah Valley vs. Grand Canyon,Grand Canyon,75,Utah Valley,57,1,18
2025-02-13,@ Tarleton State,Grand Canyon vs. Tarleton State,Tarleton State,60,Grand Canyon,64,0,-4
2025-02-15,@ UT Arlington,Grand Canyon vs. UT Arlington,UT Arlington,75,Grand Canyon,82,0,-7
2025-02-27,@ Grand Canyon,UT Arlington vs. Grand Canyon,Grand Canyon,85,UT Arlington,71,1,14
2025-03-01,@ Seattle,Grand Canyon vs. Seattle,Seattle,60,Grand Canyon,63,0,-3
2025-03-06,@ Grand Canyon,Utah Tech vs. Grand Canyon,Grand Canyon,90,Utah Tech,68,1,22
2025-03-12,Neutral,UT Arlington vs. Grand Canyon,Grand Canyon,98,UT Arlington,75,1,23
2025-03-15,Neutral,Utah Valley vs. Grand Canyon,Grand Canyon,89,Utah Valley,82,1,7
2024-11-04,@ Oklahoma State,Green Bay vs. Oklahoma State,Oklahoma State,89,Green Bay,76,1,13
2024-11-08,@ Green Bay,St. Thomas vs. Green Bay,Green Bay,76,St. Thomas,90,0,-14
2024-11-13,@ Western Illinois,Green Bay vs. Western Illinois,Western Illinois,73,Green Bay,87,0,-14
2024-11-16,@ Providence,Green Bay vs. Providence,Providence,79,Green Bay,65,1,14
2024-11-25,@ Ohio State,Green Bay vs. Ohio State,Ohio State,102,Green Bay,69,1,33
2024-12-04,@ IU Indy,Green Bay vs. IU Indy,IU Indy,84,Green Bay,75,1,9
2024-12-11,@ Green Bay,Milwaukee vs. Green Bay,Green Bay,67,Milwaukee,88,0,-21
2024-12-14,@ UC Santa Barbara,Green Bay vs. UC Santa Barbara,UC Santa Barbara,83,Green Bay,66,1,17
2024-12-29,@ Green Bay,Purdue Fort Wayne vs. Green Bay,Green Bay,67,Purdue Fort Wayne,83,0,-16
2025-01-02,@ Wright State,Green Bay vs. Wright State,Wright State,74,Green Bay,51,1,23
2025-01-04,@ Northern Kentucky,Green Bay vs. Northern Kentucky,Northern Kentucky,78,Green Bay,60,1,18
2025-01-11,@ Milwaukee,Green Bay vs. Milwaukee,Milwaukee,70,Green Bay,59,1,11
2025-01-17,@ Green Bay,Robert Morris vs. Green Bay,Green Bay,67,Robert Morris,89,0,-22
2025-01-19,@ Green Bay,Youngstown State vs. Green Bay,Green Bay,69,Youngstown State,73,0,-4
2025-01-22,@ Green Bay,IU Indy vs. Green Bay,Green Bay,77,IU Indy,86,0,-9
2025-01-30,@ Oakland,Green Bay vs. Oakland,Oakland,68,Green Bay,54,1,14
2025-02-08,@ Purdue Fort Wayne,Green Bay vs. Purdue Fort Wayne,Purdue Fort Wayne,89,Green Bay,74,1,15
2025-02-14,@ Green Bay,Northern Kentucky vs. Green Bay,Green Bay,60,Northern Kentucky,73,0,-13
2025-02-16,@ Green Bay,Wright State vs. Green Bay,Green Bay,79,Wright State,68,1,11
2025-02-21,@ Robert Morris,Green Bay vs. Robert Morris,Robert Morris,94,Green Bay,85,1,9
2025-02-23,@ Youngstown State,Green Bay vs. Youngstown State,Youngstown State,81,Green Bay,77,1,4
2025-03-01,@ Green Bay,Oakland vs. Green Bay,Green Bay,84,Oakland,87,0,-3
2025-03-04,@ Oakland,Green Bay vs. Oakland,Oakland,96,Green Bay,72,1,24
2024-11-12,@ Providence,Hampton vs. Providence,Providence,60,Hampton,51,1,9
2024-11-16,@ Hampton,Norfolk State vs. Hampton,Hampton,58,Norfolk State,67,0,-9
2024-11-26,Neutral,Hampton vs. High Point,High Point,76,Hampton,73,1,3
2024-12-03,@ Hampton,North Carolina A&T vs. Hampton,Hampton,82,North Carolina A&T,71,1,11
2024-12-21,@ Loyola (MD),Hampton vs. Loyola (MD),Loyola (MD),68,Hampton,76,0,-8
2024-12-28,@ Hampton,Howard vs. Hampton,Hampton,83,Howard,67,1,16
2025-01-16,@ Hampton,William & Mary vs. Hampton,Hampton,64,William & Mary,67,0,-3
2025-01-20,@ North Carolina A&T,Hampton vs. North Carolina A&T,North Carolina A&T,73,Hampton,74,0,-1
2025-01-23,@ William & Mary,Hampton vs. William & Mary,William & Mary,94,Hampton,83,1,11
2025-01-25,@ UNC Wilmington,Hampton vs. UNC Wilmington,UNC Wilmington,83,Hampton,62,1,21
2025-01-30,@ Hampton,Northeastern vs. Hampton,Hampton,69,Northeastern,78,0,-9
2025-02-01,Neutral,Howard vs. Hampton,Hampton,80,Howard,79,1,1
2025-02-06,@ Monmouth,Hampton vs. Monmouth,Monmouth,68,Hampton,63,1,5
2025-02-08,@ Northeastern,Hampton vs. Northeastern,Northeastern,75,Hampton,84,0,-9
2025-02-15,@ Hampton,Hofstra vs. Hampton,Hampton,67,Hofstra,49,1,18
2025-02-22,@ Hampton,UNC Wilmington vs. Hampton,Hampton,83,UNC Wilmington,70,1,13
2025-02-24,@ Hampton,Stony Brook vs. Hampton,Hampton,81,Stony Brook,49,1,32
2025-03-01,@ Towson,Hampton vs. Towson,Towson,75,Hampton,72,1,3
2025-03-08,Neutral,Northeastern vs. Hampton,Hampton,70,Northeastern,65,1,5
2025-03-09,Neutral,Hampton vs. UNC Wilmington,UNC Wilmington,79,Hampton,65,1,14
2024-11-04,@ Harvard,Marist vs. Harvard,Harvard,79,Marist,66,1,13
2024-11-08,@ Navy,Harvard vs. Navy,Navy,85,Harvard,80,1,5
2024-11-13,@ Northeastern,Harvard vs. Northeastern,Northeastern,78,Harvard,56,1,22
2024-11-27,@ Harvard,Massachusetts vs. Harvard,Harvard,54,Massachusetts,62,0,-8
2024-11-30,@ St. John's (NY),Harvard vs. St. John's (NY),St. John's (NY),77,Harvard,64,1,13
2024-12-04,@ Holy Cross,Harvard vs. Holy Cross,Holy Cross,68,Harvard,67,1,1
2024-12-08,@ New Hampshire,Harvard vs. New Hampshire,New Hampshire,62,Harvard,72,0,-10
2024-12-29,@ Iona,Harvard vs. Iona,Iona,61,Harvard,67,0,-6
2025-01-11,@ Harvard,Princeton vs. Harvard,Harvard,64,Princeton,68,0,-4
2025-01-20,@ Harvard,Pennsylvania vs. Harvard,Harvard,67,Pennsylvania,82,0,-15
2025-01-25,@ Yale,Harvard vs. Yale,Yale,84,Harvard,55,1,29
2025-02-21,@ Princeton,Harvard vs. Princeton,Princeton,76,Harvard,71,1,5
2025-02-22,@ Pennsylvania,Harvard vs. Pennsylvania,Pennsylvania,78,Harvard,79,0,-1
2025-03-01,@ Harvard,Yale vs. Harvard,Harvard,74,Yale,69,1,5
2024-11-10,@ Hawaii,San Jose State vs. Hawaii,Hawaii,80,San Jose State,69,1,11
2024-11-12,@ Hawaii,Pacific vs. Hawaii,Hawaii,76,Pacific,66,1,10
2024-11-17,@ Hawaii,Weber State vs. Hawaii,Hawaii,73,Weber State,68,1,5
2024-12-07,@ Long Beach State,Hawaii vs. Long Beach State,Long Beach State,76,Hawaii,68,1,8
2024-12-23,@ Hawaii,Nebraska vs. Hawaii,Hawaii,55,Nebraska,69,0,-14
2024-12-25,@ Hawaii,Oakland vs. Hawaii,Hawaii,73,Oakland,70,1,3
2025-01-03,@ Hawaii,UC Santa Barbara vs. Hawaii,Hawaii,61,UC Santa Barbara,64,0,-3
2025-01-09,@ UC Riverside,Hawaii vs. UC Riverside,UC Riverside,76,Hawaii,83,0,-7
2025-01-23,@ UC Davis,Hawaii vs. UC Davis,UC Davis,68,Hawaii,66,1,2
2025-01-25,@ UC Irvine,Hawaii vs. UC Irvine,UC Irvine,71,Hawaii,55,1,16
2025-01-31,@ Hawaii,UC San Diego vs. Hawaii,Hawaii,63,UC San Diego,74,0,-11
2025-02-08,@ UC Santa Barbara,Hawaii vs. UC Santa Barbara,UC Santa Barbara,76,Hawaii,72,1,4
2025-02-14,@ Hawaii,Long Beach State vs. Hawaii,Hawaii,62,Long Beach State,60,1,2
2025-02-16,@ Hawaii,UC Irvine vs. Hawaii,Hawaii,49,UC Irvine,66,0,-17
2025-02-22,@ UC San Diego,Hawaii vs. UC San Diego,UC San Diego,83,Hawaii,44,1,39
2025-02-28,@ Hawaii,UC Riverside vs. Hawaii,Hawaii,76,UC Riverside,82,0,-6
2025-03-02,@ Hawaii,UC Davis vs. Hawaii,Hawaii,78,UC Davis,70,1,8
2024-11-09,@ High Point,Jackson State vs. High Point,High Point,80,Jackson State,71,1,9
2024-11-12,@ High Point,North Carolina Central vs. High Point,High Point,76,North Carolina Central,60,1,16
2024-11-15,@ High Point,UAB vs. High Point,High Point,68,UAB,65,1,3
2024-11-24,Neutral,High Point vs. Missouri State,Missouri State,71,High Point,61,1,10
2024-11-25,Neutral,Old Dominion vs. High Point,High Point,73,Old Dominion,67,1,6
2024-12-03,@ UNC Greensboro,High Point vs. UNC Greensboro,UNC Greensboro,72,High Point,68,1,4
2024-12-06,@ High Point,North Texas vs. High Point,High Point,76,North Texas,71,1,5
