G,Date,Location,Opp,Game Type,W/L,Tm Score,Opp Score,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,Opp FG,Opp FGA,Opp FG%,Opp 3P,Opp 3PA,Opp 3P%,Opp 2P,Opp 2PA,Opp 2P%,Opp eFG%,Opp FT,Opp FTA,Opp FT%,Opp ORB,Opp DRB,Opp TRB,Opp AST,Opp STL,Opp BLK,Opp TOV,Opp PF,Tm
12,2022-01-01,@,UC San Diego,REG (Conf),L,64,72,25,62,0.403,6,26,0.231,19,36,0.528,0.452,8,12,0.667,10,22,32,8,9,3,15,23,23,51,0.451,10,30,0.333,13,21,0.619,0.549,16,20,0.8,6,22,28,15,4,1,17,14,Cal State Northridge
13,2022-01-08,,Cal Poly,REG (Conf),W,68,55,24,55,0.436,8,21,0.381,16,34,0.471,0.509,12,16,0.75,7,22,29,14,5,2,3,18,17,50,0.34,5,22,0.227,12,28,0.429,0.39,16,19,0.842,7,28,35,9,0,1,11,14,Cal State Northridge
14,2022-01-13,@,Cal State Fullerton,REG (Conf),L,64,79,24,61,0.393,1,12,0.083,23,49,0.469,0.402,15,21,0.714,14,22,36,7,10,2,13,23,28,61,0.459,2,15,0.133,26,46,0.565,0.475,21,29,0.724,12,23,35,12,5,3,10,20,Cal State Northridge
15,2022-01-15,@,Long Beach State,REG (Conf),L,55,71,21,59,0.356,4,14,0.286,17,45,0.378,0.39,9,15,0.6,8,29,37,9,4,2,15,22,24,58,0.414,4,17,0.235,20,41,0.488,0.448,19,29,0.655,9,30,39,16,8,3,11,18,Cal State Northridge
16,2022-01-20,,UC Davis,REG (Conf),L,47,64,16,42,0.381,4,13,0.308,12,29,0.414,0.429,11,16,0.688,4,23,27,4,5,3,14,18,30,63,0.476,4,14,0.286,26,49,0.531,0.508,0,6,0.0,11,25,36,15,6,3,7,13,Cal State Northridge
17,2022-01-22,,UC Riverside,REG (Conf),L,67,77,21,46,0.457,4,11,0.364,17,35,0.486,0.5,21,29,0.724,7,21,28,10,5,1,11,20,25,52,0.481,13,33,0.394,12,19,0.632,0.606,14,20,0.7,7,23,30,18,7,2,10,25,Cal State Northridge
18,2022-01-25,,UC Santa Barbara,REG (Conf),L,45,72,15,50,0.3,3,10,0.3,12,40,0.3,0.33,12,20,0.6,11,13,24,5,8,1,12,18,27,49,0.551,12,21,0.571,15,28,0.536,0.673,6,11,0.545,8,25,33,22,3,1,16,18,Cal State Northridge
19,2022-01-27,@,Hawaii,REG (Conf),L,65,72,28,67,0.418,2,12,0.167,26,55,0.473,0.433,7,10,0.7,12,12,24,5,10,2,3,16,23,48,0.479,7,22,0.318,16,26,0.615,0.552,19,23,0.826,10,26,36,14,1,5,14,11,Cal State Northridge
20,2022-02-03,,UC San Diego,REG (Conf),L,77,83,31,69,0.449,8,23,0.348,23,46,0.5,0.507,7,14,0.5,14,27,41,13,7,2,12,22,24,57,0.421,12,25,0.48,12,32,0.375,0.526,23,26,0.885,7,29,36,15,7,1,12,15,Cal State Northridge
21,2022-02-05,,UC Irvine,REG (Conf),L,70,75,27,57,0.474,4,13,0.308,23,44,0.523,0.509,12,19,0.632,6,21,27,8,10,3,8,22,25,49,0.51,4,11,0.364,21,38,0.553,0.551,21,24,0.875,3,27,30,10,6,1,15,24,Cal State Northridge
22,2022-02-10,@,Cal Poly,REG (Conf),W,83,78,26,61,0.426,12,25,0.48,14,36,0.389,0.525,19,34,0.559,12,20,32,15,11,4,14,25,24,56,0.429,7,28,0.25,17,28,0.607,0.491,23,29,0.793,10,27,37,11,8,4,18,21,Cal State Northridge
23,2022-02-12,@,Cal State Bakersfield,REG (Conf),W,71,65,25,50,0.5,8,19,0.421,17,31,0.548,0.58,13,24,0.542,9,16,25,10,12,2,13,23,19,52,0.365,6,18,0.333,13,34,0.382,0.423,21,26,0.808,13,20,33,12,4,3,14,21,Cal State Northridge
24,2022-02-17,,Long Beach State,REG (Conf),L,59,72,22,59,0.373,3,15,0.2,19,44,0.432,0.398,12,17,0.706,11,23,34,6,11,5,21,15,23,58,0.397,8,20,0.4,15,38,0.395,0.466,18,19,0.947,7,22,29,16,14,2,17,18,Cal State Northridge
25,2022-02-19,,Cal State Fullerton,REG (Conf),L,73,81,28,54,0.519,8,16,0.5,20,38,0.526,0.593,9,12,0.75,5,11,16,13,8,3,8,19,30,51,0.588,7,19,0.368,23,32,0.719,0.657,14,16,0.875,10,22,32,15,4,1,14,14,Cal State Northridge
26,2022-02-24,@,UC Riverside,REG (Conf),L,57,79,19,47,0.404,3,12,0.25,16,35,0.457,0.436,16,21,0.762,2,19,21,7,4,4,8,10,31,58,0.534,10,26,0.385,21,32,0.656,0.621,7,10,0.7,7,25,32,23,4,1,8,15,Cal State Northridge
27,2022-02-26,@,UC Davis,REG (Conf),L,49,68,19,59,0.322,4,20,0.2,15,39,0.385,0.356,7,14,0.5,14,16,30,8,8,3,14,22,21,51,0.412,5,16,0.313,16,35,0.457,0.461,21,25,0.84,11,22,33,11,5,4,14,16,Cal State Northridge
28,2022-03-01,@,UC Santa Barbara,REG (Conf),L,61,70,25,54,0.463,6,17,0.353,19,37,0.514,0.519,5,9,0.556,6,15,21,11,7,0,9,20,26,47,0.553,4,13,0.308,22,34,0.647,0.596,14,20,0.7,9,23,32,15,4,2,11,11,Cal State Northridge
29,2022-03-05,,Hawaii,REG (Conf),L,62,84,21,51,0.412,8,22,0.364,13,29,0.448,0.49,12,19,0.632,7,18,25,8,5,0,13,25,25,53,0.472,7,23,0.304,18,30,0.6,0.538,27,36,0.75,11,22,33,12,4,1,7,18,Cal State Northridge
30,2022-03-08,N,Cal State Bakersfield,CTOURN,L,45,58,15,46,0.326,3,16,0.188,12,30,0.4,0.359,12,14,0.857,4,21,25,8,2,1,10,22,22,45,0.489,2,8,0.25,20,37,0.541,0.511,12,24,0.5,6,25,31,12,5,5,8,16,Cal State Northridge
1,2021-11-09,,UC San Diego,REG (Non-Conf),L,67,80,24,60,0.4,5,18,0.278,19,42,0.452,0.442,14,24,0.583,10,21,31,4,5,1,9,20,24,46,0.522,10,22,0.455,14,24,0.583,0.63,22,28,0.786,1,29,30,10,5,2,12,20,California
2,2021-11-13,@,UNLV,REG (Non-Conf),L,52,55,21,57,0.368,4,14,0.286,17,43,0.395,0.404,6,6,1.0,8,27,35,9,7,0,10,13,21,56,0.375,10,29,0.345,11,27,0.407,0.464,3,5,0.6,5,25,30,14,4,3,12,13,California
3,2021-11-15,,San Diego,REG (Non-Conf),W,75,70,28,56,0.5,10,15,0.667,18,41,0.439,0.589,9,13,0.692,3,25,28,16,6,2,9,13,24,59,0.407,9,16,0.563,15,43,0.349,0.483,13,17,0.765,9,26,35,11,6,6,11,10,California
4,2021-11-18,,Southern Utah,REG (Non-Conf),W,75,68,27,68,0.397,8,26,0.308,19,42,0.452,0.456,13,16,0.813,9,33,42,14,10,5,14,20,25,70,0.357,5,28,0.179,20,42,0.476,0.393,13,21,0.619,8,30,38,7,9,4,14,15,California
5,2021-11-22,N,Florida,REG (Non-Conf),L,60,80,22,50,0.44,2,10,0.2,20,40,0.5,0.46,14,21,0.667,8,15,23,7,6,1,17,13,27,52,0.519,8,19,0.421,19,33,0.576,0.596,18,21,0.857,4,19,23,10,10,3,12,16,California
6,2021-11-24,N,Seton Hall,REG (Non-Conf),L,59,62,22,49,0.449,4,12,0.333,18,37,0.486,0.49,11,15,0.733,2,29,31,6,1,3,13,19,17,50,0.34,4,18,0.222,13,32,0.406,0.38,24,30,0.8,4,21,25,5,9,2,6,16,California
7,2021-11-28,,Fresno State,REG (Non-Conf),W,65,57,24,51,0.471,7,16,0.438,17,35,0.486,0.539,10,12,0.833,2,23,25,10,4,3,10,13,22,51,0.431,7,22,0.318,15,29,0.517,0.5,6,10,0.6,3,25,28,10,7,5,12,13,California
8,2021-12-02,,Oregon State,REG (Conf),W,73,61,26,52,0.5,5,17,0.294,21,35,0.6,0.548,16,19,0.842,10,31,41,12,3,4,12,10,26,60,0.433,3,12,0.25,23,48,0.479,0.458,6,10,0.6,6,16,22,7,6,4,7,17,California
9,2021-12-05,@,Utah,REG (Conf),L,58,66,23,57,0.404,4,20,0.2,19,37,0.514,0.439,8,13,0.615,4,28,32,7,5,1,9,17,23,60,0.383,8,25,0.32,15,35,0.429,0.45,12,15,0.8,8,30,38,13,5,1,7,13,California
10,2021-12-08,,Idaho State,REG (Non-Conf),W,72,46,28,59,0.475,5,13,0.385,23,46,0.5,0.517,11,19,0.579,14,26,40,13,4,2,7,20,14,50,0.28,4,21,0.19,10,29,0.345,0.32,14,21,0.667,8,17,25,4,3,1,9,17,California
11,2021-12-11,,Santa Clara,REG (Non-Conf),W,72,60,29,62,0.468,4,11,0.364,25,51,0.49,0.5,10,10,1.0,5,32,37,13,4,4,11,15,24,60,0.4,6,21,0.286,18,39,0.462,0.45,6,8,0.75,1,24,25,12,6,4,8,12,California
12,2021-12-19,,Dartmouth,REG (Non-Conf),W,61,55,24,57,0.421,5,19,0.263,19,38,0.5,0.465,8,13,0.615,11,33,44,11,2,4,10,12,22,64,0.344,6,23,0.261,16,41,0.39,0.391,5,5,1.0,6,21,27,14,2,2,5,13,California
13,2021-12-22,,Pacific,REG (Non-Conf),W,73,53,28,59,0.475,11,24,0.458,17,35,0.486,0.568,6,7,0.857,8,25,33,13,6,2,9,15,22,57,0.386,5,20,0.25,17,37,0.459,0.43,4,4,1.0,5,20,25,8,4,3,12,15,California
14,2022-01-02,,Arizona State,REG (Conf),W,74,50,27,53,0.509,9,19,0.474,18,34,0.529,0.594,11,17,0.647,4,30,34,17,4,3,9,16,19,58,0.328,3,17,0.176,16,41,0.39,0.353,9,11,0.818,7,24,31,6,5,4,10,18,California
15,2022-01-06,,Southern California,REG (Conf),L,63,77,22,54,0.407,5,17,0.294,17,37,0.459,0.454,14,18,0.778,6,18,24,13,5,4,8,13,31,58,0.534,4,10,0.4,27,48,0.563,0.569,11,13,0.846,9,29,38,10,3,2,9,15,California
16,2022-01-08,,UCLA,REG (Conf),L,52,60,23,57,0.404,1,14,0.071,22,43,0.512,0.412,5,7,0.714,10,24,34,12,6,2,14,14,22,49,0.449,4,18,0.222,18,31,0.581,0.49,12,17,0.706,5,20,25,5,10,5,9,10,California
17,2022-01-12,@,Washington,REG (Conf),L,55,64,24,48,0.5,4,11,0.364,20,37,0.541,0.542,3,5,0.6,4,18,22,10,4,2,16,18,22,52,0.423,4,19,0.211,18,33,0.545,0.462,16,21,0.762,8,20,28,9,14,3,14,9,California
18,2022-01-15,@,Washington State,REG (Conf),L,57,65,21,53,0.396,5,20,0.25,16,33,0.485,0.443,10,14,0.714,8,20,28,7,2,2,6,17,22,56,0.393,6,22,0.273,16,34,0.471,0.446,15,21,0.714,13,24,37,11,3,4,5,13,California
19,2022-01-23,,Arizona,REG (Conf),L,71,96,25,71,0.352,7,17,0.412,18,54,0.333,0.401,14,19,0.737,12,22,34,11,4,0,4,17,31,64,0.484,11,27,0.407,20,37,0.541,0.57,23,28,0.821,13,29,42,14,2,7,8,14,California
20,2022-01-27,@,UCLA,REG (Conf),L,57,81,23,50,0.46,6,21,0.286,17,29,0.586,0.52,5,7,0.714,3,21,24,10,6,4,17,14,30,57,0.526,8,18,0.444,22,39,0.564,0.596,13,18,0.722,8,23,31,12,14,2,9,14,California
21,2022-01-29,@,Southern California,REG (Conf),L,72,79,28,56,0.5,8,16,0.5,20,40,0.5,0.571,8,11,0.727,6,21,27,9,3,2,7,25,27,56,0.482,4,17,0.235,23,39,0.59,0.518,21,28,0.75,7,19,26,11,3,3,4,15,California
22,2022-02-01,@,Stanford,REG (Conf),L,50,57,18,51,0.353,3,14,0.214,15,37,0.405,0.382,11,12,0.917,4,24,28,5,2,0,8,16,21,50,0.42,3,15,0.2,18,35,0.514,0.45,12,17,0.706,4,28,32,5,5,2,6,15,California
23,2022-02-03,,Washington,REG (Conf),L,63,84,23,61,0.377,5,22,0.227,18,39,0.462,0.418,12,19,0.632,12,19,31,15,3,1,9,11,33,64,0.516,12,23,0.522,21,41,0.512,0.609,6,7,0.857,9,25,34,18,3,7,7,12,California
24,2022-02-05,,Washington State,REG (Conf),L,64,68,26,61,0.426,7,21,0.333,19,40,0.475,0.484,5,5,1.0,4,26,30,16,4,5,12,15,22,55,0.4,10,21,0.476,12,34,0.353,0.491,14,17,0.824,5,21,26,9,7,5,9,9,California
25,2022-02-09,@,Oregon State,REG (Conf),W,63,61,23,63,0.365,6,23,0.261,17,40,0.425,0.413,11,16,0.688,14,26,40,10,10,0,11,21,19,50,0.38,6,20,0.3,13,30,0.433,0.44,17,23,0.739,7,28,35,8,3,3,13,17,California
26,2022-02-12,@,Oregon,REG (Conf),W,78,64,26,50,0.52,6,17,0.353,20,33,0.606,0.58,20,24,0.833,4,31,35,5,7,1,14,20,22,58,0.379,5,27,0.185,17,31,0.548,0.422,15,23,0.652,9,20,29,9,8,2,11,19,California
27,2022-02-17,,Colorado,REG (Conf),L,62,70,23,61,0.377,10,25,0.4,13,36,0.361,0.459,6,9,0.667,6,18,24,12,6,10,7,18,22,51,0.431,5,12,0.417,17,39,0.436,0.48,21,24,0.875,8,31,39,9,1,4,9,10,California
28,2022-02-19,,Utah,REG (Conf),L,58,60,18,46,0.391,3,16,0.188,15,30,0.5,0.424,19,21,0.905,5,28,33,12,6,3,14,16,22,55,0.4,2,14,0.143,20,41,0.488,0.418,14,17,0.824,4,23,27,6,6,0,11,17,California
29,2022-02-26,,Stanford,REG (Conf),W,53,39,22,51,0.431,5,21,0.238,17,30,0.567,0.48,4,8,0.5,4,32,36,12,4,7,6,16,12,51,0.235,4,18,0.222,8,33,0.242,0.275,11,14,0.786,8,22,30,5,3,3,7,11,California
30,2022-03-03,@,Arizona State,REG (Conf),L,44,71,18,59,0.305,5,26,0.192,13,33,0.394,0.347,3,5,0.6,8,23,31,15,5,3,13,14,30,56,0.536,5,13,0.385,25,43,0.581,0.58,6,12,0.5,4,28,32,18,9,5,8,11,California
31,2022-03-05,@,Arizona,REG (Conf),L,61,89,20,52,0.385,3,15,0.2,17,37,0.459,0.413,18,28,0.643,7,14,21,8,4,1,9,25,30,48,0.625,6,16,0.375,24,32,0.75,0.688,23,31,0.742,4,30,34,17,5,1,8,20,California
32,2022-03-09,N,Washington State,CTOURN,L,59,66,20,64,0.313,3,19,0.158,17,45,0.378,0.336,16,22,0.727,17,25,42,8,8,1,13,23,20,55,0.364,6,21,0.286,14,34,0.412,0.418,20,23,0.87,9,25,34,7,6,6,12,19,California
1,2021-11-09,,,REG (Non-Conf),W,87,65,29,69,0.42,11,31,0.355,18,38,0.474,0.5,18,26,0.692,17,37,54,22,3,4,16,12,26,71,0.366,9,31,0.29,17,40,0.425,0.43,4,5,0.8,6,27,33,17,8,4,16,27,California Baptist
2,2021-11-13,,Mississippi Valley State,REG (Non-Conf),W,95,66,32,54,0.593,11,23,0.478,21,31,0.677,0.694,20,30,0.667,11,36,47,23,6,4,22,23,22,62,0.355,3,16,0.188,19,46,0.413,0.379,19,32,0.594,11,16,27,12,11,0,12,23,California Baptist
3,2021-11-16,,Jackson State,REG (Non-Conf),W,77,64,30,51,0.588,6,15,0.4,24,36,0.667,0.647,11,19,0.579,7,24,31,21,5,1,12,11,26,61,0.426,9,26,0.346,17,35,0.486,0.5,3,5,0.6,9,20,29,18,5,1,11,17,California Baptist
4,2021-11-18,,San Jose State,REG (Non-Conf),W,67,66,26,54,0.481,8,20,0.4,18,34,0.529,0.556,7,8,0.875,4,27,31,19,3,3,12,8,28,62,0.452,8,21,0.381,20,41,0.488,0.516,2,4,0.5,6,24,30,16,7,2,10,14,California Baptist
5,2021-11-21,,Northern Colorado,REG (Non-Conf),W,74,70,26,57,0.456,6,17,0.353,20,40,0.5,0.509,16,20,0.8,9,24,33,22,6,4,11,18,25,58,0.431,10,28,0.357,15,30,0.5,0.517,10,16,0.625,10,21,31,15,6,3,13,17,California Baptist
6,2021-11-24,@,Texas,REG (Non-Conf),L,44,68,17,42,0.405,2,16,0.125,15,26,0.577,0.429,8,13,0.615,8,15,23,6,3,0,22,22,23,51,0.451,5,16,0.313,18,35,0.514,0.5,17,21,0.81,10,18,28,13,11,0,10,17,California Baptist
7,2021-11-27,,,REG (Non-Conf),W,85,38,35,64,0.547,6,23,0.261,29,41,0.707,0.594,9,20,0.45,11,39,50,25,11,6,8,15,13,61,0.213,4,21,0.19,9,40,0.225,0.246,8,13,0.615,6,22,28,8,3,1,15,16,California Baptist
8,2021-12-02,,Cal Poly,REG (Non-Conf),W,64,55,22,56,0.393,7,22,0.318,15,34,0.441,0.455,13,17,0.765,9,25,34,18,2,3,6,18,23,55,0.418,5,15,0.333,18,40,0.45,0.464,4,11,0.364,12,26,38,12,3,2,13,23,California Baptist
9,2021-12-07,,North Dakota,REG (Non-Conf),W,89,71,36,62,0.581,8,24,0.333,28,38,0.737,0.645,9,13,0.692,11,24,35,25,4,3,11,20,22,51,0.431,7,22,0.318,15,29,0.517,0.5,20,23,0.87,4,18,22,16,3,1,12,14,California Baptist
10,2021-12-12,@,UC Riverside,REG (Non-Conf),L,54,70,23,57,0.404,2,13,0.154,21,44,0.477,0.421,6,17,0.353,4,26,30,12,4,0,11,13,26,58,0.448,9,27,0.333,17,31,0.548,0.526,9,12,0.75,8,36,44,12,7,0,12,20,California Baptist
11,2021-12-18,@,Arizona,REG (Non-Conf),L,60,84,24,72,0.333,8,27,0.296,16,45,0.356,0.389,4,6,0.667,7,17,24,12,3,3,10,12,33,65,0.508,9,22,0.409,24,43,0.558,0.577,9,13,0.692,11,31,42,21,5,12,13,13,California Baptist
12,2021-12-21,,Southeast Missouri State,REG (Non-Conf),W,84,68,30,62,0.484,12,33,0.364,18,29,0.621,0.581,12,20,0.6,7,36,43,22,4,5,13,21,22,64,0.344,7,29,0.241,15,35,0.429,0.398,17,27,0.63,9,26,35,11,6,1,8,19,California Baptist
13,2021-12-28,,,REG (Non-Conf),W,96,41,36,59,0.61,11,28,0.393,25,31,0.806,0.703,13,20,0.65,11,36,47,27,4,3,12,18,15,55,0.273,4,17,0.235,11,38,0.289,0.309,7,17,0.412,5,11,16,8,7,0,14,18,California Baptist
14,2022-01-08,@,Chicago State,REG (Conf),L,56,58,23,51,0.451,6,14,0.429,17,37,0.459,0.51,4,8,0.5,5,25,30,13,3,1,11,13,22,60,0.367,8,26,0.308,14,34,0.412,0.433,6,11,0.545,9,18,27,9,4,0,4,15,California Baptist
15,2022-01-12,,Dixie State,REG (Conf),L,76,79,24,62,0.387,6,25,0.24,18,37,0.486,0.435,22,31,0.71,9,28,37,15,6,4,8,24,27,56,0.482,7,20,0.35,20,36,0.556,0.545,18,25,0.72,5,31,36,19,5,1,15,25,California Baptist
16,2022-01-15,,Utah Valley,REG (Conf),W,75,73,22,49,0.449,8,15,0.533,14,34,0.412,0.531,23,34,0.676,8,20,28,12,7,4,13,25,26,57,0.456,5,15,0.333,21,42,0.5,0.5,16,24,0.667,11,23,34,13,6,2,11,24,California Baptist
17,2022-01-17,,Seattle,REG (Conf),L,85,92,24,62,0.387,8,25,0.32,16,37,0.432,0.452,29,37,0.784,12,28,40,16,9,1,21,27,29,60,0.483,12,23,0.522,17,37,0.459,0.583,22,31,0.71,9,26,35,16,10,4,19,29,California Baptist
18,2022-01-20,@,Tarleton State,REG (Conf),W,88,84,25,48,0.521,6,18,0.333,19,30,0.633,0.583,32,42,0.762,9,25,34,17,3,8,15,27,25,64,0.391,6,16,0.375,19,48,0.396,0.438,28,34,0.824,14,13,27,11,7,4,8,27,California Baptist
19,2022-01-22,@,Abilene Christian,REG (Conf),L,68,77,18,48,0.375,6,24,0.25,12,24,0.5,0.438,26,34,0.765,12,26,38,9,10,0,23,23,27,59,0.458,9,21,0.429,18,38,0.474,0.534,14,22,0.636,8,18,26,17,9,2,15,25,California Baptist
20,2022-01-26,,Sam Houston State,REG (Conf),L,68,73,23,60,0.383,6,27,0.222,17,33,0.515,0.433,16,21,0.762,13,25,38,16,4,2,13,21,22,53,0.415,9,20,0.45,13,33,0.394,0.5,20,25,0.8,5,24,29,12,6,1,9,21,California Baptist
21,2022-01-29,,Stephen F. Austin,REG (Conf),L,77,81,21,49,0.429,8,24,0.333,13,25,0.52,0.51,27,33,0.818,10,18,28,14,7,5,17,21,30,61,0.492,2,7,0.286,28,54,0.519,0.508,19,23,0.826,14,19,33,18,12,4,17,26,California Baptist
22,2022-02-03,@,New Mexico State,REG (Conf),L,57,68,20,60,0.333,12,32,0.375,8,28,0.286,0.433,5,8,0.625,10,23,33,13,7,0,14,20,23,54,0.426,4,25,0.16,19,29,0.655,0.463,18,25,0.72,8,26,34,13,1,5,12,15,California Baptist
23,2022-02-05,@,Grand Canyon,REG (Conf),L,50,56,17,49,0.347,4,18,0.222,13,31,0.419,0.388,12,19,0.632,7,26,33,7,4,2,16,19,19,60,0.317,4,15,0.267,15,45,0.333,0.35,14,21,0.667,12,24,36,7,7,0,9,19,California Baptist
24,2022-02-10,,Lamar,REG (Conf),W,83,61,27,54,0.5,15,38,0.395,12,16,0.75,0.639,14,24,0.583,10,25,35,23,5,4,11,16,24,60,0.4,1,7,0.143,23,53,0.434,0.408,12,17,0.706,8,20,28,9,5,3,7,19,California Baptist
25,2022-02-12,,Texas-Rio Grande Valley,REG (Conf),W,80,72,28,62,0.452,12,35,0.343,16,27,0.593,0.548,12,20,0.6,14,30,44,19,5,0,13,19,29,59,0.492,3,16,0.188,26,43,0.605,0.517,11,22,0.5,7,24,31,8,9,1,11,19,California Baptist
26,2022-02-16,,Grand Canyon,REG (Conf),L,60,65,21,60,0.35,9,24,0.375,12,36,0.333,0.425,9,15,0.6,12,19,31,12,7,0,13,17,25,52,0.481,6,18,0.333,19,34,0.559,0.538,9,16,0.563,10,25,35,9,3,2,16,16,California Baptist
27,2022-02-19,@,Seattle,REG (Conf),L,64,67,22,47,0.468,8,16,0.5,14,31,0.452,0.553,12,17,0.706,5,35,40,13,4,6,18,18,22,70,0.314,9,26,0.346,13,44,0.295,0.379,14,17,0.824,10,18,28,5,7,1,6,19,California Baptist
28,2022-02-24,@,Dixie State,REG (Conf),W,71,61,24,57,0.421,9,28,0.321,15,29,0.517,0.5,14,22,0.636,6,27,33,12,5,5,9,23,24,57,0.421,3,12,0.25,21,45,0.467,0.447,10,19,0.526,5,27,32,14,2,2,10,20,California Baptist
29,2022-02-26,@,Utah Valley,REG (Conf),L,54,63,20,62,0.323,4,28,0.143,16,34,0.471,0.355,10,16,0.625,6,21,27,11,6,3,7,26,18,46,0.391,2,9,0.222,16,37,0.432,0.413,25,35,0.714,7,36,43,14,2,3,15,19,California Baptist
30,2022-03-02,,Chicago State,REG (Conf),W,62,53,20,48,0.417,11,28,0.393,9,20,0.45,0.531,11,21,0.524,11,18,29,13,4,2,13,13,22,53,0.415,4,21,0.19,18,32,0.563,0.453,5,10,0.5,10,22,32,3,7,0,13,18,California Baptist
31,2022-03-05,@,Lamar,REG (Conf),W,78,66,26,54,0.481,14,31,0.452,12,23,0.522,0.611,12,16,0.75,7,23,30,21,8,3,10,16,27,59,0.458,3,8,0.375,24,51,0.471,0.483,9,14,0.643,9,20,29,14,2,3,10,15,California Baptist
32,2022-03-08,N,Texas-Rio Grande Valley,CTOURN,W,81,80,28,51,0.549,11,25,0.44,17,26,0.654,0.657,14,22,0.636,7,22,29,12,4,2,19,20,30,65,0.462,7,22,0.318,23,43,0.535,0.515,13,16,0.813,8,23,31,11,7,0,13,23,California Baptist
33,2022-03-09,N,Sam Houston State,CTOURN,L,35,65,12,49,0.245,3,26,0.115,9,23,0.391,0.276,8,14,0.571,7,19,26,6,3,1,16,8,24,51,0.471,11,26,0.423,13,25,0.52,0.578,6,10,0.6,6,30,36,16,12,2,13,16,California Baptist
34,2022-03-19,N,Middle Tennessee,CBI,L,58,64,20,59,0.339,8,24,0.333,12,35,0.343,0.407,10,12,0.833,12,15,27,13,7,1,12,19,20,44,0.455,4,11,0.364,16,33,0.485,0.5,20,23,0.87,5,26,31,9,8,3,12,14,California Baptist
1,2021-11-09,,,REG (Non-Conf),W,85,50,31,52,0.596,3,10,0.3,28,42,0.667,0.625,20,29,0.69,8,34,42,23,9,7,15,13,17,60,0.283,9,29,0.31,8,31,0.258,0.358,7,11,0.636,8,18,26,9,11,1,15,24,Campbell
2,2021-11-12,N,Hartford,REG (Non-Conf),W,68,67,28,63,0.444,4,17,0.235,24,46,0.522,0.476,8,9,0.889,7,22,29,8,5,6,4,10,25,54,0.463,13,26,0.5,12,28,0.429,0.583,4,6,0.667,1,27,28,15,3,3,13,14,Campbell
3,2021-11-13,@,Duke,REG (Non-Conf),L,56,67,22,61,0.361,6,23,0.261,16,38,0.421,0.41,6,9,0.667,10,19,29,14,4,2,7,14,25,50,0.5,9,23,0.391,16,27,0.593,0.59,8,11,0.727,6,24,30,16,6,4,10,12,Campbell
4,2021-11-18,@,Marshall,REG (Non-Conf),W,67,65,26,59,0.441,8,24,0.333,18,35,0.514,0.508,7,11,0.636,5,23,28,15,6,1,8,10,25,63,0.397,3,24,0.125,22,39,0.564,0.421,12,14,0.857,10,27,37,9,4,4,9,13,Campbell
5,2021-11-24,,Maryland-Eastern Shore,REG (Non-Conf),W,66,55,26,51,0.51,8,15,0.533,18,36,0.5,0.588,6,10,0.6,9,22,31,20,3,1,10,14,19,53,0.358,4,24,0.167,15,29,0.517,0.396,13,18,0.722,9,15,24,3,7,2,8,10,Campbell
6,2021-11-27,@,Stetson,REG (Non-Conf),W,60,58,24,50,0.48,7,18,0.389,17,32,0.531,0.55,5,10,0.5,5,23,28,14,8,0,10,13,20,48,0.417,12,26,0.462,8,22,0.364,0.542,6,9,0.667,3,21,24,13,8,3,11,12,Campbell
7,2021-11-30,,,REG (Non-Conf),W,83,39,31,61,0.508,4,22,0.182,27,39,0.692,0.541,17,25,0.68,8,35,43,14,10,2,11,18,13,48,0.271,4,23,0.174,9,25,0.36,0.313,9,14,0.643,1,22,23,5,3,1,17,23,Campbell
8,2021-12-04,@,VCU,REG (Non-Conf),L,61,65,25,54,0.463,6,21,0.286,19,33,0.576,0.519,5,9,0.556,7,22,29,13,10,1,18,14,24,55,0.436,7,20,0.35,17,35,0.486,0.5,10,15,0.667,10,21,31,12,12,5,16,15,Campbell
9,2021-12-07,,,REG (Non-Conf),W,74,56,31,60,0.517,3,18,0.167,28,42,0.667,0.542,9,10,0.9,6,21,27,17,9,1,6,8,21,50,0.42,8,22,0.364,13,28,0.464,0.5,6,7,0.857,4,21,25,8,1,1,16,11,Campbell
10,2021-12-15,,Georgia Southern,REG (Non-Conf),L,66,69,25,58,0.431,9,23,0.391,16,35,0.457,0.509,7,9,0.778,5,25,30,10,7,3,10,17,25,52,0.481,8,24,0.333,17,28,0.607,0.558,11,18,0.611,6,28,34,11,7,3,14,14,Campbell
11,2021-12-22,@,UNC Wilmington,REG (Non-Conf),L,58,65,19,50,0.38,6,18,0.333,13,32,0.406,0.44,14,17,0.824,5,23,28,5,3,0,9,16,21,51,0.412,6,16,0.375,15,35,0.429,0.471,17,23,0.739,8,26,34,7,5,6,11,19,Campbell
12,2022-01-05,,UNC Asheville,REG (Conf),L,54,60,24,60,0.4,2,12,0.167,22,48,0.458,0.417,4,7,0.571,10,23,33,15,2,0,6,13,24,51,0.471,7,14,0.5,17,37,0.459,0.539,5,8,0.625,6,25,31,13,2,9,8,10,Campbell
13,2022-01-10,@,Winthrop,REG (Conf),L,72,74,24,48,0.5,7,17,0.412,17,31,0.548,0.573,17,24,0.708,6,19,25,13,7,1,8,15,27,53,0.509,11,28,0.393,16,25,0.64,0.613,9,17,0.529,10,22,32,12,6,2,11,19,Campbell
