G,Date,Location,Opp,W/L,Tm Score,Opp Score,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF, ,Opp FG,Opp FGA,Opp FG%,Opp 3P,Opp 3PA,Opp 3P%,Opp FT,Opp FTA,Opp FT%,Opp ORB,Opp TRB,Opp AST,Opp STL,Opp BLK,Opp TOV,Opp PF,Tm
5,2022-11-20,,North Carolina A&T,W,78,64,27,52,0.519,12,28,0.429,12,19,0.632,6,33,23,3,4,7,12,,24,61,0.393,9,29,0.31,7,11,0.636,9,29,9,4,1,5,16,Wofford
6,2022-11-23,,North Greenville,W,70,59,24,50,0.48,7,22,0.318,15,18,0.833,8,38,14,5,1,16,9,,22,57,0.386,9,23,0.391,6,7,0.857,4,17,15,13,1,12,16,Wofford
7,2022-11-27,@,LSU,L,75,78,28,58,0.483,11,31,0.355,8,9,0.889,9,29,12,5,1,13,17,,28,53,0.528,8,19,0.421,14,17,0.824,5,23,11,8,2,11,12,Wofford
8,2022-12-01,,Presbyterian,W,76,63,28,50,0.56,5,14,0.357,15,16,0.938,4,23,11,10,2,11,8,,27,50,0.54,9,19,0.474,0,3,0.0,2,19,18,6,2,16,15,Wofford
9,2022-12-03,@,Vanderbilt,L,62,65,24,56,0.429,6,18,0.333,8,12,0.667,5,28,12,7,0,15,17,,26,53,0.491,8,23,0.348,5,9,0.556,3,29,12,7,7,14,17,Wofford
10,2022-12-06,,Coastal Carolina,W,71,61,28,62,0.452,5,26,0.192,10,12,0.833,11,39,9,3,2,13,11,,26,66,0.394,4,25,0.16,5,6,0.833,10,32,7,5,6,10,15,Wofford
11,2022-12-10,@,Georgia Southern,L,57,79,21,47,0.447,3,12,0.25,12,24,0.5,10,26,6,6,0,17,14,,30,52,0.577,10,21,0.476,9,11,0.818,5,24,10,9,6,13,20,Wofford
12,2022-12-17,,Montreat,W,107,65,44,78,0.564,13,32,0.406,6,8,0.75,13,45,24,4,5,9,9,,26,64,0.406,6,25,0.24,7,11,0.636,2,22,8,3,2,11,10,Wofford
13,2022-12-20,@,Texas A&M,W,67,62,25,63,0.397,10,31,0.323,7,7,1.0,8,31,13,7,2,8,14,,23,50,0.46,7,23,0.304,9,15,0.6,6,29,11,6,6,13,13,Wofford
14,2022-12-29,,ETSU,L,71,73,24,62,0.387,5,31,0.161,18,21,0.857,9,27,9,5,2,4,11,,27,59,0.458,10,20,0.5,9,13,0.692,11,35,16,3,2,11,18,Wofford
15,2022-12-31,,UNC Greensboro,L,64,73,23,57,0.404,6,24,0.25,12,15,0.8,6,35,9,5,0,16,18,,24,61,0.393,12,31,0.387,13,16,0.813,6,28,18,8,5,9,19,Wofford
16,2023-01-04,@,Mercer,W,53,52,22,56,0.393,2,13,0.154,7,9,0.778,5,23,11,5,0,8,15,,19,47,0.404,3,10,0.3,11,15,0.733,7,30,9,3,2,11,11,Wofford
17,2023-01-07,,The Citadel,W,77,57,31,58,0.534,9,26,0.346,6,12,0.5,6,34,17,10,3,15,12,,24,61,0.393,3,23,0.13,6,8,0.75,6,30,11,6,0,14,14,Wofford
18,2023-01-11,@,Samford,L,58,83,21,49,0.429,6,21,0.286,10,14,0.714,3,23,11,5,1,15,11,,32,60,0.533,16,39,0.41,3,6,0.5,7,30,18,12,2,8,13,Wofford
19,2023-01-14,,VMI,W,86,67,30,55,0.545,9,24,0.375,17,19,0.895,8,26,17,6,4,8,12,,25,56,0.446,8,28,0.286,9,11,0.818,12,28,12,4,0,10,18,Wofford
20,2023-01-18,@,Western Carolina,L,71,76,27,60,0.45,9,17,0.529,8,13,0.615,9,31,12,6,2,10,16,,27,53,0.509,10,25,0.4,12,17,0.706,5,26,15,4,9,9,19,Wofford
21,2023-01-22,,Furman,L,82,96,31,63,0.492,8,21,0.381,12,17,0.706,7,29,10,5,3,5,21,,31,62,0.5,11,31,0.355,23,29,0.793,11,37,10,2,1,8,18,Wofford
22,2023-01-25,@,Chattanooga,W,85,80,29,62,0.468,13,29,0.448,14,15,0.933,6,26,16,9,2,10,17,,26,58,0.448,10,26,0.385,18,24,0.75,10,31,14,4,4,13,13,Wofford
23,2023-01-28,,Samford,W,85,77,24,45,0.533,10,21,0.476,27,34,0.794,4,29,13,5,0,10,18,,27,65,0.415,7,34,0.206,16,22,0.727,11,29,8,7,1,7,24,Wofford
24,2023-02-01,@,ETSU,L,52,77,23,54,0.426,3,21,0.143,3,10,0.3,9,24,11,4,0,7,12,,32,52,0.615,9,23,0.391,4,9,0.444,7,34,16,3,1,5,10,Wofford
25,2023-02-04,@,Furman,L,67,80,25,50,0.5,7,18,0.389,10,17,0.588,5,27,11,3,2,14,6,,31,66,0.47,10,29,0.345,8,9,0.889,12,33,15,8,3,6,13,Wofford
26,2023-02-08,,Western Carolina,L (2 OT),91,95,36,70,0.514,3,15,0.2,16,21,0.762,8,39,12,4,7,14,20,,32,76,0.421,11,31,0.355,20,26,0.769,10,36,11,10,1,9,18,Wofford
27,2023-02-12,@,UNC Greensboro,L (1 OT),89,97,33,64,0.516,9,24,0.375,14,25,0.56,10,35,13,5,3,11,23,,31,70,0.443,11,30,0.367,24,30,0.8,15,41,22,8,2,10,23,Wofford
28,2023-02-15,,Mercer,W,70,67,25,45,0.556,4,12,0.333,16,22,0.727,3,19,12,7,2,9,12,,23,50,0.46,7,13,0.538,14,17,0.824,9,26,10,1,1,12,18,Wofford
29,2023-02-18,@,The Citadel,W,72,68,27,60,0.45,9,22,0.409,9,11,0.818,10,28,19,8,2,9,16,,25,47,0.532,10,21,0.476,8,13,0.615,5,25,14,5,7,16,15,Wofford
30,2023-02-22,@,VMI,L (1 OT),83,87,28,56,0.5,11,26,0.423,16,23,0.696,7,28,12,7,3,16,21,,27,59,0.458,11,24,0.458,22,27,0.815,8,26,11,9,0,11,18,Wofford
31,2023-02-25,,Chattanooga,W,86,74,30,60,0.5,11,29,0.379,15,17,0.882,13,37,9,3,5,11,9,,29,62,0.468,9,29,0.31,7,13,0.538,8,23,9,7,2,9,17,Wofford
32,2023-03-04,N,UNC Greensboro,W,67,66,28,62,0.452,4,21,0.19,7,10,0.7,10,30,11,3,1,4,14,,25,51,0.49,7,19,0.368,9,13,0.692,7,30,11,2,4,8,11,Wofford
33,2023-03-05,N,Chattanooga,L,62,74,24,62,0.387,3,23,0.13,11,14,0.786,11,31,5,6,1,11,18,,24,48,0.5,9,26,0.346,17,23,0.739,3,28,13,8,3,11,12,Wofford
1,2022-11-07,@,SMU,L,60,77,23,66,0.348,5,23,0.217,9,16,0.563,11,32,8,4,1,7,23,,29,58,0.5,3,18,0.167,16,23,0.696,8,40,11,3,7,11,16,East Texas A&M
2,2022-11-11,@,Northern Colorado,L,77,80,28,59,0.475,7,21,0.333,14,19,0.737,6,25,11,7,3,13,20,,24,47,0.511,14,27,0.519,18,22,0.818,4,26,18,6,2,17,21,East Texas A&M
3,2022-11-14,@,Air Force,W (1 OT),73,69,25,61,0.41,10,35,0.286,13,22,0.591,10,37,16,7,5,16,20,,24,53,0.453,6,22,0.273,15,26,0.577,7,35,15,12,5,16,22,East Texas A&M
4,2022-11-18,N,UNC Asheville,L,64,72,25,67,0.373,7,28,0.25,7,12,0.583,8,37,11,7,7,9,16,,25,59,0.424,12,25,0.48,10,15,0.667,7,39,12,6,7,13,11,East Texas A&M
5,2022-11-19,@,Georgia State,L,53,57,21,52,0.404,9,31,0.29,2,4,0.5,8,25,11,6,2,12,14,,20,48,0.417,4,12,0.333,13,14,0.929,6,27,8,6,2,12,11,East Texas A&M
6,2022-11-20,N,Eastern Kentucky,W,75,61,31,66,0.47,13,39,0.333,0,1,0.0,7,30,21,7,1,10,15,,23,53,0.434,4,21,0.19,11,13,0.846,4,30,10,7,5,15,10,East Texas A&M
7,2022-11-28,,Arlington Baptist,W,101,46,40,76,0.526,14,41,0.341,7,9,0.778,18,46,31,13,9,10,18,,13,48,0.271,4,15,0.267,16,21,0.762,9,24,7,8,2,20,11,East Texas A&M
8,2022-12-01,@,Hawaii,W,53,51,19,60,0.317,4,28,0.143,11,15,0.733,12,40,9,6,2,12,21,,16,49,0.327,5,27,0.185,14,19,0.737,3,29,12,4,4,12,17,East Texas A&M
9,2022-12-04,@,Denver,L,75,84,31,68,0.456,10,39,0.256,3,7,0.429,10,24,15,6,2,11,25,,26,53,0.491,7,16,0.438,25,34,0.735,13,37,12,2,2,16,16,East Texas A&M
10,2022-12-06,@,Wyoming,L,76,91,24,58,0.414,11,35,0.314,17,23,0.739,8,31,15,5,4,12,31,,27,55,0.491,8,28,0.286,29,43,0.674,10,36,12,4,1,8,18,East Texas A&M
11,2022-12-10,@,Abilene Christian,L,64,83,23,50,0.46,7,26,0.269,11,15,0.733,9,25,13,4,2,18,20,,28,55,0.509,6,15,0.4,21,24,0.875,10,25,15,10,0,9,17,East Texas A&M
12,2022-12-19,@,Purdue Fort Wayne,L,68,85,28,50,0.56,5,18,0.278,7,12,0.583,2,25,10,5,2,18,16,,33,70,0.471,10,33,0.303,9,14,0.643,12,29,17,12,2,9,13,East Texas A&M
13,2022-12-20,N,IU Indianapolis,L,52,62,20,52,0.385,2,18,0.111,10,12,0.833,6,30,6,5,2,12,17,,23,45,0.511,5,10,0.5,11,16,0.688,3,26,8,4,2,14,14,East Texas A&M
14,2022-12-27,@,Texas,L,72,97,25,47,0.532,7,15,0.467,15,18,0.833,2,20,11,7,1,15,15,,37,66,0.561,12,27,0.444,11,15,0.733,11,31,28,7,3,9,15,East Texas A&M
15,2022-12-31,,Incarnate Word,W (1 OT),82,74,27,56,0.482,8,25,0.32,20,27,0.741,8,38,15,6,3,15,17,,24,62,0.387,7,18,0.389,19,24,0.792,9,29,10,8,0,9,20,East Texas A&M
16,2023-01-05,,Nicholls State,L,63,66,23,51,0.451,9,26,0.346,8,14,0.571,6,29,16,7,4,15,17,,26,54,0.481,7,17,0.412,7,13,0.538,6,28,11,6,2,11,12,East Texas A&M
17,2023-01-07,@,McNeese State,W (1 OT),82,80,27,57,0.474,13,29,0.448,15,21,0.714,11,32,19,8,1,13,13,,32,70,0.457,10,29,0.345,6,6,1.0,13,34,17,10,0,10,19,East Texas A&M
18,2023-01-12,@,Houston Christian,L,59,68,19,50,0.38,6,23,0.261,15,21,0.714,11,34,6,6,4,20,18,,24,50,0.48,9,20,0.45,11,17,0.647,5,25,14,8,1,15,17,East Texas A&M
19,2023-01-14,,Lamar,W,81,66,28,58,0.483,13,27,0.481,12,23,0.522,10,27,23,5,4,5,17,,20,50,0.4,3,14,0.214,23,30,0.767,12,37,5,5,1,15,20,East Texas A&M
20,2023-01-19,@,New Orleans,W,63,58,25,58,0.431,7,24,0.292,6,8,0.75,4,24,19,8,2,9,16,,20,44,0.455,5,18,0.278,13,22,0.591,3,34,13,6,0,18,13,East Texas A&M
21,2023-01-21,@,Southeastern Louisiana,L,73,79,27,55,0.491,14,36,0.389,5,12,0.417,5,29,19,3,1,12,21,,26,56,0.464,8,24,0.333,19,23,0.826,5,28,13,5,1,7,10,East Texas A&M
22,2023-01-26,@,Lamar,W,62,57,20,42,0.476,10,27,0.37,12,15,0.8,5,22,11,7,4,12,16,,21,47,0.447,4,16,0.25,11,18,0.611,8,23,10,6,1,10,12,East Texas A&M
23,2023-01-28,,Houston Christian,W,77,76,25,60,0.417,10,30,0.333,17,22,0.773,8,25,15,2,4,6,24,,23,52,0.442,8,22,0.364,22,29,0.759,7,37,13,2,1,10,21,East Texas A&M
24,2023-02-04,,McNeese State,W,60,58,22,56,0.393,4,19,0.211,12,13,0.923,7,33,12,3,2,9,18,,18,56,0.321,5,20,0.25,17,27,0.63,10,35,9,5,3,7,18,East Texas A&M
25,2023-02-09,,Northwestern State,L,82,88,31,65,0.477,9,26,0.346,11,11,1.0,12,33,15,3,5,16,19,,33,58,0.569,7,18,0.389,15,25,0.6,10,25,12,12,6,8,16,East Texas A&M
26,2023-02-11,@,Northwestern State,L,64,72,23,50,0.46,6,21,0.286,12,17,0.706,6,26,14,4,4,13,17,,28,61,0.459,5,17,0.294,11,15,0.733,13,33,11,6,0,9,18,East Texas A&M
27,2023-02-16,,New Orleans,L,78,84,28,60,0.467,5,20,0.25,17,21,0.81,9,24,16,5,4,12,25,,29,55,0.527,6,17,0.353,20,28,0.714,6,27,17,6,4,12,21,East Texas A&M
28,2023-02-18,,Southeastern Louisiana,L (1 OT),76,78,27,54,0.5,8,19,0.421,14,24,0.583,5,23,17,10,2,11,19,,31,58,0.534,3,12,0.25,13,18,0.722,6,33,14,5,0,15,18,East Texas A&M
29,2023-02-20,@,Nicholls State,W,72,71,27,61,0.443,6,22,0.273,12,19,0.632,9,31,14,5,4,12,17,,29,63,0.46,8,19,0.421,5,13,0.385,11,32,14,7,4,12,19,East Texas A&M
30,2023-02-23,@,Texas A&M-Corpus Christi,W,84,80,31,49,0.633,7,20,0.35,15,19,0.789,6,26,17,5,1,16,21,,28,64,0.438,5,16,0.313,19,24,0.792,14,26,14,6,2,10,18,East Texas A&M
31,2023-02-25,@,Incarnate Word,L,75,79,28,52,0.538,10,19,0.526,9,12,0.75,7,25,6,6,1,19,17,,27,50,0.54,8,15,0.533,17,22,0.773,5,24,12,10,4,14,16,East Texas A&M
32,2023-03-01,,Texas A&M-Corpus Christi,L (1 OT),88,93,31,64,0.484,13,35,0.371,13,18,0.722,4,26,16,4,5,9,18,,31,67,0.463,9,22,0.409,22,23,0.957,9,41,17,6,1,10,18,East Texas A&M
33,2023-03-05,@,McNeese State,L,78,79,27,60,0.45,9,23,0.391,15,20,0.75,8,27,16,5,3,7,17,,30,59,0.508,4,9,0.444,15,23,0.652,10,35,14,3,0,8,14,East Texas A&M
1,2022-11-07,@,Florida International,L,66,77,25,64,0.391,12,23,0.522,4,5,0.8,14,36,13,5,1,22,11,,33,66,0.5,3,16,0.188,8,12,0.667,10,32,12,12,8,13,8,Houston Christian
2,2022-11-10,@,Texas,L,31,82,13,60,0.217,4,25,0.16,1,6,0.167,12,30,8,4,2,20,20,,35,68,0.515,3,22,0.136,9,19,0.474,21,54,15,12,6,14,13,Houston Christian
3,2022-11-14,,Champion Christian,W,119,97,48,73,0.658,11,19,0.579,12,21,0.571,14,44,24,4,6,14,17,,35,79,0.443,12,35,0.343,15,19,0.789,12,25,10,14,1,8,17,Houston Christian
4,2022-11-18,,Western Michigan,L,84,90,31,59,0.525,9,22,0.409,13,20,0.65,7,20,16,6,5,12,18,,31,54,0.574,8,18,0.444,20,22,0.909,6,30,15,3,4,18,17,Houston Christian
5,2022-11-19,,Georgia Southern,L,77,84,28,52,0.538,8,20,0.4,13,17,0.765,6,24,15,4,0,15,16,,35,56,0.625,3,10,0.3,11,18,0.611,4,21,17,9,3,7,19,Houston Christian
6,2022-11-21,@,Rice,L,67,76,24,56,0.429,13,30,0.433,6,9,0.667,4,28,16,3,0,14,19,,25,59,0.424,9,36,0.25,17,19,0.895,7,34,20,3,1,7,13,Houston Christian
7,2022-11-26,@,Missouri,L,69,105,25,56,0.446,5,25,0.2,14,20,0.7,12,28,13,8,2,21,12,,43,67,0.642,11,25,0.44,8,10,0.8,8,26,29,16,5,10,17,Houston Christian
8,2022-12-01,,Denver,L,83,93,30,59,0.508,12,27,0.444,11,16,0.688,6,20,16,7,3,14,15,,35,52,0.673,9,13,0.692,14,18,0.778,4,27,15,7,3,14,12,Houston Christian
9,2022-12-04,,Southwestern Adventist,W,94,62,41,78,0.526,5,20,0.25,7,13,0.538,14,45,23,12,6,15,12,,24,58,0.414,2,15,0.133,12,15,0.8,3,28,8,8,3,22,11,Houston Christian
10,2022-12-06,,Maine-Fort Kent,W,100,33,40,73,0.548,8,21,0.381,12,17,0.706,14,55,20,11,3,13,13,,12,61,0.197,6,23,0.261,3,4,0.75,4,22,5,5,3,18,14,Houston Christian
11,2022-12-10,,Texas-Rio Grande Valley,L,82,95,29,65,0.446,8,23,0.348,16,21,0.762,7,27,12,9,7,15,24,,32,58,0.552,9,19,0.474,22,35,0.629,11,41,16,8,3,21,18,Houston Christian
12,2022-12-18,@,Texas-Rio Grande Valley,L,90,100,29,62,0.468,6,19,0.316,26,35,0.743,9,27,21,8,3,12,26,,33,60,0.55,7,22,0.318,27,37,0.73,9,33,22,6,5,12,28,Houston Christian
13,2022-12-21,@,Texas Tech,L,67,111,22,61,0.361,9,24,0.375,14,26,0.538,10,28,11,7,3,22,19,,40,64,0.625,9,22,0.409,22,28,0.786,6,34,27,11,4,13,18,Houston Christian
14,2022-12-30,,New Orleans,W (1 OT),101,96,36,64,0.563,9,21,0.429,20,23,0.87,10,34,16,9,1,19,21,,35,64,0.547,13,17,0.765,13,23,0.565,10,28,20,7,2,19,23,Houston Christian
15,2023-01-05,@,Southeastern Louisiana,L,59,71,18,46,0.391,6,22,0.273,17,18,0.944,5,24,11,8,3,21,21,,24,57,0.421,6,16,0.375,17,22,0.773,15,38,13,8,0,17,18,Houston Christian
16,2023-01-07,@,New Orleans,L,59,82,16,48,0.333,3,18,0.167,24,33,0.727,12,33,8,7,3,21,18,,33,64,0.516,10,19,0.526,6,14,0.429,11,33,20,11,2,12,26,Houston Christian
17,2023-01-12,,East Texas A&M,W,68,59,24,50,0.48,9,20,0.45,11,17,0.647,5,25,14,8,1,15,17,,19,50,0.38,6,23,0.261,15,21,0.714,11,34,6,6,4,20,18,Houston Christian
18,2023-01-14,@,McNeese State,W,90,81,28,50,0.56,10,22,0.455,24,27,0.889,4,28,19,4,0,13,16,,31,65,0.477,12,30,0.4,7,10,0.7,11,29,17,7,2,10,24,Houston Christian
19,2023-01-19,,Incarnate Word,L,78,89,25,66,0.379,6,21,0.286,22,29,0.759,17,34,13,3,1,11,23,,32,55,0.582,4,10,0.4,21,28,0.75,6,28,17,4,6,10,23,Houston Christian
20,2023-01-21,,Texas A&M-Corpus Christi,W,90,78,28,52,0.538,11,22,0.5,23,30,0.767,6,27,18,4,5,11,23,,23,62,0.371,8,27,0.296,24,29,0.828,10,32,11,6,1,10,26,Houston Christian
21,2023-01-26,@,Northwestern State,L,63,82,18,50,0.36,2,12,0.167,25,37,0.676,6,27,7,2,2,11,13,,33,74,0.446,13,33,0.394,3,5,0.6,15,38,17,5,6,9,25,Houston Christian
22,2023-01-28,@,East Texas A&M,L,76,77,23,52,0.442,8,22,0.364,22,29,0.759,7,37,13,2,1,10,21,,25,60,0.417,10,30,0.333,17,22,0.773,8,25,15,2,4,6,24,Houston Christian
23,2023-02-02,,Northwestern State,L,76,94,22,50,0.44,7,19,0.368,25,31,0.806,6,27,7,6,2,19,20,,33,60,0.55,11,25,0.44,17,20,0.85,5,27,19,15,2,13,26,Houston Christian
24,2023-02-04,,Nicholls State,L,91,92,28,57,0.491,14,32,0.438,21,24,0.875,11,32,19,2,5,16,15,,37,73,0.507,8,22,0.364,10,13,0.769,13,31,17,10,3,8,23,Houston Christian
25,2023-02-09,@,Texas A&M-Corpus Christi,L,68,91,20,63,0.317,8,32,0.25,20,29,0.69,14,32,10,4,2,11,23,,28,56,0.5,6,18,0.333,29,36,0.806,10,41,15,7,3,10,24,Houston Christian
26,2023-02-11,@,Incarnate Word,W,84,78,26,51,0.51,7,16,0.438,25,30,0.833,9,29,12,6,2,9,12,,31,62,0.5,7,19,0.368,9,10,0.9,8,26,12,6,1,8,22,Houston Christian
27,2023-02-16,@,Lamar,L,75,91,22,49,0.449,12,25,0.48,19,28,0.679,6,23,18,5,1,10,21,,34,52,0.654,6,14,0.429,17,25,0.68,6,32,21,5,3,7,21,Houston Christian
28,2023-02-18,,Lamar,W,93,74,34,63,0.54,8,22,0.364,17,27,0.63,11,42,19,7,10,13,19,,27,66,0.409,3,10,0.3,17,23,0.739,10,30,10,10,3,10,23,Houston Christian
29,2023-02-23,,McNeese State,W,85,80,31,65,0.477,7,23,0.304,16,23,0.696,11,38,20,4,2,8,14,,32,67,0.478,8,21,0.381,8,14,0.571,9,32,15,1,0,8,21,Houston Christian
30,2023-02-25,@,Nicholls State,L,64,68,19,53,0.358,11,32,0.344,15,20,0.75,8,38,14,6,3,20,21,,26,56,0.464,6,21,0.286,10,23,0.435,3,27,13,11,1,10,19,Houston Christian
31,2023-03-01,,Southeastern Louisiana,L,64,80,22,51,0.431,10,23,0.435,10,17,0.588,4,29,17,6,3,17,17,,32,69,0.464,8,18,0.444,8,12,0.667,13,39,22,10,3,11,18,Houston Christian
32,2023-03-05,N,New Orleans,L,69,90,26,65,0.4,7,24,0.292,10,19,0.526,9,29,11,3,0,15,18,,36,64,0.563,6,11,0.545,12,24,0.5,9,44,17,7,2,12,18,Houston Christian
1,2022-11-07,,North Dakota,L,57,65,22,61,0.361,3,20,0.15,10,15,0.667,9,25,10,9,2,10,26,,21,50,0.42,5,20,0.25,18,27,0.667,10,33,14,3,6,12,16,Incarnate Word
2,2022-11-12,@,UNLV,L,63,88,26,62,0.419,10,31,0.323,1,3,0.333,11,29,17,9,2,25,23,,31,56,0.554,7,15,0.467,19,29,0.655,12,36,17,17,5,16,10,Incarnate Word
3,2022-11-15,,Texas Lutheran,W,84,47,34,66,0.515,4,10,0.4,12,17,0.706,12,42,18,13,1,7,15,,16,52,0.308,5,23,0.217,10,16,0.625,6,24,6,6,0,17,10,Incarnate Word
4,2022-11-19,@,Valparaiso,L,64,68,25,59,0.424,10,22,0.455,4,7,0.571,8,28,14,4,1,10,20,,21,52,0.404,6,23,0.261,20,23,0.87,6,30,14,6,1,9,15,Incarnate Word
5,2022-11-22,,Our Lady of the Lake,W,85,76,28,54,0.519,6,14,0.429,23,33,0.697,4,28,8,9,1,16,16,,26,60,0.433,9,29,0.31,15,20,0.75,6,33,19,11,0,17,25,Incarnate Word
6,2022-11-25,N,Dartmouth,W,69,64,23,59,0.39,2,12,0.167,21,23,0.913,7,31,5,14,2,10,16,,23,61,0.377,8,28,0.286,10,18,0.556,14,38,16,6,6,21,16,Incarnate Word
7,2022-11-27,N,Grambling,W,63,61,20,51,0.392,8,22,0.364,15,19,0.789,5,26,11,9,3,11,15,,25,50,0.5,4,13,0.308,7,10,0.7,4,27,11,5,4,17,15,Incarnate Word
8,2022-11-28,@,UTSA,L,62,68,24,64,0.375,5,18,0.278,9,10,0.9,8,27,14,6,6,7,13,,25,57,0.439,10,28,0.357,8,10,0.8,10,34,14,2,6,10,12,Incarnate Word
9,2022-11-30,,Dallas Christian,W,112,64,40,68,0.588,10,22,0.455,22,28,0.786,13,38,27,9,2,11,14,,23,56,0.411,4,16,0.25,14,18,0.778,6,22,6,6,0,19,19,Incarnate Word
10,2022-12-03,@,Grambling,L,39,72,14,58,0.241,3,19,0.158,8,19,0.421,16,36,6,6,3,16,14,,28,53,0.528,7,14,0.5,9,18,0.5,7,39,19,7,7,12,19,Incarnate Word
11,2022-12-11,@,Kansas State,L,50,98,19,50,0.38,7,14,0.5,5,8,0.625,4,23,14,3,2,19,12,,39,66,0.591,12,26,0.462,8,14,0.571,9,37,26,11,0,8,9,Incarnate Word
12,2022-12-16,,Bethune-Cookman,W,77,65,27,49,0.551,5,11,0.455,18,23,0.783,5,25,11,12,1,16,14,,27,62,0.435,6,15,0.4,5,10,0.5,14,31,11,9,4,21,20,Incarnate Word
13,2022-12-21,@,Florida International,L,74,79,26,53,0.491,8,20,0.4,14,19,0.737,7,30,12,11,1,18,18,,28,54,0.519,11,28,0.393,12,19,0.632,7,25,18,11,3,17,17,Incarnate Word
14,2022-12-31,@,East Texas A&M,L (1 OT),74,82,24,62,0.387,7,18,0.389,19,24,0.792,9,29,10,8,0,9,20,,27,56,0.482,8,25,0.32,20,27,0.741,8,38,15,6,3,15,17,Incarnate Word
15,2023-01-04,@,Texas A&M-Corpus Christi,L,61,91,21,53,0.396,2,20,0.1,17,20,0.85,7,27,9,6,1,16,15,,35,60,0.583,10,25,0.4,11,12,0.917,3,26,24,9,0,10,20,Incarnate Word
16,2023-01-07,,Texas A&M-Corpus Christi,L,71,80,25,50,0.5,7,21,0.333,14,19,0.737,4,25,13,10,4,17,16,,29,60,0.483,11,24,0.458,11,15,0.733,8,28,17,9,2,15,17,Incarnate Word
17,2023-01-12,,New Orleans,L (1 OT),79,85,27,68,0.397,6,25,0.24,19,28,0.679,15,36,10,13,1,17,24,,30,55,0.545,3,15,0.2,22,28,0.786,6,36,10,7,3,21,21,Incarnate Word
18,2023-01-14,,Southeastern Louisiana,L,71,75,28,58,0.483,8,17,0.471,7,10,0.7,8,28,10,3,3,10,20,,22,54,0.407,8,21,0.381,23,25,0.92,9,33,10,6,0,10,15,Incarnate Word
19,2023-01-19,@,Houston Christian,W,89,78,32,55,0.582,4,10,0.4,21,28,0.75,6,28,17,4,6,10,23,,25,66,0.379,6,21,0.286,22,29,0.759,17,34,13,3,1,11,23,Incarnate Word
20,2023-01-21,@,Lamar,W,70,64,26,63,0.413,5,16,0.313,13,20,0.65,11,28,15,18,6,7,15,,23,52,0.442,5,12,0.417,13,18,0.722,11,40,8,3,7,21,18,Incarnate Word
21,2023-01-26,,McNeese State,W,70,65,24,49,0.49,4,12,0.333,18,23,0.783,5,30,12,5,5,14,12,,26,64,0.406,6,25,0.24,7,11,0.636,13,33,8,7,3,11,20,Incarnate Word
22,2023-01-28,,Nicholls State,W,69,67,21,51,0.412,6,14,0.429,21,27,0.778,6,28,9,8,3,10,18,,27,53,0.509,5,16,0.313,8,17,0.471,7,36,9,7,2,14,19,Incarnate Word
23,2023-02-02,@,Southeastern Louisiana,L,67,77,25,55,0.455,7,18,0.389,10,15,0.667,4,25,11,7,5,13,13,,31,64,0.484,5,13,0.385,10,12,0.833,8,35,14,6,1,10,14,Incarnate Word
24,2023-02-04,@,New Orleans,W,78,70,22,45,0.489,8,18,0.444,26,29,0.897,5,24,14,6,4,13,18,,25,58,0.431,6,14,0.429,14,20,0.7,11,27,13,5,3,16,22,Incarnate Word
25,2023-02-09,,Lamar,L,59,68,20,57,0.351,5,20,0.25,14,22,0.636,12,34,9,4,6,10,16,,25,57,0.439,9,17,0.529,9,15,0.6,13,40,12,4,3,9,20,Incarnate Word
26,2023-02-11,,Houston Christian,L,78,84,31,62,0.5,7,19,0.368,9,10,0.9,8,26,12,6,1,8,22,,26,51,0.51,7,16,0.438,25,30,0.833,9,29,12,6,2,9,12,Incarnate Word
27,2023-02-16,@,McNeese State,L (1 OT),76,78,26,57,0.456,4,13,0.308,20,27,0.741,8,25,13,11,3,15,23,,25,50,0.5,2,11,0.182,26,31,0.839,7,31,7,9,3,16,23,Incarnate Word
28,2023-02-18,@,Nicholls State,L,74,84,24,53,0.453,12,23,0.522,14,14,1.0,3,20,20,5,3,17,13,,35,62,0.565,8,13,0.615,6,8,0.75,9,31,14,15,4,13,14,Incarnate Word
29,2023-02-23,,Northwestern State,L,66,71,21,51,0.412,6,15,0.4,18,25,0.72,5,21,7,9,3,7,17,,28,55,0.509,4,16,0.25,11,19,0.579,8,37,12,3,4,11,20,Incarnate Word
30,2023-02-25,,East Texas A&M,W,79,75,27,50,0.54,8,15,0.533,17,22,0.773,5,24,12,10,4,14,16,,28,52,0.538,10,19,0.526,9,12,0.75,7,25,6,6,1,19,17,Incarnate Word
31,2023-03-01,@,Northwestern State,L,64,81,24,63,0.381,7,28,0.25,9,13,0.692,10,26,12,12,3,15,15,,32,61,0.525,7,19,0.368,10,14,0.714,10,38,11,11,5,15,10,Incarnate Word
1,2022-11-07,,St. Thomas (TX),W,63,61,21,54,0.389,5,20,0.25,16,24,0.667,13,37,12,6,5,14,13,,22,65,0.338,9,28,0.321,8,10,0.8,15,37,14,5,4,13,20,Lamar
2,2022-11-11,@,TCU,L,66,77,25,64,0.391,4,17,0.235,12,18,0.667,10,31,12,8,4,14,14,,30,69,0.435,8,32,0.25,9,14,0.643,16,42,20,6,7,13,13,Lamar
