Aw_Tm,Aw_W,Aw_Wpct,Aw_Poss,Aw_OppPoss,Aw_OffEff,Aw_ShootEff,Aw_DefEff,Aw_OppShootEff,Aw_TmLuckW,Aw_Pts,Aw_OppPts,Aw_FGpct,Aw_3Ppct,Aw_FTpct,Aw_ORB,Aw_TRB,Aw_AST,Aw_STL,Aw_BLK,Aw_TOV,Aw_PF,Aw_OppFGpct,Aw_Opp3Ppct,Aw_OppFTpct,Aw_OppORB,Aw_OppTRB,Aw_OppAST,Aw_OppSTL,Aw_OppBLK,Aw_OppTOV,Aw_OppPF,Aw_TmLuck,Game Date,Hm_Tm,Hm_W,Hm_Wpct,Hm_Poss,Hm_OppPoss,Hm_OffEff,Hm_ShootEff,Hm_DefEff,Hm_OppShootEff,Hm_TmLuckW,Hm_Pts,Hm_OppPts,Hm_FGpct,Hm_3Ppct,Hm_FTpct,Hm_ORB,Hm_TRB,Hm_AST,Hm_STL,Hm_BLK,Hm_TOV,Hm_PF,Hm_OppFGpct,Hm_Opp3Ppct,Hm_OppFTpct,Hm_OppORB,Hm_OppTRB,Hm_OppAST,Hm_OppSTL,Hm_OppBLK,Hm_OppTOV,Hm_OppPF,Hm_TmLuck,Matchup,Home Team,Away Team,Home W,Home Pt Diff
Air Force,5.0,0.625,63.682741935483875,64.82692684766215,111.45683540916187,0.5352128126371216,94.42803362873782,0.4454365079365079,4.934381336829575,66.5,59.0,0.48,0.3505,0.6445000000000001,6.5,30.5,15.5,6.5,5.5,11.5,17.0,0.48,0.3505,0.6445000000000001,6.5,30.5,15.5,6.5,5.5,11.5,17.0,0.06561866317042497,2022-12-03,Portland State,4.0,0.5,72.53625,72.27503101736973,113.33428958677466,0.5260538641686183,107.48885579610796,0.5035618020793223,4.324925444722492,81.0,77.0,0.448,0.3615,0.7595000000000001,10.5,30.5,15.5,7.5,3.0,11.0,24.0,0.448,0.3615,0.7595000000000001,10.5,30.5,15.5,7.5,3.0,11.0,24.0,-0.3249254447224921,Air Force vs. Portland State,Portland State,Air Force,1,4
South Dakota,5.0,0.5555555555555556,67.43269230769232,66.53666666666666,96.79901508156357,0.4827586206896552,115.72566504684134,0.48214285714285715,4.308616510147899,68.0,68.0,0.404,0.37,0.833,8.0,31.0,12.0,4.0,1.0,15.0,16.0,0.404,0.37,0.833,8.0,31.0,12.0,4.0,1.0,15.0,16.0,0.6913834898521012,2022-12-06,Air Force,5.0,0.5555555555555556,64.33548387096775,65.53179487179487,106.3372568592383,0.5232558139534884,96.48024485253201,0.44642857142857145,5.2804062392009,64.0,62.0,0.472,0.348,0.676,6.0,28.0,15.0,5.0,5.0,12.0,17.0,0.472,0.348,0.676,6.0,28.0,15.0,5.0,5.0,12.0,17.0,-0.28040623920090013,South Dakota vs. Air Force,Air Force,South Dakota,1,21
Arkansas State,5.0,0.5555555555555556,67.15694444444443,65.38,103.480714957667,0.5357142857142857,95.52436824975644,0.4824561403508772,5.414226403868796,67.0,64.0,0.475,0.278,0.65,9.0,32.0,17.0,8.0,3.0,11.0,17.0,0.475,0.278,0.65,9.0,32.0,17.0,8.0,3.0,11.0,17.0,-0.4142264038687964,2022-12-09,Air Force,6.0,0.6,63.682741935483875,64.82692684766215,111.45683540916187,0.5352128126371216,95.60252647656816,0.4454365079365079,6.242883049549303,66.5,60.0,0.48,0.3505,0.678,6.5,30.0,15.5,6.0,5.5,11.5,17.0,0.48,0.3505,0.678,6.5,30.0,15.5,6.0,5.5,11.5,17.0,-0.2428830495493033,Arkansas State vs. Air Force,Air Force,Arkansas State,1,25
Tarleton State,5.0,0.5,70.04564285714285,70.94653846153847,110.02218419974793,0.5006038647342995,99.22780681860695,0.5082908163265306,5.307864132782873,70.5,68.0,0.46199999999999997,0.333,0.7110000000000001,7.0,29.0,11.0,10.0,3.0,13.5,20.0,0.46199999999999997,0.333,0.7110000000000001,7.0,29.0,11.0,10.0,3.0,13.5,20.0,-0.30786413278287306,2022-12-18,Air Force,7.0,0.6363636363636364,63.029999999999994,64.12205882352941,116.57641395908543,0.5471698113207547,95.76588693020798,0.44642857142857145,7.223698540366563,69.0,58.0,0.488,0.353,0.68,6.0,28.0,16.0,7.0,6.0,11.0,17.0,0.488,0.353,0.68,6.0,28.0,16.0,7.0,6.0,11.0,17.0,-0.22369854036656278,Tarleton State vs. Air Force,Air Force,Tarleton State,1,14
Air Force,8.0,0.6666666666666666,63.13499999999999,63.69981729055259,119.72184045283348,0.5726045135035146,96.12306589137,0.4496293800539084,8.10369996128811,72.0,60.0,0.489,0.364,0.7035,6.5,30.0,16.0,6.0,6.0,11.5,17.0,0.489,0.364,0.7035,6.5,30.0,16.0,6.0,6.0,11.5,17.0,-0.10369996128810932,2022-12-20,Northern Colorado,5.0,0.45454545454545453,68.52,69.59542857142858,104.7533741213621,0.5089285714285714,122.04522096608427,0.5338983050847458,4.3198689712235385,74.0,82.0,0.469,0.393,0.778,5.0,27.0,11.0,5.0,1.0,12.0,16.0,0.469,0.393,0.778,5.0,27.0,11.0,5.0,1.0,12.0,16.0,0.6801310287764615,Air Force vs. Northern Colorado,Northern Colorado,Air Force,0,-2
Air Force,9.0,0.6923076923076923,63.239999999999995,64.12205882352941,116.57641395908543,0.5471698113207547,95.76588693020798,0.44642857142857145,8.682586981148427,69.0,62.0,0.488,0.353,0.68,6.0,32.0,16.0,5.0,6.0,11.0,17.0,0.488,0.353,0.68,6.0,32.0,16.0,5.0,6.0,11.0,17.0,0.3174130188515729,2022-12-28,San Diego State,9.0,0.75,69.10631428571429,69.19357692307693,104.35326045231452,0.4850357839947951,94.29938158970324,0.4597902097902098,8.329695624325865,74.0,65.0,0.4505,0.3095,0.749,9.0,32.5,14.5,9.0,2.5,12.0,17.5,0.4505,0.3095,0.749,9.0,32.5,14.5,9.0,2.5,12.0,17.5,0.6703043756741351,Air Force vs. San Diego State,San Diego State,Air Force,1,16
Nevada,11.0,0.7857142857142857,68.50988876529476,67.5264705882353,108.54053866004237,0.5153061224489797,96.06760754779879,0.46520935960591137,9.621258045242012,74.5,65.0,0.4455,0.333,0.8075,7.0,32.0,13.5,6.0,3.5,10.0,17.5,0.4455,0.333,0.8075,7.0,32.0,13.5,6.0,3.5,10.0,17.5,1.378741954757988,2022-12-31,Air Force,9.0,0.6428571428571429,63.13499999999999,63.69981729055259,111.45683540916187,0.5352128126371216,96.12306589137,0.4496293800539084,8.746682422283584,68.0,63.0,0.48,0.3585,0.7035,6.0,30.0,15.5,6.0,5.5,11.5,16.5,0.48,0.3585,0.7035,6.0,30.0,15.5,6.0,5.5,11.5,16.5,0.25331757771641605,Nevada vs. Air Force,Air Force,Nevada,0,-6
Utah State,12.0,0.8571428571428571,69.43569444444444,71.35707142857143,119.15496616643372,0.5723214285714285,95.39322395765763,0.4814814814814815,11.036225003944967,83.0,70.5,0.504,0.406,0.762,7.0,35.5,17.0,5.0,3.0,11.5,17.5,0.504,0.406,0.762,7.0,35.5,17.0,5.0,3.0,11.5,17.5,0.963774996055033,2023-01-03,Air Force,9.0,0.6,63.239999999999995,64.12205882352941,106.3372568592383,0.5471698113207547,96.48024485253201,0.4528301886792453,9.040792147638658,69.0,64.0,0.472,0.364,0.727,6.0,28.0,16.0,5.0,5.0,12.0,17.0,0.472,0.364,0.727,6.0,28.0,16.0,5.0,5.0,12.0,17.0,-0.04079214763865835,Utah State vs. Air Force,Air Force,Utah State,0,-12
Air Force,9.0,0.5625,63.78774193548387,63.69981729055259,106.05476861357093,0.5352128126371216,99.19171841008139,0.4528301886792453,9.18523232476531,68.0,64.5,0.46699999999999997,0.3585,0.7035,6.0,27.5,16.0,5.0,5.0,11.5,17.0,0.46699999999999997,0.3585,0.7035,6.0,27.5,16.0,5.0,5.0,11.5,17.0,-0.1852323247653107,2023-01-10,Colorado State,9.0,0.5294117647058824,67.4584,67.6888888888889,108.86395198493146,0.6,104.32411931865026,0.5080645161290323,9.181955032351196,70.0,71.0,0.5,0.37,0.706,4.0,27.0,16.0,5.0,2.0,10.0,16.0,0.5,0.37,0.706,4.0,27.0,16.0,5.0,2.0,10.0,16.0,-0.1819550323511958,Air Force vs. Colorado State,Colorado State,Air Force,0,-11
Air Force,10.0,0.5882352941176471,64.33548387096775,64.12205882352941,106.3372568592383,0.5471698113207547,101.90319196763076,0.4528301886792453,9.996022806907236,69.0,65.0,0.472,0.364,0.727,6.0,28.0,16.0,5.0,5.0,11.0,17.0,0.472,0.364,0.727,6.0,28.0,16.0,5.0,5.0,11.0,17.0,0.003977193092763898,2023-01-14,Fresno State,6.0,0.375,62.50683497536946,62.11685714285714,97.56569962079217,0.4951923076923077,99.63624226839252,0.4951267056530214,6.838139395934451,58.5,64.0,0.433,0.3205,0.7444999999999999,6.0,27.5,12.5,6.0,3.0,12.0,15.0,0.433,0.3205,0.7444999999999999,6.0,27.5,12.5,6.0,3.0,12.0,15.0,-0.8381393959344514,Air Force vs. Fresno State,Fresno State,Air Force,0,-3
Wyoming,5.0,0.29411764705882354,64.48363636363636,64.7942857142857,101.49172649723239,0.5113636363636364,107.58776896942241,0.5169491525423728,7.0967073101526505,72.0,69.0,0.439,0.318,0.667,6.0,30.0,10.0,5.0,2.0,11.0,14.0,0.439,0.318,0.667,6.0,30.0,10.0,5.0,2.0,11.0,14.0,-2.0967073101526505,2023-01-17,Air Force,11.0,0.6111111111111112,63.78774193548387,63.69981729055259,106.05476861357093,0.5352128126371216,99.19171841008139,0.4528301886792453,10.64999790453591,68.0,64.5,0.46699999999999997,0.362,0.734,6.0,29.0,16.0,5.0,4.5,11.0,17.0,0.46699999999999997,0.362,0.734,6.0,29.0,16.0,5.0,4.5,11.0,17.0,0.3500020954640899,Wyoming vs. Air Force,Air Force,Wyoming,1,8
San Diego State,14.0,0.7777777777777778,68.90845714285715,68.52016666666667,113.45778652590951,0.5380324543610548,99.4726773717025,0.4798644338118022,12.414352403233938,74.0,67.5,0.4595,0.3745,0.712,9.0,32.0,14.0,9.0,3.0,12.0,16.5,0.4595,0.3745,0.712,9.0,32.0,14.0,9.0,3.0,12.0,16.5,1.5856475967660622,2023-01-21,Air Force,12.0,0.631578947368421,64.33548387096775,64.12205882352941,106.3372568592383,0.5471698113207547,101.90319196763076,0.4528301886792453,11.396088331682865,69.0,65.0,0.472,0.364,0.741,6.0,28.0,16.0,5.0,4.0,11.0,17.0,0.472,0.364,0.741,6.0,28.0,16.0,5.0,4.0,11.0,17.0,0.603911668317135,San Diego State vs. Air Force,Air Force,San Diego State,0,-10
Air Force,12.0,0.6,63.78774193548387,63.69981729055259,106.05476861357093,0.5428156748911466,102.81125079298806,0.4528301886792453,11.5614888351784,68.0,66.0,0.46699999999999997,0.362,0.734,6.0,27.5,15.5,5.5,4.0,11.0,17.0,0.46699999999999997,0.362,0.734,6.0,27.5,15.5,5.5,4.0,11.0,17.0,0.4385111648216,2023-01-24,San Jose State,12.0,0.6,62.24028205128205,64.08459459459459,109.96880908825274,0.5173237753882916,104.9452452219497,0.4767427884615385,11.610571733572193,68.5,67.0,0.458,0.33099999999999996,0.696,9.0,33.5,12.0,3.0,3.5,11.5,15.0,0.458,0.33099999999999996,0.696,9.0,33.5,12.0,3.0,3.5,11.5,15.0,0.3894282664278066,Air Force vs. San Jose State,San Jose State,Air Force,1,30
Air Force,12.0,0.5714285714285714,63.239999999999995,63.277575757575754,105.77228036790358,0.5384615384615384,103.71930961834535,0.4528301886792453,11.569794368940173,67.0,67.0,0.462,0.36,0.741,6.0,27.0,15.0,5.0,4.0,11.0,17.0,0.462,0.36,0.741,6.0,27.0,15.0,5.0,4.0,11.0,17.0,0.43020563105982745,2023-01-27,New Mexico,18.0,0.782608695652174,71.96233333333333,72.75071428571428,111.51976726309441,0.5416666666666666,101.28529572370543,0.48026315789473684,15.682052431184328,81.0,71.0,0.485,0.333,0.724,8.0,35.0,16.0,7.0,3.0,11.0,16.0,0.485,0.333,0.724,8.0,35.0,16.0,7.0,3.0,11.0,16.0,2.317947568815672,Air Force vs. New Mexico,New Mexico,Air Force,1,8
Boise State,17.0,0.7727272727272727,67.1721103896104,65.96784722222222,110.15382147774417,0.5283216783216783,89.99527479615855,0.45689655172413796,16.648405937219835,74.5,60.0,0.46799999999999997,0.3505,0.7195,8.5,34.5,11.0,5.0,2.0,11.0,16.0,0.46799999999999997,0.3505,0.7195,8.5,34.5,11.0,5.0,2.0,11.0,16.0,0.3515940627801655,2023-01-31,Air Force,12.0,0.5454545454545454,63.78774193548387,63.69981729055259,106.05476861357093,0.5428156748911466,103.89103233705877,0.4578965758211041,11.821056540356345,68.0,67.5,0.46699999999999997,0.3565,0.7455,5.5,27.0,15.5,5.0,4.0,11.0,17.0,0.46699999999999997,0.3565,0.7455,5.5,27.0,15.5,5.0,4.0,11.0,17.0,0.178943459643655,Boise State vs. Air Force,Air Force,Boise State,0,-7
Air Force,12.0,0.5217391304347826,63.239999999999995,63.277575757575754,105.77228036790358,0.5384615384615384,103.71930961834535,0.46296296296296297,12.030864376426722,67.0,67.0,0.462,0.353,0.75,6.0,27.0,15.0,5.0,4.0,11.0,17.0,0.462,0.353,0.75,6.0,27.0,15.0,5.0,4.0,11.0,17.0,-0.030864376426722018,2023-02-03,Nevada,17.0,0.7391304347826086,65.60933333333332,66.08382352941177,109.92787720424346,0.5098039215686274,103.50825909650709,0.5,14.979560108431794,75.0,68.0,0.449,0.333,0.815,7.0,30.0,13.0,6.0,3.0,10.0,18.0,0.449,0.333,0.815,7.0,30.0,13.0,6.0,3.0,10.0,18.0,2.0204398915682056,Air Force vs. Nevada,Nevada,Air Force,1,20
Colorado State,10.0,0.4166666666666667,67.66687857142858,67.66944444444445,107.09686720517246,0.5785658307210031,107.76476514882984,0.5167441224712959,11.11370701286677,72.5,73.5,0.495,0.357,0.739,4.5,28.0,17.0,5.0,2.0,10.5,16.0,0.495,0.357,0.739,4.5,28.0,17.0,5.0,2.0,10.5,16.0,-1.1137070128667705,2023-02-07,Air Force,12.0,0.5,63.13499999999999,62.75878787878787,103.90543831505724,0.5308586762075134,103.89103233705877,0.46393762183235865,12.062634745849465,66.0,67.5,0.462,0.3565,0.7455,5.5,27.0,15.0,5.0,4.0,11.0,17.0,0.462,0.3565,0.7455,5.5,27.0,15.0,5.0,4.0,11.0,17.0,-0.06263474584946493,Colorado State vs. Air Force,Air Force,Colorado State,0,-16
New Mexico,19.0,0.7307692307692307,71.8556342364532,72.39083333333333,111.68867672911568,0.5404411764705882,101.64484425151426,0.49827689541504344,17.08290277548315,80.5,73.5,0.4875,0.333,0.724,7.0,34.0,14.5,7.0,3.0,11.0,16.0,0.4875,0.333,0.724,7.0,34.0,14.5,7.0,3.0,11.0,16.0,1.9170972245168514,2023-02-10,Air Force,12.0,0.48,63.029999999999994,62.239999999999995,102.0385962622109,0.5232558139534884,104.0627550557722,0.4649122807017544,12.121598806989107,65.0,68.0,0.462,0.36,0.741,6.0,27.0,15.0,5.0,4.0,11.0,17.0,0.462,0.36,0.741,6.0,27.0,15.0,5.0,4.0,11.0,17.0,-0.12159880698910719,New Mexico vs. Air Force,Air Force,New Mexico,1,12
Air Force,13.0,0.5,63.13499999999999,62.75878787878787,103.90543831505724,0.5308586762075134,104.97272301865308,0.4726522187822497,12.942244015749242,66.0,68.5,0.462,0.362,0.734,5.5,27.0,15.0,5.0,4.0,11.0,17.0,0.462,0.362,0.734,5.5,27.0,15.0,5.0,4.0,11.0,17.0,0.057755984250757564,2023-02-14,Utah State,19.0,0.7307692307692307,68.03213942307693,69.15462740384615,120.13270788239797,0.5551083138173302,105.71654846126897,0.5041666666666667,17.619338578629563,78.0,72.0,0.4875,0.39,0.7805,7.0,31.0,16.0,5.0,3.0,11.0,17.0,0.4875,0.39,0.7805,7.0,31.0,16.0,5.0,3.0,11.0,17.0,1.3806614213704371,Air Force vs. Utah State,Utah State,Air Force,1,15
Air Force,13.0,0.48148148148148145,63.239999999999995,63.277575757575754,102.0385962622109,0.5232558139534884,105.88269098153398,0.4803921568627451,13.043785479711294,65.0,69.0,0.462,0.36,0.741,5.0,27.0,15.0,5.0,4.0,11.0,17.0,0.462,0.36,0.741,5.0,27.0,15.0,5.0,4.0,11.0,17.0,-0.04378547971129443,2023-02-17,Wyoming,8.0,0.32,64.29655172413794,64.39,101.97474910974424,0.5254237288135594,107.58776896942241,0.5169491525423728,10.26192210995542,70.0,69.0,0.432,0.368,0.692,6.0,29.0,10.0,5.0,2.0,11.0,14.0,0.432,0.368,0.692,6.0,29.0,10.0,5.0,2.0,11.0,14.0,-2.261922109955419,Air Force vs. Wyoming,Wyoming,Air Force,0,-6
Fresno State,9.0,0.34615384615384615,62.35821428571428,62.035,97.15293330170635,0.48382867132867136,100.08003500236985,0.5098207475209764,10.582933499045938,58.5,63.0,0.40549999999999997,0.306,0.7585,6.0,27.5,12.0,6.0,3.0,11.0,15.5,0.40549999999999997,0.306,0.7585,6.0,27.5,12.0,6.0,3.0,11.0,15.5,-1.5829334990459376,2023-02-21,Air Force,14.0,0.5,63.49590909090909,63.69981729055259,103.90543831505724,0.5308586762075134,104.97272301865308,0.48058069381598795,13.749675754356218,66.0,69.0,0.462,0.362,0.734,5.0,26.5,15.0,5.0,4.0,11.0,17.0,0.462,0.362,0.734,5.0,26.5,15.0,5.0,4.0,11.0,17.0,0.25032424564378175,Fresno State vs. Air Force,Air Force,Fresno State,0,-5
San Jose State,18.0,0.6,61.98233333333334,62.8032902467685,109.96880908825274,0.5095246734397678,103.64444966864984,0.4811253561253561,17.034666449437683,68.5,67.0,0.453,0.3245,0.696,9.0,33.5,11.5,3.5,4.5,11.5,15.0,0.453,0.3245,0.696,9.0,33.5,11.5,3.5,4.5,11.5,15.0,0.9653335505623168,2023-03-04,Air Force,14.0,0.4666666666666667,63.43241379310345,63.69981729055259,103.90543831505724,0.5308586762075134,104.97272301865308,0.48058069381598795,14.524959539608455,66.0,69.0,0.462,0.362,0.7455,5.0,26.5,15.0,5.0,4.0,11.0,17.0,0.462,0.362,0.7455,5.0,26.5,15.0,5.0,4.0,11.0,17.0,-0.5249595396084548,San Jose State vs. Air Force,Air Force,San Jose State,0,-2
Akron,1.0,1.0,73.52666666666667,72.44999999999999,110.16411279354428,0.5144927536231884,110.4209799861974,0.559322033898305,0.5325629601272784,81.0,80.0,0.435,0.355,0.833,8.0,31.0,16.0,5.0,5.0,9.0,17.0,0.435,0.355,0.833,8.0,31.0,16.0,5.0,5.0,9.0,17.0,0.46743703987272156,2022-11-11,Mississippi State,1.0,1.0,67.36,67.89388888888888,93.52731591448932,0.4745762711864407,64.80701094027445,0.375,0.977443637886857,63.0,44.0,0.424,0.24,0.538,12.0,41.0,16.0,13.0,7.0,16.0,7.0,0.424,0.24,0.538,12.0,41.0,16.0,13.0,7.0,16.0,7.0,0.022556362113143047,Akron vs. Mississippi State,Mississippi State,Akron,1,19
Morgan State,1.0,0.3333333333333333,79.57560975609755,76.91071428571429,91.73665175013794,0.40714285714285714,94.01683522073517,0.5564516129032258,1.1241704544745201,73.0,69.0,0.371,0.294,0.727,13.0,32.0,11.0,17.0,4.0,18.0,24.0,0.371,0.294,0.727,13.0,32.0,11.0,17.0,4.0,18.0,24.0,-0.12417045447452013,2022-11-15,Akron,1.0,0.5,68.04119047619048,67.761,98.24358098057172,0.45112392783200234,113.08086036346907,0.575115562403698,0.5730481454305705,67.5,76.5,0.381,0.2885,0.75,6.5,25.5,14.5,6.5,3.0,9.0,16.0,0.381,0.2885,0.75,6.5,25.5,14.5,6.5,3.0,9.0,16.0,0.4269518545694295,Morgan State vs. Akron,Akron,Morgan State,1,6
Western Kentucky,3.0,1.0,72.05793103448276,69.4455,102.4184525346415,0.5178571428571429,73.53510333617153,0.375,2.6926507313877357,68.0,60.0,0.429,0.588,0.75,7.0,35.0,18.0,8.0,6.0,12.0,17.0,0.429,0.588,0.75,7.0,35.0,18.0,8.0,6.0,12.0,17.0,0.3073492686122643,2022-11-21,Akron,2.0,0.6666666666666666,66.75,65.90285714285714,97.37827715355806,0.4098360655737705,110.4209799861974,0.559322033898305,1.3074209831390626,65.0,73.0,0.361,0.24,0.667,8.0,31.0,13.0,8.0,5.0,9.0,15.0,0.361,0.24,0.667,8.0,31.0,13.0,8.0,5.0,9.0,15.0,0.6925790168609374,Western Kentucky vs. Akron,Akron,Western Kentucky,1,19
Akron,3.0,0.75,64.65285714285714,64.48742857142858,103.77119497355116,0.46216440959847943,99.97334441085644,0.4926239799121155,2.268887387818778,68.5,66.0,0.398,0.2975,0.6335,8.5,34.0,13.0,6.5,3.0,10.0,15.5,0.398,0.2975,0.6335,8.5,34.0,13.0,6.5,3.0,10.0,15.5,0.7311126121812221,2022-11-22,LSU,4.0,1.0,71.65921960072595,73.16535714285713,103.32466663999664,0.5050479973518702,83.16510053585428,0.45048920377867746,3.5893566376563335,75.5,61.5,0.45599999999999996,0.3905,0.732,9.0,33.0,15.0,9.5,3.0,14.5,21.0,0.45599999999999996,0.3905,0.732,9.0,33.0,15.0,9.5,3.0,14.5,21.0,0.4106433623436665,Akron vs. LSU,LSU,Akron,1,15
Akron,3.0,0.6,62.55571428571429,63.072,97.37827715355806,0.4098360655737705,110.4209799861974,0.559322033898305,2.3509103967623384,65.0,73.0,0.361,0.32,0.667,9.0,31.0,13.0,5.0,1.0,11.0,15.0,0.361,0.32,0.667,9.0,31.0,13.0,5.0,1.0,11.0,15.0,0.6490896032376616,2022-11-23,Nevada,5.0,0.8333333333333334,69.31589861751152,71.30972972972972,114.04314694073,0.5258620689655172,85.22586208022724,0.41484375,4.817945899478508,79.5,60.0,0.471,0.371,0.7845,7.0,37.0,13.5,6.0,5.0,11.5,20.5,0.471,0.371,0.7845,7.0,37.0,13.5,6.0,5.0,11.5,20.5,0.1820541005214924,Akron vs. Nevada,Nevada,Akron,1,4
Akron,3.0,0.5,63.616057142857144,62.60423529411765,96.49884182689678,0.45491803278688525,105.10067478558582,0.5033452274754683,2.6826651076376695,61.5,67.5,0.396,0.319,0.6515,8.5,31.0,11.5,5.5,1.0,12.0,15.5,0.396,0.319,0.6515,8.5,31.0,11.5,5.5,1.0,12.0,15.5,0.3173348923623305,2022-11-30,Marshall,5.0,0.8333333333333334,71.67315789473685,73.09617424242424,116.78286479157232,0.531686140863356,87.09809285797706,0.48236985472154964,5.151809199415205,84.5,68.0,0.47250000000000003,0.33899999999999997,0.6875,14.5,39.5,21.0,11.5,5.5,10.5,15.5,0.47250000000000003,0.33899999999999997,0.6875,14.5,39.5,21.0,11.5,5.5,10.5,15.5,-0.15180919941520532,Akron vs. Marshall,Marshall,Akron,1,11
Jackson State,1.0,0.125,73.37341860465116,72.60272727272726,96.25344237788157,0.4298612346557552,108.20994492170036,0.5517543859649123,1.7610912570158215,68.5,81.5,0.4015,0.277,0.6905,11.5,36.5,13.5,7.0,2.0,15.0,19.0,0.4015,0.277,0.6905,11.5,36.5,13.5,7.0,2.0,15.0,19.0,-0.7610912570158215,2022-12-11,Akron,4.0,0.5,65.70491875,64.48742857142858,96.49884182689678,0.45491803278688525,98.06247155927659,0.46138912855910263,3.8181188522096736,61.5,65.0,0.396,0.319,0.618,10.0,34.0,12.5,5.5,1.0,11.5,15.0,0.396,0.319,0.618,10.0,34.0,12.5,5.5,1.0,11.5,15.0,0.18188114779032638,Jackson State vs. Akron,Akron,Jackson State,1,13
Wright State,5.0,0.5,71.4725,71.29838095238095,104.40613549784999,0.5020104895104895,94.43411515628318,0.5206896551724138,5.446286728976041,77.0,70.5,0.46399999999999997,0.344,0.707,6.0,32.5,13.0,7.5,2.0,12.5,14.5,0.46399999999999997,0.344,0.707,6.0,32.5,13.0,7.5,2.0,12.5,14.5,-0.44628672897604105,2022-12-14,Akron,5.0,0.5555555555555556,64.6764,65.90285714285714,97.37827715355806,0.5,99.78036958497425,0.47540983606557374,4.669166791192511,65.0,68.0,0.431,0.32,0.636,9.0,31.0,13.0,6.0,1.0,11.0,15.0,0.431,0.32,0.636,9.0,31.0,13.0,6.0,1.0,11.0,15.0,0.3308332088074888,Wright State vs. Akron,Akron,Wright State,1,12
Maine,6.0,0.6,68.06554252199413,64.58209718670076,99.47408913278056,0.5405032467532467,101.88091472890102,0.50359394703657,6.237311041450889,66.5,65.5,0.473,0.3065,0.757,5.5,27.0,11.5,9.5,2.0,12.0,13.0,0.473,0.3065,0.757,5.5,27.0,11.5,9.5,2.0,12.0,13.0,-0.237311041450889,2022-12-19,Akron,6.0,0.6,65.70491875,66.26492857142857,97.35974716050455,0.47580645161290325,98.06247155927659,0.46138912855910263,5.560752562593388,65.5,65.0,0.41700000000000004,0.319,0.6515,9.0,34.0,12.5,6.5,1.5,11.0,15.0,0.41700000000000004,0.319,0.6515,9.0,34.0,12.5,6.5,1.5,11.0,15.0,0.4392474374066122,Maine vs. Akron,Akron,Maine,1,32
Akron,7.0,0.6363636363636364,66.73343750000001,66.627,97.37827715355806,0.5,96.34457353357891,0.47540983606557374,6.552710832555402,66.0,62.0,0.431,0.32,0.667,9.0,34.0,13.0,7.0,2.0,11.0,15.0,0.431,0.32,0.667,9.0,34.0,13.0,7.0,2.0,11.0,15.0,0.44728916744459823,2022-12-22,Bradley,8.0,0.6666666666666666,66.78995112414466,66.14387096774195,105.75101095663257,0.5373931623931625,88.29366339926736,0.46396103896103896,7.579717661661508,66.0,57.0,0.4585,0.333,0.6665,8.0,33.5,12.0,8.5,3.5,13.5,16.0,0.4585,0.333,0.6665,8.0,33.5,12.0,8.5,3.5,13.5,16.0,0.4202823383384917,Akron vs. Bradley,Bradley,Akron,1,19
Northern Illinois,4.0,0.3076923076923077,71.64,71.93416666666667,98.88203546646106,0.4782608695652174,111.90292758089366,0.5,4.810701461326195,67.0,83.0,0.429,0.286,0.692,7.0,30.0,10.0,6.0,3.0,16.0,19.0,0.429,0.286,0.692,7.0,30.0,10.0,6.0,3.0,16.0,19.0,-0.8107014613261949,2023-01-03,Akron,8.0,0.6153846153846154,66.75,67.03999999999999,97.37827715355806,0.5,96.34457353357891,0.47540983606557374,7.575118880752733,66.0,62.0,0.431,0.355,0.667,9.0,37.0,13.0,7.0,2.0,11.0,14.0,0.431,0.355,0.667,9.0,37.0,13.0,7.0,2.0,11.0,14.0,0.42488111924726724,Northern Illinois vs. Akron,Akron,Northern Illinois,1,25
Akron,9.0,0.6428571428571429,67.27636363636364,66.83349999999999,103.77119497355116,0.5043859649122807,92.93514118454719,0.46138912855910263,8.560176975633349,69.0,60.5,0.433,0.3375,0.6905,9.0,35.5,12.5,7.0,2.0,11.5,14.5,0.433,0.3375,0.6905,9.0,35.5,12.5,7.0,2.0,11.5,14.5,0.43982302436665144,2023-01-06,Ball State,10.0,0.7142857142857143,66.33625,66.69604437229438,118.93594253521904,0.5734006734006734,100.1758095173142,0.48768047708725676,9.565656889475699,74.5,68.0,0.505,0.4365,0.698,9.0,31.5,12.0,5.0,4.5,11.0,17.0,0.505,0.4365,0.698,9.0,31.5,12.0,5.0,4.5,11.0,17.0,0.43434311052430097,Akron vs. Ball State,Ball State,Akron,1,7
Akron,9.0,0.6,66.75,66.627,97.99581214478015,0.5,96.34457353357891,0.4473684210526316,8.808741026157836,66.0,62.0,0.431,0.32,0.714,9.0,34.0,12.0,7.0,2.0,12.0,15.0,0.431,0.32,0.714,9.0,34.0,12.0,7.0,2.0,12.0,15.0,0.19125897384216373,2023-01-10,Bowling Green State,8.0,0.5333333333333333,71.18740740740742,70.19129032258064,113.14309072859284,0.5147058823529411,105.56875164951174,0.5245901639344263,8.006108658906076,75.0,75.0,0.433,0.333,0.75,9.0,35.0,16.0,7.0,3.0,12.0,14.0,0.433,0.333,0.75,9.0,35.0,16.0,7.0,3.0,12.0,14.0,-0.0061086589060757035,Akron vs. Bowling Green State,Bowling Green State,Akron,0,-4
