Aw_Tm,Aw_W,Aw_Wpct,Aw_Poss,Aw_OppPoss,Aw_OffEff,Aw_ShootEff,Aw_DefEff,Aw_OppShootEff,Aw_TmLuckW,Aw_Pts,Aw_OppPts,Aw_FGpct,Aw_3Ppct,Aw_FTpct,Aw_ORB,Aw_TRB,Aw_AST,Aw_STL,Aw_BLK,Aw_TOV,Aw_PF,Aw_OppFGpct,Aw_Opp3Ppct,Aw_OppFTpct,Aw_OppORB,Aw_OppTRB,Aw_OppAST,Aw_OppSTL,Aw_OppBLK,Aw_OppTOV,Aw_OppPF,Aw_TmLuck,Game Date,Hm_Tm,Hm_W,Hm_Wpct,Hm_Poss,Hm_OppPoss,Hm_OffEff,Hm_ShootEff,Hm_DefEff,Hm_OppShootEff,Hm_TmLuckW,Hm_Pts,Hm_OppPts,Hm_FGpct,Hm_3Ppct,Hm_FTpct,Hm_ORB,Hm_TRB,Hm_AST,Hm_STL,Hm_BLK,Hm_TOV,Hm_PF,Hm_OppFGpct,Hm_Opp3Ppct,Hm_OppFTpct,Hm_OppORB,Hm_OppTRB,Hm_OppAST,Hm_OppSTL,Hm_OppBLK,Hm_OppTOV,Hm_OppPF,Hm_TmLuck,Matchup,Home Team,Away Team,Home W,Home Pt Diff
South Carolina State,0.0,0.0,70.81486486486486,71.765625,100.26143541400303,0.4253731343283582,112.70780501549731,0.5472972972972973,0.49623235337861843,71.0,80.0,0.388,0.294,0.583,8.0,32.0,9.0,5.0,4.0,12.0,23.0,0.388,0.294,0.583,8.0,32.0,9.0,5.0,4.0,12.0,23.0,-0.49623235337861843,2022-11-17,Kentucky,2.0,0.6666666666666666,75.21066666666667,76.15627906976744,111.22345803842266,0.5491803278688525,82.72462989202131,0.39552238805970147,2.2093679630824825,77.0,63.0,0.459,0.458,0.667,10.0,40.0,20.0,10.0,8.0,14.0,12.0,0.459,0.458,0.667,10.0,40.0,20.0,10.0,8.0,14.0,12.0,-0.2093679630824825,South Carolina State vs. Kentucky,Kentucky,South Carolina State,1,43
North Florida,1.0,0.25,69.36805640243902,70.47752525252525,100.16300161608098,0.43004622496147915,117.37042984156167,0.46865487062404876,1.4213871070981012,69.5,79.0,0.369,0.2715,0.7815,7.5,31.0,12.0,4.0,2.0,13.0,15.5,0.369,0.2715,0.7815,7.5,31.0,12.0,4.0,2.0,13.0,15.5,-0.42138710709810123,2022-11-23,Kentucky,3.0,0.6,74.63,75.45116279069768,111.22345803842266,0.5491803278688525,83.49771914683762,0.39552238805970147,3.313560109570409,77.0,63.0,0.459,0.417,0.667,11.0,40.0,20.0,10.0,8.0,13.0,13.0,0.459,0.417,0.667,11.0,40.0,20.0,10.0,8.0,13.0,13.0,-0.31356010957040903,North Florida vs. Kentucky,Kentucky,North Florida,1,40
Michigan,5.0,0.7142857142857143,70.23,70.75555555555556,109.88166589826342,0.5254237288135594,94.17129900997753,0.48,4.502471327531321,75.0,68.0,0.469,0.313,0.667,6.0,36.0,12.0,5.0,7.0,11.0,13.0,0.469,0.313,0.667,6.0,36.0,12.0,5.0,7.0,11.0,13.0,0.49752867246867893,2022-12-04,Kentucky,5.0,0.7142857142857143,74.11037037037038,72.91,111.22345803842266,0.541095890410959,82.72462989202131,0.39552238805970147,5.292068220129085,77.0,63.0,0.459,0.375,0.75,11.0,40.0,20.0,9.0,8.0,12.0,13.0,0.459,0.375,0.75,11.0,40.0,20.0,9.0,8.0,12.0,13.0,-0.2920682201290852,Michigan vs. Kentucky,Kentucky,Michigan,1,4
Yale,8.0,0.8,65.88172413793103,66.444898989899,118.57242009808172,0.5537573194534808,81.37347529665456,0.3927997428479588,7.7296313049425205,75.5,57.0,0.476,0.32499999999999996,0.7244999999999999,9.0,36.5,13.5,7.0,4.5,10.0,17.0,0.476,0.32499999999999996,0.7244999999999999,9.0,36.5,13.5,7.0,4.5,10.0,17.0,0.2703686950574795,2022-12-10,Kentucky,6.0,0.75,72.17724400871461,72.5641891891892,109.05717902990042,0.5420996693434106,83.11117451942947,0.39603705609881623,5.935824667514093,77.0,63.0,0.4625,0.396,0.7085,11.0,41.0,18.5,9.0,6.5,12.5,13.5,0.4625,0.396,0.7085,11.0,41.0,18.5,9.0,6.5,12.5,13.5,0.0641753324859069,Yale vs. Kentucky,Kentucky,Yale,1,10
Kentucky,7.0,0.7777777777777778,70.24411764705883,72.21837837837839,111.22345803842266,0.541095890410959,83.49771914683762,0.39655172413793105,6.773899777034501,77.0,63.0,0.466,0.375,0.7,11.0,40.0,17.0,9.0,5.0,12.0,14.0,0.466,0.375,0.7,11.0,40.0,17.0,9.0,5.0,12.0,14.0,0.22610022296549914,2022-12-17,UCLA,9.0,0.8181818181818182,67.41066666666667,67.59314285714285,118.17249821318268,0.578125,90.16624401239787,0.5277777777777778,9.100722088034628,81.0,60.0,0.531,0.409,0.8,9.0,30.0,17.0,10.0,3.0,8.0,15.0,0.531,0.409,0.8,9.0,30.0,17.0,10.0,3.0,8.0,15.0,-0.10072208803462779,Kentucky vs. UCLA,UCLA,Kentucky,1,10
Kentucky,8.0,0.7272727272727273,69.22999999999999,72.1608108108108,111.22345803842266,0.541095890410959,95.61976816045245,0.453125,7.85140330959363,77.0,63.0,0.466,0.375,0.684,12.0,39.0,17.0,8.0,4.0,12.0,14.0,0.466,0.375,0.684,12.0,39.0,17.0,8.0,4.0,12.0,14.0,0.1485966904063698,2022-12-28,Missouri,11.0,0.9166666666666666,73.606875,73.53096774193548,119.9974992946758,0.5966692688004163,107.58528246388745,0.5195741758241759,9.089844554955391,90.5,75.5,0.5,0.38549999999999995,0.7444999999999999,9.5,29.0,20.5,14.5,3.0,12.0,18.0,0.5,0.38549999999999995,0.7444999999999999,9.5,29.0,20.5,14.5,3.0,12.0,18.0,1.9101554450446088,Kentucky vs. Missouri,Missouri,Kentucky,1,14
Louisville,2.0,0.15384615384615385,67.91,68.0352,93.8450585722607,0.45555555555555555,111.71284130774053,0.5357142857142857,3.422659123022982,61.0,75.0,0.393,0.318,0.739,7.0,30.0,9.0,5.0,3.0,17.0,16.0,0.393,0.318,0.739,7.0,30.0,9.0,5.0,3.0,17.0,16.0,-1.422659123022982,2022-12-31,Kentucky,8.0,0.6666666666666666,69.21472222222222,71.81772247857614,113.1179423342132,0.5384050880626223,97.22489936269895,0.4548233695652174,7.993613039497226,76.0,63.0,0.465,0.3695,0.6755,12.0,38.5,17.0,7.5,4.0,12.5,14.0,0.465,0.3695,0.6755,12.0,38.5,17.0,7.5,4.0,12.5,14.0,0.006386960502774208,Louisville vs. Kentucky,Kentucky,Louisville,1,23
LSU,12.0,0.9230769230769231,67.78935483870967,67.408,103.86041632809847,0.515625,90.49370994540708,0.47115384615384615,9.612571780823616,72.0,61.0,0.438,0.385,0.692,8.0,33.0,14.0,8.0,3.0,12.0,15.0,0.438,0.385,0.692,8.0,33.0,14.0,8.0,3.0,12.0,15.0,2.3874282191763836,2023-01-03,Kentucky,9.0,0.6923076923076923,69.19944444444445,71.47463414634147,115.01242663000373,0.541095890410959,98.83003056494545,0.45652173913043476,8.956918124662451,77.0,63.0,0.466,0.364,0.667,12.0,38.0,17.0,7.0,4.0,12.0,14.0,0.466,0.364,0.667,12.0,38.0,17.0,7.0,4.0,12.0,14.0,0.043081875337549036,LSU vs. Kentucky,Kentucky,LSU,1,3
South Carolina,7.0,0.4666666666666667,65.71666666666667,66.46799999999999,99.9630905511811,0.4791666666666667,108.64751557379468,0.5234375,6.119176089170059,65.0,71.0,0.417,0.32,0.615,11.0,33.0,11.0,5.0,3.0,12.0,15.0,0.417,0.32,0.615,11.0,33.0,11.0,5.0,3.0,12.0,15.0,0.8808239108299407,2023-01-10,Kentucky,10.0,0.6666666666666666,68.25872340425532,68.78,115.01242663000373,0.541095890410959,102.90541239780606,0.4745762711864407,9.57783813154612,75.0,63.0,0.466,0.364,0.667,12.0,37.0,17.0,7.0,4.0,12.0,14.0,0.466,0.364,0.667,12.0,37.0,17.0,7.0,4.0,12.0,14.0,0.4221618684538804,South Carolina vs. Kentucky,Kentucky,South Carolina,0,-3
Kentucky,10.0,0.625,68.01613947990543,67.76111111111112,118.9378372466258,0.5384050880626223,103.11811119511802,0.4819689866570501,9.966412725853685,74.5,65.5,0.47250000000000003,0.356,0.667,12.5,36.5,17.0,7.0,4.0,11.5,14.0,0.47250000000000003,0.356,0.667,12.5,36.5,17.0,7.0,4.0,11.5,14.0,0.03358727414631524,2023-01-14,Tennessee,14.0,0.875,65.0306724137931,65.86564171122994,113.6311323984019,0.5277777777777778,76.68028354011946,0.3701324769169008,13.21056045612853,75.5,50.0,0.429,0.333,0.778,12.0,37.0,16.0,10.5,4.0,12.5,16.0,0.429,0.333,0.778,12.0,37.0,16.0,10.5,4.0,12.5,16.0,0.7894395438714703,Kentucky vs. Tennessee,Tennessee,Kentucky,0,-7
Texas A&M,13.0,0.7222222222222222,67.58484615384614,66.36565217391303,111.93501321352275,0.5183501683501683,91.95489535617946,0.4567307692307693,12.652112905389346,76.0,63.5,0.452,0.333,0.732,10.5,33.0,13.0,7.5,3.0,11.0,19.0,0.452,0.333,0.732,10.5,33.0,13.0,7.5,3.0,11.0,19.0,0.3478870946106536,2023-01-21,Kentucky,12.0,0.6666666666666666,68.01613947990543,68.1846875,118.695984961594,0.5354010025062657,102.45649915702725,0.4819689866570501,11.610126881659141,74.5,65.5,0.465,0.33299999999999996,0.6755,12.5,37.5,16.5,7.0,4.0,11.5,15.5,0.465,0.33299999999999996,0.6755,12.5,37.5,16.5,7.0,4.0,11.5,15.5,0.3898731183408586,Texas A&M vs. Kentucky,Kentucky,Texas A&M,1,9
Kentucky,13.0,0.6842105263157895,68.09756097560975,67.58937499999999,115.01242663000373,0.5350877192982456,102.00758591624843,0.48936170212765956,12.399878281177468,75.0,67.0,0.464,0.344,0.667,13.0,37.0,16.0,7.0,4.0,11.0,14.0,0.464,0.344,0.667,13.0,37.0,16.0,7.0,4.0,11.0,14.0,0.6001217188225318,2023-01-24,Vanderbilt,10.0,0.5263157894736842,67.26653846153846,68.80967741935484,111.54398195612056,0.5102040816326531,106.01465417751416,0.5,9.680856111972519,68.0,74.0,0.417,0.348,0.724,10.0,33.0,12.0,5.0,4.0,11.0,17.0,0.417,0.348,0.724,10.0,33.0,12.0,5.0,4.0,11.0,17.0,0.3191438880274813,Kentucky vs. Vanderbilt,Vanderbilt,Kentucky,0,-16
Kentucky,13.0,0.6842105263157895,68.09756097560975,67.58937499999999,115.01242663000373,0.5350877192982456,102.00758591624843,0.48936170212765956,12.399878281177468,75.0,67.0,0.464,0.344,0.667,13.0,37.0,16.0,7.0,4.0,11.0,14.0,0.464,0.344,0.667,13.0,37.0,16.0,7.0,4.0,11.0,14.0,0.6001217188225318,2023-01-24,Vanderbilt,10.0,0.5263157894736842,67.26653846153846,68.80967741935484,111.54398195612056,0.5102040816326531,106.01465417751416,0.5,9.680856111972519,68.0,74.0,0.417,0.348,0.724,10.0,33.0,12.0,5.0,4.0,11.0,17.0,0.417,0.348,0.724,10.0,33.0,12.0,5.0,4.0,11.0,17.0,0.3191438880274813,Kentucky vs. Vanderbilt,Vanderbilt,Kentucky,1,7
Kentucky,14.0,0.6666666666666666,68.09756097560975,67.58937499999999,115.01242663000373,0.5350877192982456,102.00758591624843,0.48936170212765956,13.554217799424784,74.0,67.0,0.466,0.344,0.667,12.0,37.0,16.0,7.0,4.0,11.0,14.0,0.466,0.344,0.667,12.0,37.0,16.0,7.0,4.0,11.0,14.0,0.44578220057521634,2023-01-31,Ole Miss,9.0,0.42857142857142855,65.65899999999999,66.48571428571428,98.63271057300908,0.49038461538461536,102.3300266947896,0.4732142857142857,9.97541301589188,65.0,66.0,0.436,0.333,0.706,11.0,34.0,12.0,6.0,4.0,14.0,16.0,0.436,0.333,0.706,11.0,34.0,12.0,6.0,4.0,14.0,16.0,-0.9754130158918795,Kentucky vs. Ole Miss,Ole Miss,Kentucky,0,-9
Kentucky,16.0,0.64,67.77355555555556,66.74222222222222,114.53903341782355,0.5344827586206896,103.33080999242998,0.47540983606557374,15.414047469376465,73.0,67.0,0.466,0.348,0.684,12.0,36.0,16.0,6.0,4.0,11.0,14.0,0.466,0.348,0.684,12.0,36.0,16.0,6.0,4.0,11.0,14.0,0.5859525306235351,2023-02-15,Mississippi State,17.0,0.68,64.37187499999999,63.410666666666664,100.7399223735663,0.4745762711864407,88.28006088280063,0.4482758620689655,16.3487689692366,64.0,55.0,0.424,0.28,0.636,12.0,37.0,15.0,9.0,3.0,11.0,14.0,0.424,0.28,0.636,12.0,37.0,15.0,9.0,3.0,11.0,14.0,0.6512310307634017,Kentucky vs. Mississippi State,Mississippi State,Kentucky,0,-3
Tennessee,20.0,0.7692307692307693,64.95436363636364,65.25411764705882,113.44168516724835,0.5263888888888889,85.16718316893008,0.39834881320949433,19.584392397878965,72.0,54.5,0.429,0.333,0.735,12.0,35.5,16.0,8.5,3.5,11.0,16.0,0.429,0.333,0.735,12.0,35.5,16.0,8.5,3.5,11.0,16.0,0.4156076021210353,2023-02-18,Kentucky,17.0,0.6538461538461539,67.08142063492063,66.34194444444444,114.77573002391364,0.5221433400946585,103.57819653430428,0.4823857690966167,16.0254728750689,73.0,67.5,0.465,0.346,0.69,12.0,36.0,16.5,6.5,3.5,10.5,14.5,0.465,0.346,0.69,12.0,36.0,16.5,6.5,3.5,10.5,14.5,0.9745271249311003,Tennessee vs. Kentucky,Kentucky,Tennessee,1,12
Vanderbilt,16.0,0.5517241379310345,65.92028571428571,67.28970588235293,111.54398195612056,0.5083333333333333,110.71877431324437,0.5,14.50208747143882,68.0,72.0,0.417,0.353,0.714,10.0,33.0,12.0,5.0,4.0,9.0,16.0,0.417,0.353,0.714,10.0,33.0,12.0,5.0,4.0,9.0,16.0,1.49791252856118,2023-03-01,Kentucky,20.0,0.6896551724137931,66.3892857142857,65.93925925925926,115.01242663000373,0.5344827586206896,103.33080999242998,0.47540983606557374,18.655656440301932,73.0,67.0,0.466,0.348,0.696,12.0,36.0,16.0,6.0,3.0,10.0,15.0,0.466,0.348,0.696,12.0,36.0,16.0,6.0,3.0,10.0,15.0,1.3443435596980677,Vanderbilt vs. Kentucky,Kentucky,Vanderbilt,0,-2
Kentucky,21.0,0.6774193548387096,67.10526315789474,65.94166666666666,115.01242663000373,0.5344827586206896,103.33080999242998,0.4745762711864407,19.834289349228932,73.0,68.0,0.466,0.344,0.7,12.0,37.0,16.0,6.0,3.0,11.0,15.0,0.466,0.344,0.7,12.0,37.0,16.0,6.0,3.0,11.0,15.0,1.165710650771068,2023-03-10,Vanderbilt,19.0,0.59375,65.96614285714286,66.97063157894738,111.63087380040383,0.5092687074829931,109.82675910592562,0.4962686567164179,16.535799668542552,69.0,71.5,0.423,0.353,0.718,10.0,33.0,12.0,5.0,4.0,9.0,16.0,0.423,0.353,0.718,10.0,33.0,12.0,5.0,4.0,9.0,16.0,2.464200331457448,Kentucky vs. Vanderbilt,Vanderbilt,Kentucky,0,-16
Kentucky,21.0,0.6774193548387096,67.10526315789474,65.94166666666666,115.01242663000373,0.5344827586206896,103.33080999242998,0.4745762711864407,19.834289349228932,73.0,68.0,0.466,0.344,0.7,12.0,37.0,16.0,6.0,3.0,11.0,15.0,0.466,0.344,0.7,12.0,37.0,16.0,6.0,3.0,11.0,15.0,1.165710650771068,2023-03-10,Vanderbilt,19.0,0.59375,65.96614285714286,66.97063157894738,111.63087380040383,0.5092687074829931,109.82675910592562,0.4962686567164179,16.535799668542552,69.0,71.5,0.423,0.353,0.718,10.0,33.0,12.0,5.0,4.0,9.0,16.0,0.423,0.353,0.718,10.0,33.0,12.0,5.0,4.0,9.0,16.0,2.464200331457448,Kentucky vs. Vanderbilt,Vanderbilt,Kentucky,1,7
Providence,21.0,0.65625,67.22277014652013,66.78862478777589,112.8587196884086,0.5040983606557377,103.28370520932171,0.48775314723590585,20.307571055963418,74.5,72.5,0.4485,0.3535,0.75,11.0,36.0,14.5,6.0,4.0,11.0,15.0,0.4485,0.3535,0.75,11.0,36.0,14.5,6.0,4.0,11.0,15.0,0.6924289440365818,2023-03-17,Kentucky,21.0,0.65625,67.1623613086771,66.34194444444444,114.77573002391364,0.5221433400946585,103.57819653430428,0.4749930536260072,20.110876217008425,73.0,68.0,0.465,0.33099999999999996,0.698,12.0,37.0,16.0,6.0,3.0,11.0,16.0,0.465,0.33099999999999996,0.698,12.0,37.0,16.0,6.0,3.0,11.0,16.0,0.8891237829915752,Providence vs. Kentucky,Kentucky,Providence,1,8
Wagner,1.0,1.0,69.48857142857142,72.1658064516129,109.37050285761278,0.4765625,101.15594017361454,0.4351851851851852,0.6041712320485223,76.0,73.0,0.422,0.28,0.682,10.0,35.0,10.0,6.0,2.0,8.0,20.0,0.422,0.28,0.682,10.0,35.0,10.0,6.0,2.0,8.0,20.0,0.3958287679514777,2022-11-12,La Salle,0.0,0.0,61.65323529411765,60.05,110.29429303361782,0.4909090909090909,134.88759367194007,0.6826923076923077,0.1374200887729757,68.0,81.0,0.4,0.4,0.7,9.0,27.0,11.0,6.0,0.0,8.0,15.0,0.4,0.4,0.7,9.0,27.0,11.0,6.0,0.0,8.0,15.0,-0.1374200887729757,Wagner vs. La Salle,La Salle,Wagner,1,8
Queens (NC),2.0,1.0,74.69435406698564,74.25526315789473,121.61818415071346,0.5561406995230525,99.28312060861231,0.4650695349847892,1.5198574096088873,91.0,73.5,0.4855,0.3665,0.667,15.0,45.0,17.0,10.0,1.5,13.0,16.0,0.4855,0.3665,0.667,15.0,45.0,17.0,10.0,1.5,13.0,16.0,0.48014259039111273,2022-11-15,La Salle,1.0,0.5,67.18661764705882,66.69815789473685,108.08994079623685,0.5008893280632412,114.48092423446886,0.5567307692307693,0.8972666789590044,72.5,75.0,0.4285,0.36650000000000005,0.725,6.5,28.5,12.5,6.0,2.0,11.5,19.0,0.4285,0.36650000000000005,0.725,6.5,28.5,12.5,6.0,2.0,11.5,19.0,0.10273332104099564,Queens (NC) vs. La Salle,La Salle,Queens (NC),1,12
La Salle,2.0,0.6666666666666666,71.41714285714286,66.90142857142857,105.88558855885589,0.4909090909090909,94.07425479699765,0.45918367346938777,1.7687766887313432,72.0,69.0,0.412,0.333,0.7,8.0,27.0,14.0,6.0,2.0,8.0,16.0,0.412,0.333,0.7,8.0,27.0,14.0,6.0,2.0,8.0,16.0,0.2312233112686568,2022-11-18,Wake Forest,3.0,1.0,73.43857142857144,71.58723404255318,108.21850993781246,0.45652173913043476,90.79831183498783,0.45454545454545453,2.290629766210673,71.0,65.0,0.391,0.346,0.744,6.0,33.0,11.0,7.0,1.0,11.0,18.0,0.391,0.346,0.744,6.0,33.0,11.0,7.0,1.0,11.0,18.0,0.7093702337893268,La Salle vs. Wake Forest,Wake Forest,La Salle,1,12
Temple,3.0,0.42857142857142855,72.1658064516129,69.48857142857142,101.15594017361454,0.49107142857142855,103.30707734418402,0.5,3.464980725615127,72.0,66.0,0.411,0.333,0.85,7.0,31.0,15.0,4.0,4.0,13.0,18.0,0.411,0.333,0.85,7.0,31.0,15.0,4.0,4.0,13.0,18.0,-0.4649807256151268,2022-11-30,La Salle,3.0,0.5,70.34957142857144,70.62500891265597,97.31779653377083,0.47707219251336896,96.19600751732644,0.47427268779852366,2.7739025763256424,66.5,69.0,0.398,0.3205,0.6585,7.5,28.5,12.5,7.5,3.0,11.5,18.0,0.398,0.3205,0.6585,7.5,28.5,12.5,7.5,3.0,11.5,18.0,0.2260974236743576,Temple vs. La Salle,La Salle,Temple,0,-16
Lafayette,1.0,0.08333333333333333,63.43014705882353,62.92959999999999,97.18128203452198,0.4869047619047619,110.30902365725044,0.5236756168359942,2.7443297772609783,58.5,69.5,0.3875,0.3075,0.7250000000000001,5.5,26.0,14.5,4.5,2.0,11.0,16.5,0.3875,0.3075,0.7250000000000001,5.5,26.0,14.5,4.5,2.0,11.0,16.5,-1.7443297772609783,2022-12-21,La Salle,5.0,0.45454545454545453,70.59314285714285,70.66697674418604,93.81946248664875,0.4632352941176471,103.0747358146246,0.48936170212765956,4.510719992129229,65.0,69.0,0.4,0.308,0.667,8.0,33.0,12.0,7.0,3.0,11.0,19.0,0.4,0.308,0.667,8.0,33.0,12.0,7.0,3.0,11.0,19.0,0.48928000787077064,Lafayette vs. La Salle,La Salle,Lafayette,0,-25
Rhode Island,5.0,0.3333333333333333,68.40314814814815,67.61982142857143,99.7023387374079,0.4555844907407407,101.23041845730921,0.4799027137736815,6.088690111941578,66.0,71.0,0.408,0.3,0.7835000000000001,10.0,35.0,12.5,5.5,4.5,13.5,18.0,0.408,0.3,0.7835000000000001,10.0,35.0,12.5,5.5,4.5,13.5,18.0,-1.0886901119415784,2023-01-07,La Salle,6.0,0.42857142857142855,70.00526708074534,70.77656529516995,97.31779653377083,0.4637605042016807,105.28453912909933,0.516141235813367,5.308441566698328,66.0,73.5,0.4045,0.3205,0.688,7.5,31.5,11.5,8.0,3.0,12.0,18.0,0.4045,0.3205,0.688,7.5,31.5,11.5,8.0,3.0,12.0,18.0,0.6915584333016724,Rhode Island vs. La Salle,La Salle,Rhode Island,1,2
Rhode Island,5.0,0.3333333333333333,68.40314814814815,67.61982142857143,99.7023387374079,0.4555844907407407,101.23041845730921,0.4799027137736815,6.088690111941578,66.0,71.0,0.408,0.3,0.7835000000000001,10.0,35.0,12.5,5.5,4.5,13.5,18.0,0.408,0.3,0.7835000000000001,10.0,35.0,12.5,5.5,4.5,13.5,18.0,-1.0886901119415784,2023-01-07,La Salle,6.0,0.42857142857142855,70.00526708074534,70.77656529516995,97.31779653377083,0.4637605042016807,105.28453912909933,0.516141235813367,5.308441566698328,66.0,73.5,0.4045,0.3205,0.688,7.5,31.5,11.5,8.0,3.0,12.0,18.0,0.4045,0.3205,0.688,7.5,31.5,11.5,8.0,3.0,12.0,18.0,0.6915584333016724,Rhode Island vs. La Salle,La Salle,Rhode Island,1,17
La Salle,8.0,0.4444444444444444,69.34969565217392,70.42379140239606,98.2240693069908,0.4637605042016807,105.28453912909933,0.516141235813367,6.956037370037143,66.0,73.5,0.4045,0.3205,0.684,8.0,30.0,11.5,7.5,3.0,12.0,16.5,0.4045,0.3205,0.684,8.0,30.0,11.5,7.5,3.0,12.0,16.5,1.0439626299628566,2023-01-21,Saint Louis,13.0,0.6842105263157895,67.75130434782608,68.28684210526316,118.00286703262124,0.525,102.75902017885625,0.4642857142857143,11.82297033304167,80.0,69.0,0.473,0.323,0.75,9.0,34.0,17.0,5.0,4.0,11.0,17.0,0.473,0.323,0.75,9.0,34.0,17.0,5.0,4.0,11.0,17.0,1.1770296669583296,La Salle vs. Saint Louis,Saint Louis,La Salle,1,13
La Salle,8.0,0.4,69.34969565217392,70.01488636363636,98.2240693069908,0.4566176470588236,105.28453912909933,0.516141235813367,7.330747850609087,66.0,73.5,0.4015,0.306,0.688,8.5,31.5,11.5,7.5,3.0,12.0,17.5,0.4015,0.306,0.688,8.5,31.5,11.5,7.5,3.0,12.0,17.5,0.6692521493909132,2023-01-28,Rhode Island,7.0,0.3333333333333333,68.45298685782556,67.93190476190476,99.58775266613387,0.4463252314814815,102.99581903002394,0.47023460410557183,8.417122094577298,67.0,71.0,0.40049999999999997,0.2865,0.7835000000000001,10.0,33.0,11.0,5.5,4.0,13.0,18.0,0.40049999999999997,0.2865,0.7835000000000001,10.0,33.0,11.0,5.5,4.0,13.0,18.0,-1.417122094577298,La Salle vs. Rhode Island,Rhode Island,La Salle,1,2
La Salle,10.0,0.43478260869565216,69.09783783783783,69.84916666666666,101.57525619294947,0.4642857142857143,104.1710333263467,0.5,9.370133913204022,68.0,72.0,0.404,0.333,0.692,9.0,33.0,12.0,7.0,3.0,13.0,18.0,0.404,0.333,0.692,9.0,33.0,12.0,7.0,3.0,13.0,18.0,0.6298660867959782,2023-02-08,St. Bonaventure,13.0,0.5416666666666666,64.3755,63.974412715517246,105.0219259214281,0.4832627118644068,98.68004968197954,0.4682486631016043,12.748456073898748,66.5,66.0,0.433,0.375,0.698,8.5,30.0,11.5,6.0,3.0,11.0,18.0,0.433,0.375,0.698,8.5,30.0,11.5,6.0,3.0,11.0,18.0,0.2515439261012524,La Salle vs. St. Bonaventure,St. Bonaventure,La Salle,0,-6
Richmond,13.0,0.5,64.50755991285402,64.86377551020408,106.9125991150631,0.5037878787878788,101.82052747246829,0.5203703703703704,14.235079547466249,68.0,65.5,0.435,0.3255,0.778,6.0,30.5,13.0,6.0,2.5,11.0,15.5,0.435,0.3255,0.778,6.0,30.5,13.0,6.0,2.5,11.0,15.5,-1.235079547466249,2023-02-15,La Salle,12.0,0.48,69.04523809523809,69.03,101.87745597438509,0.4909090909090909,104.1710333263467,0.5,10.939479722806402,70.0,72.0,0.406,0.333,0.692,9.0,33.0,12.0,7.0,3.0,13.0,17.0,0.406,0.333,0.692,9.0,33.0,12.0,7.0,3.0,13.0,17.0,1.0605202771935982,Richmond vs. La Salle,La Salle,Richmond,1,6
Loyola (IL),9.0,0.3103448275862069,66.324,66.48615384615385,100.1329891261832,0.5277777777777778,110.65471148262395,0.5192307692307693,10.834917671603188,68.0,74.0,0.458,0.333,0.706,6.0,28.0,14.0,6.0,3.0,14.0,19.0,0.458,0.333,0.706,6.0,28.0,14.0,6.0,3.0,14.0,19.0,-1.834917671603188,2023-03-04,La Salle,13.0,0.43333333333333335,68.845,69.00854838709678,102.5429238052679,0.4859953703703704,104.73926157149266,0.5038461538461538,12.440078183551416,69.0,72.0,0.4065,0.333,0.692,9.0,33.5,11.5,7.0,3.0,11.5,17.5,0.4065,0.333,0.692,9.0,33.5,11.5,7.0,3.0,11.5,17.5,0.5599218164485844,Loyola (IL) vs. La Salle,La Salle,Loyola (IL),0,-3
Rhode Island,9.0,0.2903225806451613,68.72351400180668,67.83640037593985,99.54896691137942,0.46064814814814814,104.1560622638982,0.4823953823953824,11.373844047825326,67.5,71.0,0.40549999999999997,0.3,0.7835000000000001,9.5,32.0,11.0,6.0,4.0,13.5,18.0,0.40549999999999997,0.3,0.7835000000000001,9.5,32.0,11.0,6.0,4.0,13.5,18.0,-2.373844047825326,2023-03-07,La Salle,13.0,0.41935483870967744,68.71000000000001,68.98709677419356,103.20839163615072,0.49074074074074076,105.0419310738844,0.5076923076923077,12.835906951502892,70.0,72.0,0.407,0.333,0.692,9.0,33.0,12.0,7.0,3.0,12.0,17.0,0.407,0.333,0.692,9.0,33.0,12.0,7.0,3.0,12.0,17.0,0.16409304849710793,Rhode Island vs. La Salle,La Salle,Rhode Island,1,2
Rhode Island,9.0,0.2903225806451613,68.72351400180668,67.83640037593985,99.54896691137942,0.46064814814814814,104.1560622638982,0.4823953823953824,11.373844047825326,67.5,71.0,0.40549999999999997,0.3,0.7835000000000001,9.5,32.0,11.0,6.0,4.0,13.5,18.0,0.40549999999999997,0.3,0.7835000000000001,9.5,32.0,11.0,6.0,4.0,13.5,18.0,-2.373844047825326,2023-03-07,La Salle,13.0,0.41935483870967744,68.71000000000001,68.98709677419356,103.20839163615072,0.49074074074074076,105.0419310738844,0.5076923076923077,12.835906951502892,70.0,72.0,0.407,0.333,0.692,9.0,33.0,12.0,7.0,3.0,12.0,17.0,0.407,0.333,0.692,9.0,33.0,12.0,7.0,3.0,12.0,17.0,0.16409304849710793,Rhode Island vs. La Salle,La Salle,Rhode Island,1,17
